,STATE,CONG_DISTRICT,agi_stub,N1,A00200,A04800,A00650,A01000,A04470,A04475,A00900,A26270,A07180,TOTAL_DIST_POP,TOTAL_INC_PROPORTION,capgains,CAPGAINS_PROPORTION,combined_capgains_dividends,CAPGAINS_DIVS_PROPORTION,CDCTC,ADDITIONAL_CTC,CDCTC_PROPORTION,ADDITIONAL_CTC_PROPORTION,comb_passthrough,PASSTHROUGH_PROPORTION,EITC,EITC_PROPORTION,PREMIUM_TAX_CR,PREMIUM_TAX_CR_PROPORTION,LABOR_INC_PROP_PRE_ADJ,QUAL_DIVS_ALL_PROP_PRE_ADJ,BUS_INC_ALL_PROP_PRE_ADJ,CAP_GAIN_ALL_PROP_PRE_ADJ,S_CORP_INC_ALL_PROP_PRE_ADJ,TOTAL_CAPITAL_INCOME,WAGE_INCOME_RATIO,CAPITAL_INCOME_RATIO,MARGINAL_RATE_TOTAL,MARGINAL_RATE_PER_FILER,CAP_GAINS_AT_DEATH_TOTAL,CAP_GAINS_AT_DEATH_PER_FILER,NIT_TOTAL,NIT_PER_FILER,PASSTHROUGH_LIMIT_TOTAL,PASSTHROUGH_LIMIT_PER_FILER,1031_LIMIT_TOTAL,1031_LIMIT_PER_FILER,CARRIED_INTEREST_TOTAL,CARRIED_INTEREST_PER_FILER,ADDITIONAL_CTC_TOTAL,ADDITIONAL_CTC_PER_FILER,EITC_TOTAL,EITC_PER_FILER,CDCTC_TOTAL,CDCTC_PER_FILER,PREM_TAX_CREDIT_TOTAL,PREM_TAX_CREDIT_PER_FILER,Rw,Rc,CORP_REV_WEIGHT,CORP_REV_PROPORTION,CORP_RATE_TOTAL,CORP_RATE_PER_FILER,GILTI_CHANGES_TOTAL,GILTI_CHANGES_PER_FILER,REPEAL_FIDII_TOTAL,REPEAL_FIDII_PER_FILER,BOOK_TAX_TOTAL,BOOK_TAX_PER_FILER,NET_TAX_CHANGE_PER_FILER,avg_tax_paid,pct_change
130,AZ,3,9,520,178452,607090,34724,196376,86025,33210,506,212075,0,315570,0.00027500008395998216,196376,0.00031477736103382016,231100,0.0003126696407840781,7001,156067,0.0018698263286289882,0.0044635339398692905,212581,0.0003891494036037024,283036,0.0044823012951633,60277,0.0014302152614315904,0.0014111248116242478,0.0004143083428647145,0.0011339001776854347,0.000432398284917832,0.0005251373195674825,1227919,0.0014111248116242478,0.0005754987987415926,0.0,0.0,12444251.703206308,39.43420383181642,8872606.402164415,28.1161276489033,9534160.388290709,30.21250558763732,283299.6249304381,0.8977394078348326,251821.88882705613,0.7979905847420735,-10266128.061699368,-32.532015279333805,-69027439.94551483,-218.73891670790894,-21503002.779233363,-68.14019957294218,-59210911.82326785,-187.63162475288476,0.5,0.5,0.00099331180518292,0.0009933118051829203,112542227.52722487,356.6315794505969,52446863.31365819,166.19724090901605,6357195.55317069,20.145120110183765,11721079.30115846,37.142565203151314,172.53231642081232,3555.2175428589535,0.0485293274858419
140,AZ,4,9,1260,368486,1331406,44167,351934,93313,58536,23604,372123,17,324030,0.0006031012894049054,351934,0.0005641262464765372,396101,0.0005359098112687759,5048,81393,0.0013482192982315572,0.0023278490518032716,395727,0.0007244152865960849,130083,0.0020600602021605997,135473,0.003214419299432982,0.0014302116981667805,0.00104376870024866,0.0013864756236807378,0.0010729745149893452,0.0011115840700020737,2419064,0.0014302116981667805,0.0011337624273905949,0.0,0.0,21329210.48849728,65.82480168039157,16516668.534390736,50.972652329693965,17748174.52160408,54.77324482796062,507713.6218288835,1.566872270557922,451300.99718122976,1.3927753516070418,-5354052.819147524,-16.52332444263656,-31724927.113273237,-97.90737620983624,-15504521.929662907,-47.849032279921325,-133076958.99652545,-410.6933277675692,0.5,0.5,0.0012819870627786877,0.001281987062778688,145249134.21282533,448.25829155579834,67688916.91471472,208.89706790949828,8204717.201783602,25.320856716302817,15127447.340788517,46.68532957068332,330.7188315125306,5814.3999012437125,0.05687927165824785
150,AZ,5,9,3250,1502669,3295591,62082,741734,270926,158591,54792,1082044,92,379070,0.0014928392852752664,741734,0.0011889491134815843,803816,0.0010875329293660516,10644,72389,0.0028427983776498997,0.0020703336283339722,1136836,0.0020810846284250173,100542,0.0015922339801944223,76127,0.0018062942284287986,0.0028613569723590585,0.0012612594184746911,0.002101050579814852,0.0016647727633771654,0.0027558208283225308,4347941,0.0028613569723590585,0.0020377849210732294,0.0,0.0,43283810.588768855,114.18421555060769,47448729.528090395,125.17141828182234,50986573.396412924,134.50437490809855,1070054.2021334257,2.8228406419221406,951159.2907852674,2.509191681708569,-4761767.345168136,-12.561709829762671,-24520403.294994105,-64.68568679925635,-32692181.342973847,-86.24312486605072,-74780581.05695227,-197.27380446079158,0.5,0.5,0.0024495709467161437,0.002449570946716144,277536388.26293916,732.1507591287602,129337345.98661241,341.19647027359696,15677254.058983322,41.35714791195115,28904937.1712505,76.25224146265992,1209.3843338852662,10058.218798638773,0.12023841975369814
160,AZ,6,9,10120,5340516,14571804,813821,5302735,1199885,432467,405690,2811877,304,378320,0.00660074671539377,5302735,0.00849992325722937,6116556,0.008275471083321929,8309,59702,0.002219166828250002,0.0017074839862243549,3217567,0.005890057338637761,99475,0.0015753364283567083,79452,0.0018851877656695377,0.003146535680157218,0.006106691348949987,0.003987045691062892,0.007513987986783638,0.00538361903539997,13033181,0.003146535680157218,0.006108367090403967,0.0,0.0,329363749.1162128,870.5956574228504,134293307.32094094,354.9727937220896,144306404.79662514,381.4400634294384,7649930.931506433,20.220794384400595,6799938.605783495,17.974039452800525,-3927213.1683160164,-10.380664961714993,-24260180.996693306,-64.12608637315846,-25520418.524875022,-67.4572280737868,-78046773.49871886,-206.29830169887623,0.5,0.5,0.0046274513852805925,0.004627451385280593,524290241.95229125,1385.8380258836203,244329433.14281532,645.8274295379978,29615688.8657958,78.28211267127246,54603926.346311,144.3326452376586,3551.2212806345924,19648.604356100655,0.18073656613335903
170,AZ,7,9,480,215342,545051,20585,110879,54641,31120,16814,203953,0,305040,0.00024689761116551456,110879,0.000177731489663039,131464,0.00017786586610141948,6080,177204,0.0016238457474738249,0.005068054542475974,220767,0.0004041346422557922,299495,0.004742954346425658,48409,0.0011486187200862993,0.0013427353800175331,0.0002502369333744154,0.0013176975179177487,0.00028339174519015874,0.0005081761376127722,1112650,0.0013427353800175331,0.0005214747376820727,0.0,0.0,7079061.470836495,23.2069940690942,9214269.843432063,30.206759255940412,9901298.735266909,32.45901762151491,159958.3406967351,0.5243848042772591,142185.1917304312,0.46611982602423024,-11656525.44769474,-38.213104667239506,-73041496.93495513,-239.44891468317314,-18674226.095948987,-61.218942092673046,-47552815.01157279,-155.89042424460004,0.5,0.5,0.000932105058849803,0.0009321050588498031,105607503.16768269,346.2087043262611,49215147.1072696,161.3399787151508,5965472.376638739,19.556361056381917,10998839.694427676,36.05704069770416,155.25397468466326,3326.485051140834,0.04667207947662899
180,AZ,8,9,1650,584084,1516571,47125,383599,120875,67593,39638,460211,48,367600,0.0006869774701136142,383599,0.0006148830860961237,430724,0.0005827534329601093,9061,76070,0.0024200109075428167,0.0021756106467469543,499849,0.0009150203463240225,114613,0.0018150694552726554,76135,0.0018064840474657686,0.002153302949572776,0.0013095693577315746,0.0018419406600030976,0.0011582540643250304,0.0013938001994446112,2905370,0.002153302949572776,0.0013616834212190388,0.0,0.0,23193586.63181235,63.09463175139377,20862463.896187715,56.75316620290456,22417998.48493855,60.98476192855971,553394.7774865114,1.5054264893539482,491906.468876899,1.3381568794257317,-5003904.487517995,-13.612362588460268,-27952069.611198895,-76.03936238084574,-27830125.43674239,-75.7076317648052,-74788439.56508282,-203.45059729347884,0.5,0.5,0.0017574931853959076,0.0017574931853959078,199123977.90535635,541.6865557817093,92795640.18890393,252.4364531798257,11247956.38653381,30.598357961190995,20738419.587671712,56.415722490945896,696.0032786377196,7297.198041349293,0.09537952440016617
190,AZ,9,9,3910,1960242,4997824,179931,1503259,386789,173963,148411,1493312,121,361170,0.0022639180675307017,1503259,0.0024096218528248843,1683190,0.0022772930016068905,7570,76122,0.0020217947875619826,0.0021770978526577055,1641723,0.003005327504962725,127583,0.002020468937311223,62395,0.0014804698514694508,0.00241579561836391,0.0019170694618387957,0.0023019011644051803,0.0025282188138934943,0.0028932387742242006,5420411,0.00241579561836391,0.00254042817090192,0.0,0.0,90636261.46395424,250.95179960670666,68521467.11315013,189.7208159956534,73630523.87158677,203.8666663111188,2168659.6675423956,6.004539877460464,1927697.4822599075,5.337368779964858,-5007325.061112722,-13.864177703332842,-31115221.634592835,-86.15117987261631,-23250640.0569628,-64.37588962804995,-61291451.850835264,-169.70249979465422,0.5,0.5,0.0024781118946329153,0.0024781118946329158,280770077.66190934,777.3903637121282,130844308.03661795,362.2790044483704,15859916.125650661,43.91260659980248,29241720.356668405,80.96386841838581,1586.333286750938,10516.889553395908,0.15083673539565798
210,AR,1,9,930,271515,764804,27002,132245,51311,36908,36773,247602,15,268720,0.00034644149008043317,132245,0.00021197973331729718,159247,0.00021545522408456116,5851,99114,0.0015626844520508797,0.00283467166611907,284375,0.0005205750356325489,201543,0.00319173691661519,42461,0.001007488266098956,0.0011944814992013008,0.0005357464054909412,0.0012479538662627156,0.00044829618420095944,0.000772918774841943,1476747,0.0011944814992013008,0.0006921190441268933,0.0,0.0,8575117.918565534,31.910977666588025,11869110.812422115,44.16906375566432,12754088.372997448,47.46237114095508,190781.75998556748,0.7099648704434633,169583.78665383774,0.6310798848386341,-6519744.832073861,-24.26222399551154,-49152748.51587393,-182.91436631391014,-17970871.198585115,-66.87582315638998,-41710014.21649678,-155.21737948979154,0.5,0.5,0.000943300271664097,0.0009433002716640971,106875920.77954221,397.7222416624822,49806254.34386433,185.34628737669073,6037121.738650221,22.466216651720085,11130943.205636347,41.42208695160891,342.5704970053882,4535.672819291456,0.07552804416322585
220,AR,2,9,2410,1060632,2718098,141946,706980,204613,108010,39233,778790,83,324180,0.0012312460725946064,706980,0.0011332408171247515,848926,0.0011485650691140817,9427,95402,0.0025177621482624585,0.0027285080441823706,818023,0.0014974676127410796,180762,0.0028626384866812294,42701,0.0010131828372080618,0.001836667118925664,0.001446549328200379,0.0014340202393413333,0.001287452228863464,0.001843760072186743,3209689,0.001836667118925664,0.0015043110855309705,0.0,0.0,45712889.75074045,141.01082654926415,34142261.57049661,105.31884005952438,36687956.51215645,113.17156059027839,1019916.7354122763,3.1461433012902598,906592.6536998012,2.7965718233691197,-6275568.501619453,-19.35828398303243,-44084632.69489093,-135.98813219474036,-28954264.705018274,-89.31539485785143,-41945769.46041376,-129.39036788331717,0.5,0.5,0.0016704891022283172,0.0016704891022283174,189266415.28246838,583.8312520280966,88201824.59765516,272.07669997425864,10691130.254261231,32.978993936273774,19711771.406294145,60.805020070004765,941.0837294134187,7656.228021469554,0.12291741139036569
230,AR,3,9,2640,1348979,6859916,3313371,1874092,1922533,107782,53222,658609,104,343660,0.0031074098996169016,1874092,0.0030040419098799963,5187463,0.007018443067030273,9101,105854,0.0024306941032498815,0.0030274364322433562,711831,0.00130307322440212,175473,0.0027788792067658876,52115,0.0012365523889627443,0.0020805087330262348,0.015267603204638424,0.0016613722188274134,0.002692902527758591,0.001713931742899547,7605201,0.0020805087330262348,0.003564391494624938,0.0,0.0,279334034.0678049,812.820910399246,29710069.516368337,86.45192782508391,31925293.99785194,92.89790489976123,2703637.7188919964,7.867187682278987,2403233.527903997,6.9930557175813215,-6963103.79415972,-20.261606803700516,-42794739.78419467,-124.52639173658461,-27952982.18737364,-81.3390624086994,-51193268.90305761,-148.96487488522845,0.5,0.5,0.0028224501138255863,0.0028224501138255868,319783597.89643896,930.5231854054558,149025366.009991,433.64187281030956,18063680.728483755,52.56265124973449,33304911.343141925,96.91238824169797,2145.5791483969365,10533.733923063492,0.20368647661578151
240,AR,4,9,810,263387,741408,42439,106116,54586,42275,21852,233425,0,273600,0.0003358435524363808,106116,0.00017009672487200504,148555,0.00020098934870912472,4905,97926,0.001310026873578801,0.002800694731081139,255277,0.00046730842504147754,196516,0.003112126801256063,44769,0.0010622510582648584,0.0012144639905949865,0.000645159342341159,0.0010371837175520635,0.00042720214192591596,0.0007807251952180515,1414321,0.0012144639905949865,0.0006628613422668824,0.0,0.0,7999376.0786231635,29.23748566748232,10654632.090945687,38.942368753456456,11449056.4135162,41.84596642367032,153087.05238480453,0.5595287002368586,136077.37989760403,0.4973588446549855,-6441597.88148662,-23.543851906018347,-47926752.73934337,-175.17087989526084,-15065309.046156213,-55.0632640575885,-43977193.81216513,-160.73535750060356,0.5,0.5,0.0009386626664309345,0.0009386626664309346,106350480.10662489,388.70789512655296,49561388.78755335,181.14542685509264,6007441.065157982,21.957021436980927,11076219.463885028,40.48325827443358,328.8629567230898,4449.6564327485385,0.07390749413881201
260,CA,1,9,1640,400463,1616364,70428,597795,105525,75992,70374,402979,36,294080,0.0007321817781710991,597795,0.0009582246941541356,668223,0.0009040806809764561,4451,64780,0.0011887726023036174,0.0018527153634319404,473353,0.0008665169401029411,107445,0.0017015533806965218,151213,0.00358788825467185,0.001431605690770688,0.0012713341700773054,0.0024996307638915187,0.001366858668909841,0.0012222059619400997,3195993,0.001431605690770688,0.0014978920696613854,0.0,0.0,35982411.102862954,122.35585929972441,19756586.234347057,67.18099236380256,21229665.032522056,72.19010144355977,862402.224738722,2.9325429296066443,766579.7553233084,2.606704826317017,-4261245.335893462,-14.490088873413569,-26203922.062726434,-89.10474042004364,-13670884.9264916,-46.486959080833785,-148538573.74341458,-505.0958029903924,0.5,0.5,0.0014647488802160367,0.0014647488802160369,165956048.12847698,564.3227969548319,77338740.87540674,262.9853811051644,9374392.833382636,31.87701589153508,17284036.786549237,58.773248050017806,530.0470514998763,7024.7279651795425,0.0754544594647985
270,CA,2,9,10780,5972419,15552143,821897,5356364,945313,337899,515427,2869575,653,335990,0.007044821411582547,5356364,0.008585886893798413,6178261,0.008358955636262566,7307,46534,0.0019515527757880326,0.001330877689440289,3385002,0.006196562766650547,69107,0.0010944134159783566,148209,0.00351661120628954,0.0028084452349944546,0.006328938013146936,0.006913845316958159,0.00767651678608191,0.005203220486232924,14136104,0.0028084452349944546,0.006625282995772704,0.0,0.0,332686434.3232501,990.167666666419,141281631.07963246,420.4935595691314,151815787.7829384,451.84614953700526,7727298.204418572,22.998595804692318,6868709.515038731,20.443196270837618,-3061018.685712665,-9.11044580407948,-16853966.606066693,-50.16210781888358,-22442856.921562374,-66.79620501075144,-145587703.94038695,-433.30963403787894,0.5,0.5,0.004716864115383579,0.00471686411538358,534420704.2729596,1590.5851491799149,249050425.29225302,741.2435646663681,30187930.33845491,89.84770480804461,55658996.56152624,165.65670573983226,3933.903899570652,23061.775648084764,0.17058113649186224
280,CA,3,9,1770,546942,1638316,76234,381201,106930,83622,70231,465442,64,322700,0.0007421256116110991,381201,0.0006110392553237325,457435,0.0006188924151106221,7199,77923,0.001922708147378958,0.0022286066573742993,535673,0.0009805995290106174,115028,0.001821641605237652,106600,0.0025293386676279103,0.0020035329248155073,0.0011778296543371487,0.0020110276245860334,0.0010170844050283441,0.0010699577477682762,2592559,0.0020035329248155073,0.0012150757421024551,0.0,0.0,24631918.12140276,76.33070381593666,22357669.261442076,69.28313994868942,24024688.460760128,74.44898810275838,549935.3297913593,1.7041689798306763,488831.404258986,1.5148168709606011,-5125795.311960888,-15.88408835438763,-28053280.72065984,-86.9330050221873,-22111143.69485802,-68.51919335251942,-104714620.83979549,-324.49526135666406,0.5,0.5,0.0016093043334589811,0.0016093043334589813,182334180.98090258,565.0269010873957,84971268.80663422,263.313507302864,10299547.734137481,31.91678876398352,18989791.13481598,58.84657928359461,646.5540460702551,7702.330337775023,0.08394265342000713
