,STATE,CONG_DISTRICT,agi_stub,N1,A00200,A04800,A00650,A01000,A04470,A04475,A00900,A26270,A07180,TOTAL_DIST_POP,TOTAL_INC_PROPORTION,capgains,CAPGAINS_PROPORTION,combined_capgains_dividends,CAPGAINS_DIVS_PROPORTION,CDCTC,ADDITIONAL_CTC,CDCTC_PROPORTION,ADDITIONAL_CTC_PROPORTION,comb_passthrough,PASSTHROUGH_PROPORTION,EITC,EITC_PROPORTION,PREMIUM_TAX_CR,PREMIUM_TAX_CR_PROPORTION,LABOR_INC_PROP_PRE_ADJ,QUAL_DIVS_ALL_PROP_PRE_ADJ,BUS_INC_ALL_PROP_PRE_ADJ,CAP_GAIN_ALL_PROP_PRE_ADJ,S_CORP_INC_ALL_PROP_PRE_ADJ,TOTAL_CAPITAL_INCOME,WAGE_INCOME_RATIO,CAPITAL_INCOME_RATIO,MARGINAL_RATE_TOTAL,MARGINAL_RATE_PER_FILER,CAP_GAINS_AT_DEATH_TOTAL,CAP_GAINS_AT_DEATH_PER_FILER,NIT_TOTAL,NIT_PER_FILER,PASSTHROUGH_LIMIT_TOTAL,PASSTHROUGH_LIMIT_PER_FILER,1031_LIMIT_TOTAL,1031_LIMIT_PER_FILER,CARRIED_INTEREST_TOTAL,CARRIED_INTEREST_PER_FILER,ADDITIONAL_CTC_TOTAL,ADDITIONAL_CTC_PER_FILER,EITC_TOTAL,EITC_PER_FILER,CDCTC_TOTAL,CDCTC_PER_FILER,PREM_TAX_CREDIT_TOTAL,PREM_TAX_CREDIT_PER_FILER,Rw,Rc,CORP_REV_WEIGHT,CORP_REV_PROPORTION,CORP_RATE_TOTAL,CORP_RATE_PER_FILER,GILTI_CHANGES_TOTAL,GILTI_CHANGES_PER_FILER,REPEAL_FIDII_TOTAL,REPEAL_FIDII_PER_FILER,BOOK_TAX_TOTAL,BOOK_TAX_PER_FILER,NET_TAX_CHANGE_PER_FILER,avg_tax_paid,pct_change
130,AZ,3,9,520,178452,607090,34724,196376,86025,33210,506,212075,0,315570,0.00027500008395998216,196376,0.00031477736103382016,231100,0.0003126696407840781,7001,156067,0.0018698263286289882,0.0044635339398692905,212581,0.0003891494036037024,283036,0.0044823012951633,60277,0.0014302152614315904,0.0014111248116242478,0.0004143083428647145,0.0011339001776854347,0.000432398284917832,0.0005251373195674825,1227919,0.0014111248116242478,0.0005754987987415926,0.0,0.0,10849636.53520751,34.3810772101515,8366712.177479602,26.513015107518466,9183925.925047377,29.102658443601666,251821.88882705613,0.7979905847420735,251821.88882705613,0.7979905847420735,-10712481.455686297,-33.94645072626136,-69027439.94551483,-218.73891670790894,-20755072.24778177,-65.77010567475288,-57065588.931120455,-180.8333774792295,0.5,0.5,0.00099331180518292,0.0009933118051829203,109760954.4727127,347.81808940239154,51056226.78640211,161.79049588491335,5463214.928506061,17.31221259468917,10131780.412865788,32.10628517560537,151.3309644002025,3555.2175428589535,0.042565880308553114
140,AZ,4,9,1260,368486,1331406,44167,351934,93313,58536,23604,372123,17,324030,0.0006031012894049054,351934,0.0005641262464765372,396101,0.0005359098112687759,5048,81393,0.0013482192982315572,0.0023278490518032716,395727,0.0007244152865960849,130083,0.0020600602021605997,135473,0.003214419299432982,0.0014302116981667805,0.00104376870024866,0.0013864756236807378,0.0010729745149893452,0.0011115840700020737,2419064,0.0014302116981667805,0.0011337624273905949,0.0,0.0,18596070.451026525,57.389965284160496,15574928.661815826,48.066316889842994,17096200.763667606,52.76116644652534,451300.99718122976,1.3927753516070418,451300.99718122976,1.3927753516070418,-5586837.724327852,-17.241729853185976,-31724927.113273237,-97.90737620983624,-14965234.210370285,-46.184718113663195,-128255330.04737598,-395.81313473251237,0.5,0.5,0.0012819870627786877,0.001281987062778688,141659570.437045,437.18041674241584,65894135.02682456,203.358130502807,7050928.845282784,21.760111240572737,13076268.040342616,40.35511539160762,306.5098142919483,5814.3999012437125,0.05271564039246513
150,AZ,5,9,3250,1502669,3295591,62082,741734,270926,158591,54792,1082044,92,379070,0.0014928392852752664,741734,0.0011889491134815843,803816,0.0010875329293660516,10644,72389,0.0028427983776498997,0.0020703336283339722,1136836,0.0020810846284250173,100542,0.0015922339801944223,76127,0.0018062942284287986,0.0028613569723590585,0.0012612594184746911,0.002101050579814852,0.0016647727633771654,0.0027558208283225308,4347941,0.0028613569723590585,0.0020377849210732294,0.0,0.0,37737392.649001986,99.55256983934889,44743319.51113787,118.03445144996405,49113597.23083041,129.5633978706582,951159.2907852674,2.509191681708569,951159.2907852674,2.509191681708569,-4968800.7080015335,-13.107871126708876,-24520403.294994105,-64.68568679925635,-31555061.99191389,-83.24336400114461,-72071139.71430907,-190.12620284989333,0.5,0.5,0.0024495709467161437,0.002449570946716144,270677589.6121339,714.0570069172816,125907946.6612098,332.1495941678577,13472640.206938792,35.54129898683302,24985623.656504672,65.91295448467216,1148.6665323030295,10058.218798638773,0.11420178416266746
160,AZ,6,9,10120,5340516,14571804,813821,5302735,1199885,432467,405690,2811877,304,378320,0.00660074671539377,5302735,0.00849992325722937,6116556,0.008275471083321929,8309,59702,0.002219166828250002,0.0017074839862243549,3217567,0.005890057338637761,99475,0.0015753364283567083,79452,0.0018851877656695377,0.003146535680157218,0.006106691348949987,0.003987045691062892,0.007513987986783638,0.00538361903539997,13033181,0.003146535680157218,0.006108367090403967,0.0,0.0,287158846.5912709,759.0369174013293,126636232.78071186,334.7331168870582,139005353.19185117,367.42797946672437,6799938.605783495,17.974039452800525,6799938.605783495,17.974039452800525,-4097961.5669384515,-10.831998220919992,-24260180.996693306,-64.12608637315846,-24632751.793575022,-65.11088970600291,-75218991.85021456,-198.82372555036625,0.5,0.5,0.0046274513852805925,0.004627451385280593,511333378.0735056,1351.5896015899386,237851001.2034225,628.703217391157,25450982.619043265,67.27369057687477,47200004.129862055,124.7621170698405,3330.582019438076,19648.604356100655,0.1695073074441529
170,AZ,7,9,480,215342,545051,20585,110879,54641,31120,16814,203953,0,305040,0.00024689761116551456,110879,0.000177731489663039,131464,0.00017786586610141948,6080,177204,0.0016238457474738249,0.005068054542475974,220767,0.0004041346422557922,299495,0.004742954346425658,48409,0.0011486187200862993,0.0013427353800175331,0.0002502369333744154,0.0013176975179177487,0.00028339174519015874,0.0005081761376127722,1112650,0.0013427353800175331,0.0005214747376820727,0.0,0.0,6171945.553719256,20.23323352255198,8688894.808499534,28.48444403520697,9537577.557236696,31.266645545622527,142185.1917304312,0.46611982602423024,142185.1917304312,0.46611982602423024,-12163330.901942337,-39.874544000597744,-73041496.93495513,-239.44891468317314,-18024687.796959456,-59.08958758510181,-45829886.93144334,-150.24222046762176,0.5,0.5,0.000932105058849803,0.0009321050588498031,102997609.00290324,337.652796364094,47910200.02487988,157.06202473406728,5126577.823673917,16.80624778282821,9507471.600267991,31.167950433608677,134.95031533353364,3326.485051140834,0.04056844184141209
180,AZ,8,9,1650,584084,1516571,47125,383599,120875,67593,39638,460211,48,367600,0.0006869774701136142,383599,0.0006148830860961237,430724,0.0005827534329601093,9061,76070,0.0024200109075428167,0.0021756106467469543,499849,0.0009150203463240225,114613,0.0018150694552726554,76135,0.0018064840474657686,0.002153302949572776,0.0013095693577315746,0.0018419406600030976,0.0011582540643250304,0.0013938001994446112,2905370,0.002153302949572776,0.0013616834212190388,0.0,0.0,20221544.12371579,55.00964125058703,19672937.445966486,53.51724005975649,21594480.17324693,58.74450536791875,491906.468876899,1.3381568794257317,491906.468876899,1.3381568794257317,-5221465.552192691,-14.204204440132456,-27952069.611198895,-76.03936238084574,-26862121.073725265,-73.07432283385545,-72078713.49388418,-196.0791988408166,0.5,0.5,0.0017574931853959076,0.0017574931853959078,194202996.9862478,528.2997741736883,90335149.72934966,245.74306237581519,9666212.519677492,26.29546387289851,17926430.49103826,48.766133000648146,659.6550453645135,7297.198041349293,0.0903984024589443
190,AZ,9,9,3910,1960242,4997824,179931,1503259,386789,173963,148411,1493312,121,361170,0.0022639180675307017,1503259,0.0024096218528248843,1683190,0.0022772930016068905,7570,76122,0.0020217947875619826,0.0021770978526577055,1641723,0.003005327504962725,127583,0.002020468937311223,62395,0.0014804698514694508,0.00241579561836391,0.0019170694618387957,0.0023019011644051803,0.0025282188138934943,0.0028932387742242006,5420411,0.00241579561836391,0.00254042817090192,0.0,0.0,79022067.1557591,218.79465945609851,64614541.356698595,178.9034010485328,70925729.11712031,196.37768673234297,1927697.4822599075,5.337368779964858,1927697.4822599075,5.337368779964858,-5225034.846378493,-14.466968038260356,-31115221.634592835,-86.15117987261631,-22441922.14193801,-62.136728249682996,-59070747.073631085,-163.55385849774646,0.5,0.5,0.0024781118946329153,0.0024781118946329158,273831364.35693717,758.1785983247146,127374951.38413186,352.6731217546636,13629615.420481037,37.737396296705256,25276741.32525574,69.9857167684352,1497.0165832831165,10516.889553395908,0.14234404342486692
210,AR,1,9,930,271515,764804,27002,132245,51311,36908,36773,247602,15,268720,0.00034644149008043317,132245,0.00021197973331729718,159247,0.00021545522408456116,5851,99114,0.0015626844520508797,0.00283467166611907,284375,0.0005205750356325489,201543,0.00319173691661519,42461,0.001007488266098956,0.0011944814992013008,0.0005357464054909412,0.0012479538662627156,0.00044829618420095944,0.000772918774841943,1476747,0.0011944814992013008,0.0006921190441268933,0.0,0.0,7476296.275734272,27.8218825384574,11192363.266099801,41.65065222573609,12285570.840928154,45.71885546638938,169583.78665383774,0.6310798848386341,169583.78665383774,0.6310798848386341,-6803211.998685768,-25.317103299664215,-49152748.51587393,-182.91436631391014,-17345797.417764764,-64.54970756834163,-40198781.817348346,-149.59356139233532,0.5,0.5,0.000943300271664097,0.0009433002716640971,104234680.01888274,387.8932718773546,48485633.96353459,180.43180248412696,5188151.494152534,19.306904935071948,9621662.77097379,35.80553278867889,317.5163235112413,4535.672819291456,0.07000423887736293
220,AR,2,9,2410,1060632,2718098,141946,706980,204613,108010,39233,778790,83,324180,0.0012312460725946064,706980,0.0011332408171247515,848926,0.0011485650691140817,9427,95402,0.0025177621482624585,0.0027285080441823706,818023,0.0014974676127410796,180762,0.0028626384866812294,42701,0.0010131828372080618,0.001836667118925664,0.001446549328200379,0.0014340202393413333,0.001287452228863464,0.001843760072186743,3209689,0.001836667118925664,0.0015043110855309705,0.0,0.0,39855207.898258634,122.94160003164487,32195553.67393321,99.31381847718308,35340235.66068948,109.0142379563498,906592.6536998012,2.7965718233691197,906592.6536998012,2.7965718233691197,-6548419.30603769,-20.199948504033838,-44084632.69489093,-135.98813219474036,-27947159.84571329,-86.20877242801312,-40425995.20460167,-124.7023110759506,0.5,0.5,0.0016704891022283172,0.0016704891022283174,184589045.79622906,569.4029421809768,85863139.85453552,264.86254505069877,9187690.062255746,28.341322913985273,17038988.84272884,52.56027158593633,884.9307176407751,7656.228021469554,0.11558311941066242
230,AR,3,9,2640,1348979,6859916,3313371,1874092,1922533,107782,53222,658609,104,343660,0.0031074098996169016,1874092,0.0030040419098799963,5187463,0.007018443067030273,9101,105854,0.0024306941032498815,0.0030274364322433562,711831,0.00130307322440212,175473,0.0027788792067658876,52115,0.0012365523889627443,0.0020805087330262348,0.015267603204638424,0.0016613722188274134,0.002692902527758591,0.001713931742899547,7605201,0.0020805087330262348,0.003564391494624938,0.0,0.0,243539974.42595047,708.6654671068802,28016074.32464558,81.52265123856596,30752528.095890034,89.48532880140264,2403233.527903997,6.9930557175813215,2403233.527903997,6.9930557175813215,-7265847.437384055,-21.142546229948366,-42794739.78419467,-124.52639173658461,-26980704.546073683,-78.50987762926637,-49338440.3196135,-143.56759680967673,0.5,0.5,0.0028224501138255863,0.0028224501138255868,311880737.5777273,907.527025483697,145073935.85063517,422.14379284943016,15523475.626040727,45.17102841774058,28788991.161020987,83.77172542926435,1984.5267183566675,10533.733923063492,0.1883972704124953
240,AR,4,9,810,263387,741408,42439,106116,54586,42275,21852,233425,0,273600,0.0003358435524363808,106116,0.00017009672487200504,148555,0.00020098934870912472,4905,97926,0.001310026873578801,0.002800694731081139,255277,0.00046730842504147754,196516,0.003112126801256063,44769,0.0010622510582648584,0.0012144639905949865,0.000645159342341159,0.0010371837175520635,0.00042720214192591596,0.0007807251952180515,1414321,0.0012144639905949865,0.0006628613422668824,0.0,0.0,6974330.400206628,25.490973684965745,10047131.138391767,36.72197053505763,11028478.83097887,40.30876765708651,136077.37989760403,0.4973588446549855,136077.37989760403,0.4973588446549855,-6721667.354594734,-24.567497641062623,-47926752.73934337,-175.17087989526084,-14541298.296724692,-53.14802009036803,-42383817.22476785,-154.9116126636252,0.5,0.5,0.0009386626664309345,0.0009386626664309346,103722224.64061826,379.1016982478738,48247261.05455004,176.34232841575306,5162644.66537014,18.869315297405482,9574359.197595533,34.994002915188354,305.02576415232386,4449.6564327485385,0.0685504080511471
260,CA,1,9,1640,400463,1616364,70428,597795,105525,75992,70374,402979,36,294080,0.0007321817781710991,597795,0.0009582246941541356,668223,0.0009040806809764561,4451,64780,0.0011887726023036174,0.0018527153634319404,473353,0.0008665169401029411,107445,0.0017015533806965218,151213,0.00358788825467185,0.001431605690770688,0.0012713341700773054,0.0024996307638915187,0.001366858668909841,0.0012222059619400997,3195993,0.001431605690770688,0.0014978920696613854,0.0,0.0,31371599.62988303,106.67709340955872,18630114.212213233,63.35049718516469,20449799.786429413,69.53822016604126,766579.7553233084,2.606704826317017,766579.7553233084,2.606704826317017,-4446516.872236657,-15.12009273747503,-26203922.062726434,-89.10474042004364,-13195375.885570154,-44.870021373674355,-143156741.3614068,-486.7952304182767,0.5,0.5,0.0014647488802160367,0.0014647488802160369,161854751.2638721,550.3766025022854,75288092.4431043,256.0122838788911,8056118.841188203,27.39431053178796,14940438.578203576,50.80399407713403,493.47632645402746,7024.7279651795425,0.07024846070909949
270,CA,2,9,10780,5972419,15552143,821897,5356364,945313,337899,515427,2869575,653,335990,0.007044821411582547,5356364,0.008585886893798413,6178261,0.008358955636262566,7307,46534,0.0019515527757880326,0.001330877689440289,3385002,0.006196562766650547,69107,0.0010944134159783566,148209,0.00351661120628954,0.0028084452349944546,0.006328938013146936,0.006913845316958159,0.00767651678608191,0.005203220486232924,14136104,0.0028084452349944546,0.006625282995772704,0.0,0.0,290055760.578311,863.2868852594155,133226099.48298676,396.5180495936985,146238881.2929529,435.2477195540132,6868709.515038731,20.443196270837618,6868709.515038731,20.443196270837618,-3194106.4546566936,-9.506552143387283,-16853966.606066693,-50.16210781888358,-21662235.811247163,-64.4728587495079,-140312787.13095266,-417.6100096162167,0.5,0.5,0.004716864115383579,0.00471686411538358,521213484.74988556,1551.2767783263953,242446815.530716,721.5893792396083,25942752.634609688,77.21287131941334,48112013.97691251,143.19477953782112,3687.461327044045,23061.775648084764,0.15989494405433094
280,CA,3,9,1770,546942,1638316,76234,381201,106930,83622,70231,465442,64,322700,0.0007421256116110991,381201,0.0006110392553237325,457435,0.0006188924151106221,7199,77923,0.001922708147378958,0.0022286066573742993,535673,0.0009805995290106174,115028,0.001821641605237652,106600,0.0025293386676279103,0.0020035329248155073,0.0011778296543371487,0.0020110276245860334,0.0010170844050283441,0.0010699577477682762,2592559,0.0020035329248155073,0.0012150757421024551,0.0,0.0,21475566.804338586,66.5496337289699,21082889.873728275,65.33278547793081,23142148.88465057,71.7141273153101,488831.404258986,1.5148168709606011,488831.404258986,1.5148168709606011,-5348655.977698319,-16.57470089153492,-28053280.72065984,-86.9330050221873,-21342060.435906433,-66.135917061997,-100920612.83835362,-312.7381866698284,0.5,0.5,0.0016093043334589811,0.0016093043334589813,177828128.84721744,551.0633060031529,82718242.73979165,256.3317097607426,8851173.834024398,27.428490344048335,16414904.201281609,50.867382092598724,609.935258819127,7702.330337775023,0.07918840559561346
