,STATE,CONG_DISTRICT,agi_stub,N1,A00200,A04800,A00650,A01000,A04470,A04475,TOTAL_DIST_POP,WAGE_PROPORTION,TOTAL_INC_PROPORTION,combined_capgains_dividends,CAPGAINS_DIVS_PROPORTION,ITEMIZED_DEDUCTIONS_PROPORTION,BUSINESS_DEDUCTIONS_PROPORTION,CTC,CDCTC,CTC_PROPORTION,CDCTC_PROPORTION,HOMEBUYER_CREDIT_TOTAL,HOMEBUYER_CREDIT_PROPORTION,PAYROLL_TOTAL,PAYROLL_PER_FILER,MARGINAL_RATE_TOTAL,MARGINAL_RATE_PER_FILER,PEASE_LIMIT_TOTAL,PEASE_LIMIT_PER_FILER,CAPITAL_GAINS_AND_DIVIDENDS_TOTAL,CAPITAL_GAINS_AND_DIVIDENDS_PER_FILER,ITEMIZED_LIMIT_TOTAL,ITEMIZED_LIMIT_PER_FILER,BUSINESS_DEDUCTION_TOTAL,BUSINESS_DEDUCTION_PER_FILER,CTC_TOTAL,CTC_PER_FILER,CDCTC_TOTAL,CDCTC_PER_FILER,HOMEBUYER_CREDIT_PER_FILER,NET_TAX_CHANGE_PER_FILER,NET_TAX_CHANGE_TOTAL
1140,FL,19,9,11670,5434758,22911804,2192433,9696234,1667208,669219,403910,0.00604354620867056,0.010378606176472443,11888667,0.016084920987847355,0.01023901688615328,0.010153334206729944,136889,7886,0.0017045548219168625,0.002106192033647793,-32787238.087805744,0.0027322698406504788,442387582.474685,1095.2627626815008,260503015.0294583,644.9531208176533,168133420.05885357,416.26456403370446,228405878.02743244,565.4870590662089,242664700.2018327,600.7890376614412,303584692.7812253,751.6146982774017,-179830533.71222898,-445.22426706996356,-12637152.201886758,-31.28704959492649,-81.1746133737856,3516.685312499235,1420424364.5715659
1150,FL,20,9,870,370920,1217612,70811,277490,87037,59165,375870,0.0004124695450505955,0.0005515547978564657,348301,0.0004712382023138693,0.0005345303721671938,0.000897646388314105,142205,12646,0.0017707501585276205,0.003377492322788485,-14902729.779014075,0.001241894148251173,30192770.69770359,80.3276949416117,13844025.426197289,36.83195101018248,8935187.725274744,23.77201618983889,6691582.4728569435,17.802917159807762,12668369.820362493,33.704125948765515,26839627.01059174,71.40667520842776,-186814141.72466397,-497.0179629251177,-20264953.93673091,-53.9147948405856,-39.648627927246324,-326.7360052343156,-122810262.28742214
1160,FL,21,9,7550,3501502,18322118,2142337,7822382,1912438,586826,386630,0.003893731631979268,0.008299566766582715,9964719,0.01348189143333742,0.011745076184687935,0.008903274562136618,143999,9574,0.0017930892168195127,0.002557022892485921,-30865333.111112073,0.002572111092592673,285021155.4608824,737.1935842042325,208319125.84122616,538.8074537444745,134452981.61863998,347.75620520559704,191442858.35339138,495.1577951876248,278358305.5771041,719.9604417068103,266207909.40788487,688.5340232467343,-189170912.37445858,-489.2815155949062,-15342137.354915526,-39.68170435536695,-79.83170760445923,2918.614575740741,1128423953.4186428
1170,FL,22,9,9590,5061226,18414496,1382357,6698995,1416694,662004,390500,0.005628172073811726,0.008341412222373544,8081352,0.010933766451275168,0.00870050634864518,0.010043868835451547,145671,10590,0.001813909119530797,0.0028283760634453627,-41627384.693609245,0.0034689487244674373,411982195.80301833,1055.0120251037602,209369446.78157598,536.1573541141511,135130878.00245142,346.04578233662335,155259483.6081074,397.59150731909705,206202000.46289077,528.0460959356998,300311678.18000126,769.0439902176729,-191367412.11049908,-490.05739336875564,-16970256.380672175,-43.457762818622726,-106.60021688504288,2991.781381954583,1168290629.6532645
1180,FL,23,9,6120,3175918,10635192,515592,3652474,771994,366719,371220,0.0035316765140137956,0.00481753725630554,4168066,0.005639237122390001,0.004741135840284484,0.005563829728321817,178658,13764,0.0022246663747563563,0.0036760876428009416,-35298047.30051651,0.002941503941709709,258518720.82580984,696.4029977528415,120920185.13326906,325.7372585886242,78044103.55214976,210.23679637990884,80077167.13793801,215.71350449312538,112364919.41474228,302.690909473472,166358508.87682232,448.1399409428973,-234702302.5367956,-632.2458448811906,-22056525.85680565,-59.416318778098294,-95.08659905316661,1412.1726449184139,524226729.24661356
1190,FL,24,9,1630,765241,2609845,105807,743472,165191,80171,368510,0.0008509614124988211,0.0011822095473859554,849279,0.001149042664887326,0.0010145065513364536,0.0012163476480610178,109933,11544,0.0013688961511720186,0.0030831702810588542,-12863240.046431156,0.0010719366705359296,62290375.39491371,169.0330666601007,29673459.63938748,80.52280708634089,19151794.667652477,51.97089541030766,16316405.84140003,44.276697623945154,24043805.26667395,65.24600490264565,36368794.67702443,98.6914728963242,-144418543.94864795,-391.8985752046022,-18499021.686353125,-50.19951069537631,-34.90608137209616,32.73677730758965,12063829.80561985
1200,FL,25,9,2250,884125,2972924,134934,943352,160793,128813,386530,0.0009831625054401427,0.0013466773453798381,1078286,0.0014588805550951988,0.0009874966064073853,0.0019543399681890444,141678,10676,0.0017641879045031906,0.0028513449342155517,-18089773.895159382,0.0015074811579299486,71967495.39821845,186.1886409805667,33801601.36903394,87.44884321794929,21816172.99515338,56.44108606098719,20716103.882351823,53.59507381665543,23403669.57185503,60.54813228431178,58434765.04885243,151.17782590963813,-186121823.92508662,-481.5197369546649,-17108069.60529331,-44.26065145084033,-46.80043953938733,22.81877432521597,8820140.839925759
1210,FL,26,9,1850,565739,3464688,408778,1434019,278424,153618,383860,0.0006291116897103927,0.0015694369712812642,1842797,0.0024932352922024093,0.0017099174413212632,0.0023306793354185107,155888,13755,0.001941132173359261,0.003673683923766852,-22192074.220188905,0.0018493395183490754,46050975.68680074,119.96815424061049,39392867.97915973,102.62300833418362,25424878.93475648,66.2347703192739,35403941.149274215,92.23138943696716,40525043.359313935,105.57245703984248,69687312.12901346,181.54356309335034,-204789444.28940204,-533.5003498395301,-22042103.542601112,-57.42224650289457,-57.812937581902005,19.437808539901226,7461397.186126478
1220,FL,27,9,11150,7193210,24984987,1210014,10389015,1371032,623344,365550,0.007998975671717335,0.011317718168210747,11599029,0.015693051626456532,0.008420077038651747,0.009457322577153173,124177,10130,0.0015462637912554715,0.002705519312814119,-40330380.71560513,0.0033608650596337612,585525019.1697088,1601.7645169462696,284074726.0220897,777.1159240106407,183347034.32501408,501.56485932160876,222841333.09568274,609.6056164565251,199555825.8160464,545.9056922884596,282773945.0568799,773.5575025492542,-163130829.97745225,-446.26133217741005,-16233115.876884716,-44.407374851278114,-110.32794615129293,4208.517458392777,1538423556.9154797
1240,GA,1,9,1940,631345,1812212,98748,451068,279217,78801,309670,0.0007020667122828863,0.0008208971522398444,549816,0.0007438804466349576,0.0017147875837334394,0.0011955621236464091,153606,8936,0.0019127164927449363,0.00238662592095824,-18352536.256145958,0.0015293780213454966,51391283.339107275,165.95499512095867,20604518.521220095,66.53701850750831,13298533.86628548,42.944211148272295,10563102.342216397,34.11083521883423,40640465.73448251,131.23798151090682,35747307.497027636,115.43677946532642,-201791589.98459077,-651.6342880633925,-14319755.525749441,-46.24198509945891,-59.264818213407686,-200.91927040445248,-62218670.46614677
1250,GA,2,9,870,269549,836377,83907,227618,165832,34439,259390,0.0002997432152454517,0.0003788626813523497,311525,0.00042148165229450424,0.0010184431986078346,0.0005225056024194957,102732,7138,0.0012792286156313737,0.0019064162739256844,-8385985.1156654535,0.0006988320929721211,21941203.355967067,84.58769943315882,9509453.301943976,36.66083234490141,6137575.4379080655,23.66157306722721,5985039.4625819605,23.073516568032538,24137103.807005677,93.05333207527536,15622917.512342922,60.22945183832423,-134958618.9491099,-520.2922971167351,-11438497.643554106,-44.09768165139021,-32.32963921379179,-275.45321265499746,-71449808.83057979
1260,GA,3,9,2090,1117857,2273863,123129,420602,348675,87228,322830,0.0012430765885409886,0.0010300161687945722,543731,0.0007356476696372461,0.0021413580145845596,0.0013234158566696992,187345,9611,0.002332837723352604,0.002566904848514956,-23847575.14006143,0.0019872979283384524,90993206.28120036,281.86106087166735,25853405.83674376,80.08365342980441,16686261.93447207,51.68745759214469,10446196.908848895,32.35819753074031,50750184.945654064,157.20405459732387,39570134.114424005,122.57266708305922,-246114379.81369972,-762.3652690694785,-15401429.091089735,-47.707552244493186,-73.87038112957727,-158.17611133880905,-51063994.02350776
1270,GA,4,9,980,407489,851405,27762,199191,105650,20902,339680,0.00045313491438348457,0.000385670076074303,226953,0.0003070589051703543,0.0006488405370068365,0.0003171233805212782,140414,10895,0.001748448456520497,0.0029098354307117305,-20390695.36909702,0.0016992246140914184,33169475.73287107,97.64918668414705,9680318.909465006,28.49834817906561,6247855.232403709,18.3933561952535,4360236.453419031,12.836306092260452,15377520.727062024,45.2706097711435,9481989.077586219,27.914475617010773,-184461312.16291243,-543.0443716524742,-17459012.584270384,-51.39841198854918,-60.02913144458614,-423.9096325467285,-143993623.98347276
1280,GA,5,9,6200,3662434,9181186,854099,2645852,1025528,246240,344120,0.004072690838342048,0.004158900526861277,3499951,0.004735302561366833,0.006298193452300493,0.00373593250500237,103743,9178,0.0012918176835985439,0.002451259254985981,-38520527.91843666,0.003210043993203055,298120969.36663795,866.32851728071,104388403.22421806,303.348841172318,67374188.53515269,195.78690147376696,67241296.37140903,195.40072175813387,149267184.81952167,433.7649215957273,111704381.89957087,324.6088047761562,-136286765.61964637,-396.04430320715556,-14707555.529915886,-42.73961272206174,-111.93923026396799,1768.515561863627,608581575.1485114
1290,GA,6,9,10970,6527311,11725439,431962,2609799,1352215,331114,351250,0.007258484305439845,0.005311398160845425,3041761,0.00411538865954573,0.00830451402507051,0.005023633672276457,222836,10927,0.0027747750242653976,0.002918381987277382,-63223621.44917294,0.005268635120764411,531321051.1581967,1512.657796891663,133316093.83722016,379.5475981130823,86044650.20569588,244.96697567457903,58438518.965549365,166.37300773110138,196816982.3941711,560.3330459620529,150206646.80106607,427.6345816400458,-292738765.05999947,-833.4199717010661,-17510291.923664294,-49.85136490722931,-179.99607530013648,2228.2455941040926,782671264.9290626
1300,GA,7,9,3260,1709100,3533762,76586,872959,440641,144873,373850,0.001900549173530607,0.0016007261636571091,949545,0.0012846988059641603,0.002706159423258206,0.0021980009332245305,251045,12390,0.0031260361699487816,0.0033091198702632713,-37557509.46802983,0.0031297924556691523,139120199.50244042,372.12839240989814,40178226.70779344,107.4715172068836,25931763.85124517,69.36408680284919,18242723.04469108,48.796905295415485,64135978.33121948,171.55537871129994,65720227.90341346,175.79303973094412,-329796815.9295965,-882.1634771421599,-19854719.221579626,-53.10878486446336,-100.46144033176361,-90.62438218109634,-33879925.278402865
1310,GA,8,9,1390,472092,1369821,61084,307069,185605,69083,284330,0.0005249745833657547,0.0006205025449441545,368153,0.0004980972144681121,0.0011398774053114425,0.0010481214475433671,141521,8178,0.0017622329256002768,0.002184179362309365,-11591097.645759197,0.0009659248038132664,38428139.50237324,135.15330602600233,15574613.878098277,54.776540914072655,10052141.228095302,35.35378337880386,7072980.445447192,24.875955563771644,27015094.505881187,95.01316957718562,31338831.28154668,110.21992502214567,-185915573.6508292,-653.8725201379707,-13105076.17385619,-46.09107788082928,-40.76635474891569,-285.3372722857338,-81129946.62900269
1320,GA,9,9,1760,649248,2449879,72222,392190,238760,111480,328620,0.0007219751622587324,0.001109748028614863,464412,0.0006283320346854837,0.0014663243408968509,0.0016913651545551666,179617,7391,0.0022366079337875293,0.0019739874867728685,-20913418.786582045,0.001742784898881837,52848581.877339214,160.81973670908408,27854675.518233057,84.7625692843803,17977918.06356078,54.70731563374347,8922314.892533869,27.15085780699248,34751886.87925536,105.75097948772247,50571818.12119948,153.8914798892322,-235962137.01458433,-718.0394894242113,-11843924.92063721,-36.04140016017653,-63.640127766362504,-230.6380785395954,-75792285.36968184
1330,GA,10,9,2110,793127,2109478,83322,533819,298374,116105,313850,0.0008819711335526357,0.000955552928086009,617141,0.000834968648996654,0.0018324386785506658,0.00176153526434901,182989,9471,0.0022785963978679425,0.0025295136635402294,-22852131.590204496,0.001904344299183708,64560286.97605293,205.70427585169008,23984378.494958825,76.41987731387232,15479957.434993345,49.322789342021174,11856554.815752488,37.777775420591006,43428796.68165078,138.3743720938371,52669904.4040354,167.8187172344604,-240391919.97506794,-765.9452603953097,-15177081.981241377,-48.3577568304648,-72.81227207329773,-211.69748204260023,-66441254.739070036
1340,GA,11,9,6930,4272045,9621429,524958,3063314,1415811,296568,362420,0.004750588961462502,0.0043583221315044015,3588272,0.004854797565017592,0.008695083478847006,0.004499504674884434,210483,10361,0.0026209542956813696,0.0027672147680224174,-43844337.06551519,0.0036536947554595993,347743111.9790551,959.5030957978454,109393885.50076048,301.8428494585301,70604818.53037131,194.81490682184014,68938125.42324981,190.21611782807187,206073478.44867405,568.6040462686221,134535189.77904457,371.21348098627163,-276510678.1943845,-762.9564543744399,-16603288.608134504,-45.81228576826473,-120.97659363587879,1656.4491633825978,600330305.7931211
1350,GA,12,9,1210,414359,1130179,36840,202426,152122,67911,285930,0.0004607744748668707,0.0005119493318779895,239266,0.00032371793280762975,0.000934244393474245,0.0010303399624237166,145563,8397,0.0018125642932791113,0.002242669858805544,-11702379.466550155,0.0009751982888791795,33728691.56025494,117.96135963436834,12849928.230137538,44.9408184875233,8293579.17642343,29.005627868441334,4596794.645868342,16.07664339477614,22141592.12533961,77.43710742258457,30807164.876469124,107.74373055107587,-191225532.94094625,-668.7844330463619,-13456019.152833264,-47.060536329987286,-40.927427924842284,-363.60710994242186,-103966180.94583672
1360,GA,13,9,960,440413,1012040,24543,180686,144075,58073,352470,0.0004897469797917823,0.000458434638967633,205229,0.0002776671471591327,0.000884824423750686,0.0008810786564449425,156692,12937,0.0019511436576773666,0.0034552125715573805,-24078332.597271126,0.0020065277164392605,35849478.92075846,101.70930553170047,11506709.438087588,32.64592571874936,7426641.151275654,21.0702787507466,3942873.4896596842,11.186408743041065,20970338.842891257,59.49538639569682,26344251.82770378,74.74182718445196,-205845655.88496217,-584.0090103695695,-20731275.42934428,-58.817134591154655,-68.31314040137069,-410.2901530377085,-144614970.24120116
1370,GA,14,9,940,328648,1334921,26127,236059,187331,66934,293050,0.000365462339700712,0.0006046935167437173,262186,0.00035472783400525445,0.0011504774882917907,0.0010155170008521307,175600,7043,0.0021865878684817703,0.001881043684121406,-10716320.286728455,0.0008930266905607045,26751843.266092118,91.28764124242319,15177807.270267304,51.79255168151273,9796034.971248219,33.427862041454425,5037135.242874613,17.188654642124597,27266316.472515438,93.04322290570018,30363958.32547871,103.61357558600481,-230685020.12482676,-787.1865556213164,-11286262.104728436,-38.51309368615743,-36.56823165578725,-471.9143728640412,-138294506.96780726
1390,HI,1,9,2620,958209,2705477,135480,749468,179240,96094,355610,0.0010655452126965008,0.0012255290025396574,884948,0.001197301485385497,0.001100787296290633,0.001457930060655043,181876,8547,0.0022647372162186243,0.002282731842707036,-52987794.91477095,0.004415649576230913,77997909.56938386,219.335534910109,30760777.9637454,86.5014424896527,19853569.84114245,55.82961626822207,17001681.09247406,47.80990718054627,26088658.922088005,73.3631194907005,43592108.81358578,122.58403535779584,-238929776.31106487,-671.8871131606672,-13696391.056242216,-38.51520220534354,-149.00535675254056,-253.98401642152498,-90319256.07965851
1400,HI,2,9,1790,510375,1771858,92785,617016,108998,69498,328750,0.0005675459507581087,0.0008026175670249322,709801,0.0009603341570669815,0.0006694019957659363,0.0010544177925302742,178531,6072,0.002223084958701133,0.0016217091083324119,-41985811.60286546,0.0034988176335721214,41544363.595493555,126.37068774294617,20145700.932325795,61.279698653462496,13002404.585803902,39.55104056518297,13636745.030351136,41.48059324821638,15864827.29965269,48.25802980882948,31527091.9966552,95.89989960959757,-234535463.14296952,-713.4158574691088,-9730254.649994472,-29.597732775648584,-127.71349536993296,-457.8871359864553,-150530395.95554715
1420,ID,1,9,2480,699816,2791405,57671,834355,175683,188879,405410,0.000778207665100635,0.0012644527324882867,892026,0.0012068777541759327,0.0010789422817129395,0.002865656252486772,271599,8912,0.0033819765289964713,0.0023802160035340013,-24424153.636330754,0.002035346136360896,56964801.08536648,140.51158354595714,31737763.585455995,78.28559627403368,20484134.266310245,50.52695855136835,17137664.109298244,42.27242571544423,25570932.076596666,63.07425094742771,85683121.94935447,211.34930551627852,-356798523.80912775,-880.093051007937,-14281296.021204008,-35.22679761526358,-60.245562853236855,-389.54529092592793,-157925556.39428043
1430,ID,2,9,2810,992566,3272113,189713,935147,285302,135581,368220,0.0011037507992361947,0.0014822042032096544,1124860,0.0015218934319877891,0.0017521580964422571,0.0020570234931803376,243807,6827,0.003035907906895985,0.001823354427303257,-17213175.688211355,0.0014344313073509462,80794558.50408946,219.41925616231998,37203325.500562325,101.03559149574257,24011708.0919964,65.2102223996426,21610886.734226607,58.690149188600856,41526146.885681495,112.77537039183503,61505002.44609209,167.03330195560287,-320288284.1775264,-869.8285920849667,-10940126.56381954,-29.710842876051114,-46.74698736682243,-222.1225307340963,-81789958.26690896
1450,IL,1,9,1460,653426,1513036,60633,252944,82622,54641,326790,0.0007266211715308702,0.0006853761831597877,313577,0.00042425793140696174,0.000507416023176326,0.000829008641999003,157957,9123,0.001966895557754983,0.002436569860888767,-18309816.36270198,0.001525818030225165,53188669.7560597,162.76100785232015,17202942.19731067,52.64219283732878,11103094.16718856,33.976236014530926,6024462.625978856,18.435272272648664,12025759.749278925,36.799656505030526,24787358.39577019,75.85103092435567,-207507481.3431507,-634.987243621747,-14619419.165332602,-44.73643368931914,-56.02930433214596,-355.2875852369972,-116104429.9795984
1460,IL,2,9,580,218970,637284,66842,136689,53534,28508,313720,0.00024349848021063542,0.0002886773847474893,203531,0.00027536981678245,0.00032877453202199703,0.00043252097081143427,134759,8855,0.0016780318597308366,0.002364992449651434,-11802386.03677639,0.0009835321697313658,17824088.751418512,56.815277162496855,7245802.357161981,23.096399200439823,4676573.632909327,14.90683932458666,3910251.3983107903,12.4641444546436,7791956.408921329,24.837295706111593,12932377.027261885,41.22267317117775,-177032361.20160326,-564.3005265893257,-14189954.697908605,-45.231272146846244,-37.620763855592216,-473.80993357230784,-148643652.36030447
1470,IL,3,9,2710,1327147,3034856,94673,576968,164859,112183,346150,0.0014758107389875516,0.0013747313492339778,671641,0.0009087051069054911,0.0010124676014236637,0.0017020310112438309,206083,7837,0.002566165078020095,0.002093105118906639,-23524234.569519043,0.0019603528807932537,108029346.09388877,312.088245251737,34505756.86577284,99.68440521673507,22270647.85759044,64.33814201239474,12903612.518057974,37.27751702457886,23995482.153740827,69.32105201138474,50890727.23619054,147.01929000777275,-270730415.73112005,-782.1187800985701,-12558630.713439833,-36.280891848735614,-67.95965497477695,-156.63067539747954,-54217708.28883751
1480,IL,4,9,720,336375,650330,14995,134825,33578,21364,309930,0.00037405489921383064,0.00029458697162149794,149820,0.000202700846310128,0.00020621644630019456,0.000324132805542847,149303,6999,0.0018591351282911945,0.0018692921688436349,-12391150.207569076,0.0010325958506307562,27380818.622452404,88.34517027216599,7394132.987699598,23.85742905720517,4772308.940268267,15.398021941303735,2878352.017603818,9.287103596308256,4887329.777314611,15.769140700527895,9691570.885731125,31.270192900755415,-196138756.03472102,-632.8485659172104,-11215753.013061808,-36.18801991760013,-39.98048013283346,-525.0900074993775,-162741146.02428207
1490,IL,5,9,10160,6596788,14895047,604897,4878500,986346,243366,378160,0.0073357439479004305,0.006747169572201618,5483397,0.007418830680512728,0.006057560514098866,0.003692328419478585,161492,8885,0.0020109137133078477,0.0023730048464317326,-52323465.55541097,0.004360288796284247,536976456.9863116,1419.9715913536904,169353956.26226062,447.8367787768686,109304147.0696662,289.0420643898514,105347395.66328074,278.5788969306133,143564184.18414313,379.63873541396003,110400619.74240969,291.9415584472437,-212151396.75397792,-561.0096169715938,-14238029.078590395,-37.65080674473872,-138.3633000724851,2369.9859015234097,896233868.5200927
1500,IL,6,9,9870,5876825,12247923,516275,2882359,629522,379337,365620,0.006535132465469551,0.005548073355409242,3398634,0.004598224456670508,0.00386615610541995,0.005755268959755052,248749,9794,0.0030974461600055347,0.0026157804688747765,-52326827.12079672,0.00436056892673306,478371696.4723711,1308.384925530253,139256641.22077197,380.8780734663639,89878788.35762972,245.8256888508006,65294787.28472122,178.5864758074537,91627899.69845282,250.6096485379706,172082541.89667606,470.6595424120017,-326780569.8805839,-893.7710461150481,-15694682.813248659,-42.92621523234139,-143.11806553469918,1755.129027722755,641710275.1159936
1510,IL,7,9,7450,4978570,16396230,1395397,7846617,1853442,185842,346460,0.005536257152222968,0.007427176574523017,9242014,0.012504098647777675,0.011382757241751302,0.0028195791447151175,114368,9490,0.0014241211921555985,0.002534588181501085,-32337628.717460908,0.0026948023931217422,405254023.5427213,1169.6993117321517,186422132.02052772,538.0769266885866,120320260.50727287,347.2847096555818,177558200.798443,512.4926421475582,269771346.6295059,778.6507724687002,84305416.42698202,243.33376559193562,-150244785.77241564,-433.65694675407156,-15207529.08900651,-43.89403997288723,-93.33726466969031,3018.649876887865,1045841436.3465697
1520,IL,8,9,1400,638035,1589096,51070,319350,61974,85490,358690,0.0007095061096095025,0.0007198298990602247,370420,0.0005011643805246137,0.00038060807799774433,0.0012970470673028453,204061,9265,0.0025409869420857547,0.0024744952056488466,-19396372.341035336,0.0016163643617529448,51935847.22341558,144.7931283933636,18067730.46641164,50.37143624414296,11661244.364775639,32.51064809382932,7116534.203449515,19.84034738478774,9020411.44854654,25.14821001016627,38781707.31235508,108.12040288927787,-268074122.39004713,-747.3699361288219,-14846971.23389308,-41.39220840807683,-54.07558711153179,-462.0535586328627,-165733990.94602156
1530,IL,9,9,9810,6505305,15282808,1048646,5016742,1278839,291827,371020,0.007234013247507182,0.00692281784108499,6065388,0.008206242696564508,0.007853881528682308,0.004427574622877383,185322,9011,0.002307647135323341,0.0024066569129089863,-47236646.76802821,0.003936387230669017,529529769.7175257,1427.2270220406601,173762727.81123325,468.33790041300534,112149649.02557684,302.27386401158117,116528646.29121602,314.07645488441597,186136992.2297707,501.68991490962935,132384481.22403374,356.81225061730834,-243456772.77661246,-656.1823426678143,-14439941.477453917,-38.91957705097816,-127.31563465049918,2547.999852507309,945358905.2772616
1540,IL,10,9,10040,6638368,17554373,805198,4414711,930410,568909,346230,0.007381981637114287,0.007951793060114388,5219909,0.007062341289292845,0.00571403430228614,0.008631439349774178,205406,10167,0.0025577350097572126,0.002715401268843154,-39970973.34977808,0.00333091444581484,540361055.8367658,1560.6996962619235,199590005.80887112,576.4665274784713,128819047.57385308,372.06206155981016,100285246.3079584,289.649210952137,135422612.9641815,391.13483223343303,258080036.55824792,745.4005619335353,-269841043.5293859,-779.3693311653697,-16292407.613058925,-47.05660287398239,-115.44630260167541,2993.540653778283,1036453580.5576549
1550,IL,11,9,2620,1331473,2802303,90187,656914,133581,91486,343240,0.0014806213268552559,0.0012693893167097297,747101,0.0010107996594522957,0.0008203764105434002,0.0013880178734269283,224047,9161,0.002789854511217171,0.0024467188968104784,-23230307.696102023,0.0019358589746751686,108381481.12580472,315.76005455600955,31861671.849414214,92.82622028147715,20564106.93069762,59.91174376732788,14353355.164222598,41.81725662575049,19442920.929878585,56.64526549900532,41501734.415465154,120.91170730528246,-294329650.93341154,-857.503935827443,-14680313.380862871,-42.76982106066563,-67.67948868459976,-280.08099753785564,-96135001.59489352
1560,IL,12,9,1010,425941,970978,36183,149076,40848,33891,302890,0.00047365386198747894,0.00043983434338120466,185259,0.00025064848542629824,0.0002508645362579769,0.0005141913926536522,157354,6421,0.001959386944516404,0.0017149199908765508,-6223868.27911465,0.0005186556899262208,34671462.69748346,114.46882596811865,11039842.018868238,36.44835425028307,7125316.362775516,23.524435810939668,3559208.493053435,11.75082866074626,5945489.509314052,19.62920370205042,15374322.6403442,50.75876602180396,-206715322.64648062,-682.4765513766735,-10289519.945259305,-33.971144459240335,-20.548279174336063,-480.4155605963079,-145513069.1490157
1570,IL,13,9,1670,740605,1790350,89062,429904,80985,64885,306660,0.0008235657484422416,0.0008109940870674101,518966,0.0007021415525709644,0.000497362526166575,0.0009844297457240042,149337,6719,0.0018595584995185772,0.0017945097988941825,-6392016.581014642,0.0005326680484178868,60285012.78597209,196.58583703767067,20355951.585391995,66.3795460294528,13138104.210492045,42.84257552498547,9970410.046507696,32.512913475861524,11787491.870147828,38.43830910502781,29434449.397147726,95.98398681649947,-196183421.6992099,-639.7424564638684,-10767058.793365095,-35.11073760309494,-20.843985459514254,-222.95401153697986,-68371077.17793027
1580,IL,14,9,4030,1951760,3922165,140419,694805,193427,170576,364240,0.002170391349207242,0.0017766652461824496,835224,0.0011300267765220287,0.0011879155565700083,0.002587964680690726,286952,10288,0.0035731535423495497,0.0027477179358570245,-35905720.27660407,0.0029921433563836726,158872646.7619701,436.1757268887824,44594297.67917948,122.4310830199305,28781976.988155685,79.01926473796311,16046380.226612806,44.05441529379751,28153598.690709196,77.29408821301668,77380143.95265271,212.44274091986796,-376967698.7178775,-1034.9431658189037,-16486307.615142146,-45.26221067192551,-98.57709278663538,-207.36515020410638,-75530682.3103438
1590,IL,15,9,1020,333708,935455,38972,134225,40129,55137,303060,0.0003710891484410226,0.00042374310817306347,173197,0.0002343290513841626,0.00024644885858539844,0.0008365339121520292,170185,7026,0.002119159774473634,0.0018765033259459036,-4144179.827127064,0.00034534831892725536,27163725.665882856,89.63151080935411,10635952.015143894,35.09520232014747,6864638.352403629,22.651086756429844,3327472.529655109,10.979583348693689,5840837.948473943,19.27287648806818,25012363.973345675,82.53271290617592,-223571356.20696837,-737.7131795913956,-11259019.955675421,-37.15112504347463,-13.674453333092668,-528.3757853390936,-160129565.50486577
1600,IL,16,9,1380,514192,1409699,50609,320235,60085,78736,332640,0.0005717905216991691,0.0006385665113217198,370844,0.000501738036637519,0.00036900694430720086,0.0011945759491303876,186180,6008,0.002318331032767289,0.0016046159952011086,-7635375.578071066,0.0006362812981725889,41855066.188379176,125.82691855573346,16028019.434175167,48.1842816082707,10344777.483411862,31.099018408525318,7124680.12025277,21.41859103010092,8745464.58008066,26.291079184946668,35717820.87899859,107.37680639429591,-244583923.956949,-735.2811566767346,-9627695.971206652,-28.943289956729956,-22.953870785446927,-426.9816222370384,-142031166.82092854
1610,IL,17,9,860,300530,863855,43102,151324,32723,40296,312850,0.0003341946305781717,0.0003913096864208773,194426,0.0002630510929428177,0.00020096553613322017,0.0006113675122708558,144977,5400,0.0018052673656542234,0.001442231420453726,-3467314.6301826946,0.0002889428858485579,24463046.95832217,78.19417279310267,9821873.12916402,31.39483180170695,6339216.920018212,20.262799808273012,3735325.5197880114,11.939669233779803,4762883.206357318,15.224175184137184,18279888.61689859,58.43020174811759,-190455707.07652056,-608.7764330398611,-8653388.522722356,-27.659864224779785,-11.08299386345755,-432.0734405589812,-135174175.87887728
1620,IL,18,9,2870,1343547,2709211,115075,466500,146990,102501,334560,0.0014940478266043686,0.001227220432662879,581575,0.0007868491836391182,0.0009027266496415986,0.0015551365241035086,204517,8619,0.0025466650973706506,0.0023019615949797525,-9619959.742686644,0.0008016633118905536,109364300.90743978,326.88994771472915,30803232.859838266,92.07087774939701,19880971.00913864,59.42423185419249,11173258.407675479,33.396874724041965,21394621.596505888,63.94853418372157,46498582.07069491,138.98428404679254,-268673167.77260363,-803.0642269625886,-13811769.569878515,-41.283385849708615,-28.754064271540663,-158.38692681096313,-52989930.233875796
1640,IN,1,9,1610,615991,1640149,70175,286942,90639,95262,339360,0.0006849927950104102,0.000742955925327185,357117,0.0004831659199822052,0.000556651750437886,0.0014453070268499668,188014,5578,0.0023411681748561025,0.0014897716413501637,-12397173.012218554,0.0010330977510182129,50141472.59476203,147.75304277098664,18648193.725712344,54.95106590556443,12035885.990300396,35.46642500677863,6860956.063747314,20.217338707411933,13192646.485377898,38.87507804507867,43214680.102814004,127.34170233031,-246993242.44731882,-727.8207285694214,-8938629.848100983,-26.339668340703035,-36.53103787193115,-366.0867820159252,-124235210.34492433
