,STATE,CONG_DISTRICT,agi_stub,N1,A00200,A04800,A00650,A01000,A04470,A04475,TOTAL_DIST_POP,WAGE_PROPORTION,TOTAL_INC_PROPORTION,combined_capgains_dividends,CAPGAINS_DIVS_PROPORTION,ITEMIZED_DEDUCTIONS_PROPORTION,BUSINESS_DEDUCTIONS_PROPORTION,CTC,CDCTC,CTC_PROPORTION,CDCTC_PROPORTION,HOMEBUYER_CREDIT_TOTAL,HOMEBUYER_CREDIT_PROPORTION,PAYROLL_TOTAL,PAYROLL_PER_FILER,MARGINAL_RATE_TOTAL,MARGINAL_RATE_PER_FILER,PEASE_LIMIT_TOTAL,PEASE_LIMIT_PER_FILER,CAPITAL_GAINS_AND_DIVIDENDS_TOTAL,CAPITAL_GAINS_AND_DIVIDENDS_PER_FILER,ITEMIZED_LIMIT_TOTAL,ITEMIZED_LIMIT_PER_FILER,BUSINESS_DEDUCTION_TOTAL,BUSINESS_DEDUCTION_PER_FILER,CTC_TOTAL,CTC_PER_FILER,CDCTC_TOTAL,CDCTC_PER_FILER,HOMEBUYER_CREDIT_PER_FILER,NET_TAX_CHANGE_PER_FILER,NET_TAX_CHANGE_TOTAL
2410,MN,7,9,1230,330540,1168022,42342,214599,69649,93902,314540,0.00036756627688187165,0.0005290914824278217,256941,0.0003476315455331104,0.0004277434411925145,0.001424673221591669,188273,9286,0.0023443932674411636,0.0024801038833950555,-8771485.465589236,0.0006049300321096026,29883138.310496166,95.00584444107639,16084381.065805782,51.13620228208108,10423102.203828089,33.13760476832228,13731446.04855786,43.65564331581948,12361785.45046367,39.30115549839025,51003301.33298175,162.1520357759959,0.0,0.0,-17856747.9604444,-56.77099243480765,-27.886709053186355,339.7307845936914,106858920.98609969
2420,MN,8,9,1290,458484,1247991,36667,277687,84460,81988,316460,0.0005098422487139469,0.0005653159000828577,314354,0.0004253091832931116,0.000518703944681471,0.0012439150187627287,171029,7564,0.00212966934258866,0.0020201923082059227,-14113634.402988497,0.0009733540967578274,41450174.82044388,130.9807710941158,17185603.362518873,54.305768067113924,11136723.231632296,35.19156680664948,16799712.74007791,53.08637028401033,14990544.001294512,47.36947481923312,44532157.671705686,140.71970445460937,0.0,0.0,-14545384.619082643,-45.96279030235304,-44.59847817414048,371.0923870492385,117435896.80560203
2440,MS,1,9,1210,412706,1083322,35953,179081,114748,59639,314480,0.0004589363098772001,0.0004907240128410875,215034,0.0002909329447700712,0.0007047151343157641,0.0009048378763232471,169597,9083,0.0021118379426589,0.0024258866651817026,-11574444.474182367,0.0007982375499436115,37311521.99301637,118.64513480353718,14918009.99036906,47.43707068929363,9667263.052969422,30.74047015062777,11491851.318417812,36.54239162559721,20366267.381725583,64.76172532983205,32393195.972372245,103.00558373305853,0.0,0.0,-17466383.98930826,-55.54052400568641,-36.805025674708624,308.78682665155134,97107281.24537987
2450,MS,2,9,620,153254,644698,20578,85777,46150,39007,276420,0.00017042113570900453,0.000292035784033393,106355,0.00014389432992466735,0.0002834263207086181,0.0005918109130223662,107599,8369,0.001339832961621697,0.0022351916218105988,-6534991.076853077,0.0004506890397829708,13855238.333142068,50.12386344382486,8877887.834615147,32.11738598732055,5753104.945457842,20.812911314151805,5683826.03202436,20.562282150439042,8191020.668479064,29.632518155267576,21186830.68620071,76.64724219014799,0.0,0.0,-16093379.677036311,-58.2207498626594,-23.64152766389218,148.03392571460026,40919537.746029794
2460,MS,3,9,2220,755867,2223801,124547,506133,183856,92898,306390,0.0008405373601012575,0.0010073390464515842,630680,0.0008532864086962457,0.0011291360697768948,0.0014094406182980433,164025,9926,0.0020424548697478497,0.0026510350147080897,-16463015.526545271,0.0011353803811410532,68335687.37623224,223.03497952358836,30623107.01212816,99.94812824220163,19844579.21509621,64.76901731484777,33704813.14350171,110.00624414472308,32632032.416552257,106.50488728924657,50457974.13506995,164.68544709380186,0.0,0.0,-19087452.105898246,-62.29789518554211,-53.73222209127345,652.9185863315937,200047725.66613698
2470,MS,4,9,1320,554976,1343258,33516,213248,97162,42761,310480,0.0006171430449530877,0.0006084700172625438,246764,0.0003338624458608492,0.0005967122030918906,0.0006487662843015203,160294,8237,0.0019959961035900735,0.0021999370759772856,-10284455.429500615,0.0007092727882414217,50173729.55468603,161.60052033846313,18497488.52478133,59.57706945626556,11986859.340072112,38.60750882527735,13187566.611503543,42.47477007054736,17244982.66935564,55.542974327994195,23225832.977994427,74.8062128897012,0.0,0.0,-15839546.947036456,-51.01631972119446,-33.12437332356549,348.46836286348884,108192457.30185601
2490,MO,1,9,1710,1040614,2119312,133045,379398,180985,42392,336910,0.001157181017883318,0.0009600075407886766,512443,0.0006933161779849214,0.0011115040661635808,0.0006431678474336439,113205,6781,0.00140963940576013,0.0018110687522401327,-13216041.002507038,0.0009114511036211751,94078816.75391376,279.2402028847875,29184229.23997577,86.62322056328328,18912148.55353693,56.13412648344344,27385989.030404396,81.28577077084205,32122467.512127485,95.34435757955384,23025408.93812445,68.34290741778057,0.0,0.0,-13039695.016128955,-38.70379334578658,-39.227214990671214,589.0395773632329,198453324.0094468
2500,MO,2,9,8980,5061925,11758641,751557,2894865,798150,342810,390010,0.005628949374070515,0.005326438027731125,3646422,0.004933472336162525,0.004901770701486101,0.0052010843974978176,245566,11925,0.003057811141865572,0.003184927720168645,-44200911.02857353,0.0030483386916257604,457633584.1119329,1173.3893595341988,161923716.0430262,415.1783698957109,104930829.14630316,269.04650943899685,194872157.27841976,499.65938637065653,141661173.27294832,363.22446417514504,186198821.43042186,477.4206339079046,0.0,0.0,-22931479.585214242,-58.79715798367796,-113.33276333574403,3025.7888020031905,1180087890.6692643
2510,MO,3,9,1500,602621,1563532,52014,285111,101606,88735,375020,0.0006701251205325539,0.0007082498991485922,337125,0.00045611749307370114,0.0006240046531293576,0.0013462799335257688,231525,11374,0.0028829712770514914,0.0030377666993038296,-17536793.471177045,0.0012094340324949686,54481172.29929663,145.27537811129176,21530796.9341172,57.41239649649939,13952523.013227265,37.20474378227099,18016640.976411194,48.04181370703214,18033734.475438435,48.08739394015902,48196821.620222524,128.51800336041418,0.0,0.0,-21871920.23498757,-58.322010119427155,-46.762288601080066,359.4554306771603,134802975.61254865
2520,MO,4,9,1260,475684,1269373,49514,254168,100091,73572,324400,0.0005289689503608526,0.0005750015344949421,303682,0.00041087036716828387,0.0006147004087984029,0.0011162281768113808,174979,8042,0.002178855117534577,0.002147856496905345,-9280321.999679461,0.0006400222068744456,43005175.664337315,132.56835901460332,17480046.64864624,53.884237511239945,11327530.22955036,34.91840391353379,16229379.503147213,50.02891338824665,17764841.814273845,54.76215109208954,39960968.72984743,123.18424392678,0.0,0.0,-15464566.777718484,-47.67129093008164,-28.60765104710068,373.06736686931094,121023053.81240445
2530,MO,5,9,1630,827557,2163157,192734,684932,185280,53117,364040,0.0009202578973725753,0.0009798684818043833,877666,0.001187449212238852,0.0011378814453064522,0.0008058866425772048,165889,7466,0.002065665574684353,0.0019940184787236143,-12966488.542997299,0.0008942405891722275,74816967.05639037,205.51853383251944,29788001.846853253,81.82617802124287,19303409.091546353,53.025516678239626,46904243.88343465,128.8436542232575,32884773.769356467,90.33285839291415,28850741.80426393,79.25157071822858,0.0,0.0,-14356933.046810023,-39.437789931903154,-35.61830717228134,563.7422147622176,205224715.86203772
2540,MO,6,9,1800,790038,1938700,39631,441815,132739,83416,347620,0.0008785361113789559,0.0008781937814380362,481446,0.000651378398428954,0.0008152053387766254,0.0012655805142839413,222938,10049,0.0027760451379475453,0.0026838858415073135,-15098643.093627147,0.0010412857305949757,71424985.85510911,205.4685744638085,26697090.9557163,76.79964028455296,17300417.494329315,49.76818794755571,25729446.737943683,74.01601385980003,23559434.290644474,67.77352940177342,45307782.4113651,130.33709916392928,0.0,0.0,-19323978.058852658,-55.58937362307306,-43.434333736917175,505.1393377614297,175596536.59262818
2550,MO,7,9,1860,814074,2273194,112248,399232,189175,98921,346810,0.000905264564912969,0.0010297131246723348,511480,0.0006920132750681102,0.0011618022582893354,0.0015008210661441662,172415,6713,0.0021469279461519613,0.0017929073195381228,-9993099.336556554,0.0006891792645901071,73598009.12742437,212.2142069935249,31303278.990038976,90.26060087667304,20285348.556044996,58.49124464705457,27334524.365190353,78.81700171618567,33576085.264561795,96.81406321779014,53729394.16796115,154.9245816670833,0.0,0.0,-12908932.700674484,-37.221916036661234,-28.81433446716229,625.4854486144882,216924608.4339906
2560,MO,8,9,1000,286539,923675,50994,185189,82882,50763,291280,0.00031863639320945915,0.00041840699492947753,236183,0.0003195467493262913,0.0005090127911803183,0.0007701719531815924,144106,5449,0.0017944215909762755,0.0014553183351948802,-5626396.720204692,0.0003880273600141167,25905138.76792903,88.93552172455722,12719572.645856116,43.667854455699384,8242617.800110707,28.297918841357824,12622096.598388506,43.333207217757845,14710469.665111199,50.50284834218346,27572155.923901007,94.65859627815506,0.0,0.0,-10478292.013403138,-35.973262885893774,-19.31611068458079,294.10657328923617,85667362.66768874
2570,MT,0,9,3460,986591,3867133,168549,1212583,241537,188534,511340,0.0010971064944489703,0.001751736809508339,1381132,0.001868619845588037,0.0014833790514625677,0.002860421941594042,256013,9669,0.0031878981775263298,0.0025823954822901994,-31042498.111833233,0.0021408619387471195,89194757.99870129,174.43336722865664,53252799.009053506,104.14362070061702,34509215.14731428,67.48780683559721,73810483.90072747,144.34717389746052,42869654.5872682,83.83786636536982,102403105.5090667,200.2642185416097,0.0,0.0,-18593247.472489435,-36.36180911426729,-60.708135705857615,677.444108749186,346404270.56780875
2590,NE,1,9,1690,592288,1919517,93301,294583,119303,113159,303450,0.0006586346433164216,0.0008695042516968045,387884,0.000524792518156172,0.0007326892814626277,0.0017168388008997856,196127,10770,0.0024421920209665385,0.0028764504441271535,-10768412.878105637,0.0007426491640072852,53546996.501625076,176.46069039915992,26432929.251582857,87.10802191986441,17129233.758427046,56.44829052043845,20729304.467168793,68.31209249355345,21174720.234269943,69.77993156786931,61462829.07221232,202.54680860837806,0.0,0.0,-20710443.197715506,-68.24993639056025,-35.48661353799847,556.9192855807049,168997157.2094649
2600,NE,2,9,3570,1742043,4417281,311493,1187102,351862,195642,322680,0.0019371823672721194,0.002000943263560319,1498595,0.002027542883300803,0.002160930705464264,0.0029682639178999094,222135,11627,0.0027660461057243627,0.0031053379121510133,-19437504.82860271,0.0013405175743863938,157492926.4592233,488.07774407841606,60828675.21223369,188.51083182172334,39418582.29213828,122.15997983184046,80087943.89038172,248.19618163623937,62450897.38791723,193.5381721455226,106263848.26081675,329.316500126493,0.0,0.0,-22358432.967487294,-69.28980094052093,-60.23771175344834,1440.2718969462655,464746935.70662093
2610,NE,3,9,1110,282119,1038715,41151,173593,43732,59966,275620,0.00031372127569321943,0.0004705179004933253,214744,0.00029054058563624435,0.00026857637827149055,0.0009097990927346172,164532,7654,0.002048768081873819,0.0020442294985468182,-3942658.0674867164,0.0002719074529301184,25505539.71385874,92.53878424591372,14303744.17499709,51.89661191131663,9269202.639718508,33.63037021884663,11476353.132631652,41.63831772959746,7761857.332046077,28.161444496212454,32570807.519899294,118.1728739565318,0.0,0.0,-14718452.389537092,-53.40124950851568,-14.304687858234947,298.33246519166806,82226394.05612755
2630,NV,1,9,1540,669682,3963376,229125,1966612,294278,124942,318190,0.0007446981286222714,0.0017953330359007367,2195737,0.0029707498876949774,0.0018072834410723885,0.0018956094827810516,127013,6154,0.0015815779324571475,0.0016436096595318945,-10472402.534475567,0.0007222346575500391,60543957.856990665,190.27611759323256,54578124.291382395,171.5268370828197,35368060.80724451,111.1539042938009,117344620.56395161,368.78789579795597,52230491.446992025,164.14875215120534,67862819.48356165,213.27766266558237,0.0,0.0,-11833989.54862964,-37.191582226435905,-32.91241878901149,1149.0671685691493,365621682.3670176
2640,NV,2,9,4280,1724983,6950322,479696,2586896,537251,254864,363280,0.0019182113480804791,0.003148362077367295,3066592,0.00414898407213902,0.003299481565049313,0.0038667751054049875,195218,7359,0.0024308730666815163,0.0019654409302072165,-32125923.048796006,0.002215580899916966,155950582.59894297,429.28480125232045,95710207.15196577,263.46126170437617,62022732.92413571,170.72983077553323,163884870.8494913,451.12549782396854,95355017.22992514,262.4835312429122,138430548.77349856,381.05744542363624,0.0,0.0,-14151174.697491959,-38.95390524524323,-88.43295267781328,1830.7555102996903,665076861.7816715
2650,NV,3,9,5960,2931678,10989437,494524,3910535,952375,395708,412630,0.0032600773506277357,0.004978003422347484,4405059,0.005959879771365946,0.005848930491546483,0.006003648390551811,217871,10550,0.0027129503729726185,0.002817692867738298,-52365820.69566638,0.0036114359100459575,265044288.6060349,642.3291777283157,151331304.03936353,366.74818612161874,98066667.42024544,237.66247587486475,235415250.9689549,570.5238372608751,169034091.20569336,409.6505130642303,214930612.38175482,520.8797527609597,0.0,0.0,-20287388.647715747,-49.16605348063822,-126.90744903585872,2571.7204402943676,1061169005.2786647
2660,NV,4,9,1450,616301,3634666,90127,2554936,220782,70751,341640,0.0006853375204470696,0.0016464337333286538,2645063,0.0035786711296462827,0.001355913974836189,0.001073428202816044,192637,8679,0.0023987342096852098,0.00231798638854035,-24603469.221851658,0.0016967909808173556,55717940.41234676,163.0896277143975,50051585.49319107,146.50387979507983,32434744.54657448,94.9383694724695,141357509.62102816,413.76159003930496,39185913.87276586,114.69943177838034,38428729.66081438,112.48310988413061,0.0,0.0,-16689501.997490518,-48.85113569105057,-72.01577456343419,924.6090984292779,315883452.3873785
2680,NH,1,9,3570,1930277,4511072,172994,1437572,207304,110790,361250,0.0021465018764467493,0.002043428781151929,1610566,0.0021790354507964065,0.0012731399780753928,0.0016808965327697067,181955,9520,0.0022657209317175427,0.0025426005782813836,-29331003.200478703,0.0020228278069295657,174510602.5551207,483.0743323325141,62120234.947018646,171.95912788102046,40255546.98869301,111.43404010710867,86071900.30645806,238.26131572721954,36793745.36637885,101.85119824603142,60176095.8731555,166.57742802257576,0.0,0.0,-18306724.163625963,-50.676053048099554,-81.1930884442317,1141.2883008241386,412290398.6727201
2690,NH,2,9,3310,1736347,4064113,223431,1342843,253566,86424,342930,0.0019308483153778883,0.0018409649577869095,1566274,0.002119110034398274,0.0015572541373088074,0.001311217636502294,175465,8141,0.002184906835667163,0.00217429740628033,-23844234.000854235,0.0016444299310933955,156977968.04022232,457.7551338180454,55965334.71672205,163.19754677841556,36267009.66840212,105.75630498469694,83704846.35873184,244.08726666880074,45004644.568224534,131.23565907976712,46941591.386782125,136.88388705211597,0.0,0.0,-15654941.325218376,-45.65054479111882,-69.53090718471476,1123.7343464060082,385362219.4130124
2710,NJ,1,9,2230,1126163,2218315,74264,385895,133150,72565,354370,0.001252313006208384,0.0010048539940530857,460159,0.0006225778850435335,0.0008177294605060131,0.0011009500577708617,198772,10336,0.0024751278120379184,0.0027605377707055024,-27994302.40345739,0.001930641545066027,101813047.40474162,287.30718572323167,30547561.419213805,86.20244777834976,19795623.68284579,55.8614546458385,24591826.459219575,69.39590388356682,23632381.408623777,66.68843696877212,39414012.06819685,111.22276735670866,0.0,0.0,-19875871.949079618,-56.087907974940364,-78.9973824066862,541.592905974841,191924278.0903044
2720,NJ,2,9,1960,847030,1975684,51070,354156,117288,81287,347960,0.0009419122148824704,0.0008949468215229923,405226,0.000548255594359017,0.000720314329431688,0.0012332795059053268,173079,8035,0.0021551961371808447,0.002145986937656609,-27222289.14875838,0.0018773992516385092,76577463.06994484,220.0754772673435,27206383.374298967,78.18824972496542,17630452.38400295,50.66804340729667,21656095.97718117,62.237314568287076,20817084.120575782,59.826083804390684,44151406.3114107,126.88644186518768,0.0,0.0,-15451105.951127585,-44.40483374849863,-78.23396122760772,475.24281566136466,165365490.13752842
2730,NJ,3,9,3200,1612601,3270699,87525,677759,168843,114817,377680,0.001793240593168703,0.0014815636884281237,765284,0.0010354005771432385,0.0010369350003771444,0.0017419938370161515,211660,11191,0.00263561041140576,0.002988891078944009,-46271967.96110706,0.00319117020421428,145790460.22461554,386.0158341045741,45039536.12821496,119.25316704145034,29186804.66203404,77.27919048409775,40898322.79715792,108.28829378616268,29967421.510899473,79.34606415722165,62363379.36517823,165.1222711427087,0.0,0.0,-21520015.768396866,-56.97949525629333,-122.516331182766,755.8089942771559,285453940.9585962
2740,NJ,4,9,7170,4220547,8084391,252228,1372043,461638,238879,372530,0.004693322282310621,0.0036620735043656196,1624271,0.0021975778022760508,0.0028351107224113773,0.003624252034041834,226630,12223,0.0028220182724033233,0.0032645175281862766,-69135762.89926891,0.004767983648225442,381567101.5518535,1024.2587215844455,111327034.53271484,298.8404545478615,72142848.03600271,193.65647876950234,86804323.189904,233.01297396157088,81934699.87768881,219.94121245990607,129748222.81869766,348.2893265473859,0.0,0.0,-23504526.20294119,-63.09431778096043,-185.58441709196282,2069.320432997749,770883940.9046514
2750,NJ,5,9,10250,6454773,13283117,520213,2790681,710387,326798,367460,0.007177820777296634,0.006016996310679251,3310894,0.004479515524249932,0.004362781661738529,0.004958151684412624,229600,13112,0.002859000994324684,0.003501951552775788,-81852022.0008385,0.005644967034540586,583556829.1942164,1588.0825918309922,182916687.84464923,497.78666479249233,118534827.32038124,322.5788584346085,176940863.20787233,481.5241474116158,126084390.02424349,343.1241224194293,177501830.30197194,483.05075464532723,0.0,0.0,-25214051.179985672,-68.61713160612223,-222.75083546736653,3424.7791724609765,1258469354.7125106
2760,NJ,6,9,3230,1664736,3718346,132813,941278,188342,119112,359330,0.0018512156274920416,0.0016843391625496447,1074091,0.001453204877280014,0.0011566864592611604,0.0018071572146517313,207340,11315,0.0025818173613383275,0.0030220089856359093,-43860135.25561804,0.0030248369141805545,150503830.51510298,418.8457142879887,51203910.541509196,142.49828998833718,33181481.502228,92.34264186744218,57401592.652560554,159.74617385846034,33428238.672647536,93.0293565041815,64696228.28453198,180.04683239510194,0.0,0.0,-21758464.696578547,-60.552875341826585,-122.06087789947414,903.8952556602111,324796682.21638364
2770,NJ,7,9,15630,11283134,20640524,788913,4380128,1116526,360709,402680,0.012547042887212622,0.009349760056957002,5169041,0.006993518791294556,0.006857049970866968,0.005472646515378899,250222,14240,0.0031157880958271387,0.0038032176717150107,-93218717.64894545,0.006428877079237617,1020074586.7303863,2533.2139334717053,284232705.7314929,705.8525522287993,184190273.12205294,457.4110289114258,276243992.2561349,686.0136889245429,198168744.15805537,492.12462540492544,195920745.25056458,486.5420315152592,0.0,0.0,-27383167.236348078,-68.0023026630279,-231.49577244696894,5061.659785346661,2038229162.3633933
2780,NJ,8,9,3960,2906090,4230338,111646,646524,202310,61406,396620,0.0032316230458753507,0.001916261683076814,758170,0.001025775601701707,0.0012424697495679422,0.000931646651243403,149867,9806,0.0018661581098277761,0.002618985427586896,-28755483.947468955,0.001983136823963376,262730953.629666,662.4248742616761,58254355.165535145,146.87699855159886,37750355.15661323,95.18016024560846,40518136.26721743,102.15858067474517,35907375.762513526,90.53344703371874,33352950.11451383,84.09296080508756,0.0,0.0,-18856695.07862565,-47.54348010343818,-72.50134624443788,1061.2221952245588,420901947.0699645
2790,NJ,9,9,3830,2105604,4892869,234501,1069005,388983,152952,381370,0.002341468575263437,0.0022163754728379546,1303506,0.001763594776200305,0.0023889061865265526,0.0023205748396081974,183033,12446,0.002279144290044555,0.003324076344253162,-38353310.466673866,0.00264505589425337,190361395.16891742,499.15146752213707,67377814.37427382,176.6730848631875,43662596.81490771,114.48880828305244,69661993.65991205,182.6624896030418,69039388.79061736,181.02994150199902,83076579.25797346,217.83721650358828,0.0,0.0,-23933349.678622767,-62.75624637130023,-100.56719318948493,1208.5195687162209,460893107.9213052
2800,NJ,10,9,2480,1664385,2710992,76024,377595,135522,41618,360460,0.0018508253093363403,0.0012280271913799271,453619,0.0006137295100944731,0.000832296897834742,0.0006314247847351716,165018,13657,0.0020548198000064056,0.003647510094284544,-29264828.217997655,0.002018264015034321,150472097.64904448,417.4446475310561,37332026.617949784,103.56773738542358,24192135.670184564,67.11461929252778,24242315.648731686,67.25383024116874,24053380.347424045,66.72967970766256,22605007.293519143,62.71155549442141,0.0,0.0,-26262072.678848714,-72.85710669380434,-81.1874499750254,630.7775129834304,227370062.33000734
2810,NJ,11,9,12340,8156726,14835000,537476,2513772,674353,333975,377120,0.009070422361485937,0.006719969437062602,3051248,0.0041282242150719895,0.004141481899216008,0.005067040522897038,235200,14327,0.0029287327258935786,0.0038264536223778763,-90005761.46628495,0.006207293894226548,737425337.9888066,1955.41296666527,204287070.8867031,541.703094205301,132383397.91013327,351.0378603896194,163064856.4953436,432.3951434433167,119688826.88734263,317.3759728663095,181400050.71971396,481.01413534077733,0.0,0.0,-27550466.08112071,-73.05490581544524,-238.66610486392912,3767.21816223122,1420693313.3406377
2820,NJ,12,9,5850,3807303,6798024,307424,1449470,388488,102993,364910,0.004233787706998187,0.0030793740149927915,1756894,0.002377011751950247,0.0023858661859035677,0.0015626011065940104,212341,12395,0.0026440902880483347,0.0033104552697266545,-50941535.36300839,0.0035132093353798886,344206940.57895255,943.2652998792923,93612970.05578086,256.5371462984869,60663668.09535799,166.2428217789537,93891964.20203476,257.30170234313874,68951532.77261311,188.95490058538573,55941119.61606557,153.3011416953922,0.0,0.0,-23835277.942031913,-65.31823721474312,-139.60027229456136,1760.684503071345,642491382.0157645
2840,NM,1,9,1750,566366,1726870,62482,466755,106765,76306,321730,0.0006298089247064746,0.0007822388690111423,529237,0.0007160378307210867,0.0006556882151778032,0.0011577081941468114,141006,5192,0.0017558200967149231,0.00138667880277699,-20257160.68577848,0.0013970455645364469,51203465.578636386,159.15042295911599,23780061.617938727,73.91309985994071,15410105.719519503,47.89763379081685,28283494.313482925,87.91065276313346,18949389.418638512,58.89842233748333,41445953.35045585,128.8221594208058,0.0,0.0,-9984087.379994327,-31.03250358994911,-62.96323216914332,462.5966553722037,148831221.9328991
2850,NM,2,9,1040,222930,1424777,45876,478096,76796,73541,284940,0.00024790206965957416,0.0006453965550812095,523972,0.000708914482998334,0.0004716361370561005,0.0011157578474268166,146889,3191,0.0018290757711470317,0.0008522519375310815,-7432330.609115297,0.0005125745247665722,20154438.263323378,70.73221823304337,19620055.27446877,68.85679537610994,12714312.135099828,44.6210154246502,28002122.07843419,98.27374913467465,13630284.360921305,47.835629820036864,39944130.93788004,140.18435789246874,0.0,0.0,-6136213.950223787,-21.53510897109492,-26.08384435009229,422.8848125597965,120496798.49078843
2860,NM,3,9,1580,489717,1710761,152663,515038,132985,41509,308290,0.000544573892466145,0.0007749418020976511,667701,0.0009033744345355679,0.000816716126965018,0.0006297710459313815,152571,4281,0.0018998285744996138,0.0011433690205485928,-18027774.60718095,0.0012432948004952378,44273857.45749758,143.6110722290622,23558230.783768594,76.41581233179342,15266353.501323728,49.51945733343192,35683290.16415493,115.74585670685047,23603096.06928902,76.56134181870648,22545803.44434346,73.13180266743475,0.0,0.0,-8232256.947949868,-26.702964572155658,-58.47667652918015,449.8057019859434,138670599.8652465
2880,NY,1,9,4680,3259104,7848023,294083,1683727,329837,218765,372210,0.003624180804897487,0.003555003350277341,1977810,0.002675902822324351,0.0020256660312799237,0.0033190841230378637,204738,9506,0.0025494170103486373,0.002538861459783911,-66687119.30199056,0.004599111675999349,294645899.4381657,791.6119917201734,108072101.84843117,290.35249415230965,70033566.00046362,188.15605706580592,105698161.48181187,283.9745344880897,58541748.3039898,157.28150319440584,118823211.60475552,319.2370210492881,0.0,0.0,-18279802.510444157,-49.11152980963477,-179.1653080303876,1802.3367638300501,670847766.865183
2890,NY,2,9,2310,1270440,2602778,63154,487542,118961,104360,387890,0.0014127515604822564,0.0011790083324205545,550696,0.0007450710536617424,0.0007305889173958379,0.0015833411152617258,221841,12496,0.0027623851898169955,0.0033374303388869924,-62571153.86350488,0.004315251990586543,114856701.86720744,296.1063751764867,35841853.305584855,92.40210705505389,23226464.148684923,59.87899700607111,29430306.619638827,75.87281605516725,21114019.712739717,54.433008617751725,56683611.926369786,146.1332128344886,0.0,0.0,-24029498.439986344,-61.94925994479451,-161.31159314110928,501.5656636591155,194552305.27673432
2900,NY,3,9,16380,9726158,23478159,958362,5514797,1202077,747487,374670,0.010815658269573519,0.010635154089551483,6473159,0.008757941580563488,0.007382454199749806,0.011340809699344975,204584,11928,0.0025474993877304926,0.003185728959846675,-103926032.90895477,0.007167312614410674,879313017.3163271,2346.8999848301896,323308684.3223651,862.9158574808902,209512535.56416422,559.1921839596557,345938692.4322578,923.3156976332714,213352926.3727694,569.4422461706819,406000987.2365501,1083.6228874384128,0.0,0.0,-22937248.51089606,-61.219869514228684,-277.38018231765227,6006.788805681221,2250563561.824583
2910,NY,4,9,6630,3726324,8413671,458910,1583460,478191,223868,387240,0.004143737638820002,0.0038112310059656178,2042370,0.002763250083289388,0.0029367695715270814,0.003396506408503373,226588,14787,0.002821495284416557,0.003949310373009119,-81516915.95144597,0.005621856272513515,336885870.0360662,869.9666099474904,115861422.58135478,299.19797175228484,75081250.81752267,193.88815932631618,109148378.28993084,281.86235484436224,84872640.61713265,219.17322750008432,121594929.42442076,314.00405284686695,0.0,0.0,-28435034.68566566,-73.4300038365501,-210.50747844087897,1894.1548939399759,733492541.1293163
2920,NY,5,9,520,213693,471860,17949,90386,29199,13853,371470,0.00023763036366466326,0.00021374349703891875,108335,0.00014657319573493336,0.00017932318826372569,0.00021017654723764554,173674,12488,0.00216260513366004,0.0033352936997455796,-43771027.51066594,0.00301869155245972,19319348.565937124,52.00782988111321,6497802.30998313,17.49213209675917,4210746.891666699,11.335361917965647,5789641.231529867,15.585757211968307,5182440.140821672,13.951167364313866,7524320.39110771,20.255526398114814,0.0,0.0,-24014114.638168175,-64.64617502939181,-117.83193127484303,-51.85033143399981,-19260842.617787912
2930,NY,6,9,1630,804307,1621676,45517,327501,124194,37932,382600,0.0008944034896231244,0.0007345880119189708,373018,0.0005046793771786899,0.0007627269441838813,0.0005755011037189324,148243,9550,0.0018459359076727967,0.0025506129750616823,-29679141.15179206,0.0020468373208132455,72715003.70636001,190.05489729837953,22331475.562336713,58.36768312163281,14471383.834803725,37.82379465447916,19934835.39855825,52.103594873388005,22042808.68691417,57.613195731610475,20602939.51313778,53.84981576878667,0.0,0.0,-18364413.420444112,-47.998989598651626,-77.5722455614011,324.2417462882239,124054892.12987447
2940,NY,7,9,5140,3709053,6753133,177284,1431912,396820,71789,364910,0.004124531983927926,0.0030590392561118222,1609196,0.002177181892129707,0.002437036459016118,0.001089176651241127,116477,8907,0.0014503826603482412,0.002378880604070618,-26814153.67496541,0.0018492519775838215,335324450.2933404,918.9237080193483,92994793.3857994,254.84309387465237,60263073.3454029,165.14503122798195,85998684.73912343,235.67094554581521,70430353.66556582,193.00746393786363,38992524.11443235,106.85518104308555,0.0,0.0,-17127940.34930845,-46.93743758545518,-73.48155346514322,1754.0264325981484,640061785.5193903
2950,NY,8,9,1830,1031010,1911396,38848,355758,90900,49074,364690,0.001146501201452104,0.0008658255950201355,394606,0.0005338871322857721,0.0005582546598572782,0.0007445465876806624,142272,12707,0.0017715844488874627,0.0033937841962417585,-33610036.658454135,0.0023179335626520095,93210547.67805606,255.58843861377076,26321098.088612117,72.17389588036995,17056764.221896667,46.77058384352921,21088541.725288,57.8259390860402,16133559.66987534,44.23910628170594,26654767.838967714,73.08883665295926,0.0,0.0,-24435246.21294066,-67.00278651166926,-92.16056557200399,390.5234482747021,142419996.3513011
