,STATE,CONG_DISTRICT,agi_stub,N1,A00200,A04800,A00650,A01000,A04470,A04475,A00900,A26270,A07180,TOTAL_DIST_POP,TOTAL_INC_PROPORTION,capgains,CAPGAINS_PROPORTION,combined_capgains_dividends,CAPGAINS_DIVS_PROPORTION,CDCTC,ADDITIONAL_CTC,CDCTC_PROPORTION,ADDITIONAL_CTC_PROPORTION,comb_passthrough,PASSTHROUGH_PROPORTION,EITC,EITC_PROPORTION,PREMIUM_TAX_CR,PREMIUM_TAX_CR_PROPORTION,MARGINAL_RATE_TOTAL,MARGINAL_RATE_PER_FILER,CAP_GAINS_AT_DEATH_TOTAL,CAP_GAINS_AT_DEATH_PER_FILER,NIT_TOTAL,NIT_PER_FILER,PASSTHROUGH_LIMIT_TOTAL,PASSTHROUGH_LIMIT_PER_FILER,1031_LIMIT_TOTAL,1031_LIMIT_PER_FILER,CARRIED_INTEREST_TOTAL,CARRIED_INTEREST_PER_FILER,ADDITIONAL_CTC_TOTAL,ADDITIONAL_CTC_PER_FILER,EITC_TOTAL,EITC_PER_FILER,CDCTC_TOTAL,CDCTC_PER_FILER,PREM_TAX_CREDIT_TOTAL,PREM_TAX_CREDIT_PER_FILER,NET_TAX_CHANGE_PER_FILER,avg_tax_paid,pct_change
130,AZ,3,9,520,178452,607090,34724,196376,86025,33210,506,212075,0,315570,0.00027500008395998216,196376,0.00031477736103382016,231100,0.0003126696407840781,7001,156067,0.0018698263286289882,0.0044635339398692905,212581,0.0003891494036037024,283036,0.0044823012951633,60277,0.0014302152614315904,0.0,0.0,8504614.229326924,26.950008648879564,7705158.191353308,24.416637168784447,8483456.998560714,26.882964155530352,251821.88882705613,0.7979905847420735,251821.88882705613,0.7979905847420735,-12051541.637647085,-38.189757067044034,-68130979.68648216,-215.89815155585816,-19259211.184878577,-61.0299178783743,-53060986.199112006,-168.14331590173973,-403.4155512603377,3.5552175428589536,-113.47141107318237
140,AZ,4,9,1260,368486,1331406,44167,351934,93313,58536,23604,372123,17,324030,0.0006031012894049054,351934,0.0005641262464765372,396101,0.0005359098112687759,5048,81393,0.0013482192982315572,0.0023278490518032716,395727,0.0007244152865960849,130083,0.0020600602021605997,135473,0.003214419299432982,0.0,0.0,14576746.866510704,44.98579411323243,14343422.674602482,44.26572439157634,15792253.24779465,48.737009683654755,451300.99718122976,1.3927753516070418,451300.99718122976,1.3927753516070418,-6285192.439868834,-19.396946084834227,-31312915.072841115,-96.63585184347473,-13886658.77178504,-42.85608978114693,-119254956.00896363,-368.0367744004062,-386.1515832181845,5.814399901243712,-66.41297292530324
150,AZ,5,9,3250,1502669,3295591,62082,741734,270926,158591,54792,1082044,92,379070,0.0014928392852752664,741734,0.0011889491134815843,803816,0.0010875329293660516,10644,72389,0.0028427983776498997,0.0020703336283339722,1136836,0.0020810846284250173,100542,0.0015922339801944223,76127,0.0018062942284287986,0.0,0.0,29580895.678756602,78.03544379338013,41205475.642815344,108.70149482368782,45367644.89966538,119.6814437957775,951159.2907852674,2.509191681708569,951159.2907852674,2.509191681708569,-5589900.796501725,-14.746355017547485,-24201956.49895522,-63.84561294472055,-29280823.28979397,-77.24384227133238,-67013515.87470843,-176.7840131762166,-21.183057633554455,10.058218798638773,-2.1060446245632733
160,AZ,6,9,10120,5340516,14571804,813821,5302735,1199885,432467,405690,2811877,304,378320,0.00660074671539377,5302735,0.00849992325722937,6116556,0.008275471083321929,8309,59702,0.002219166828250002,0.0017074839862243549,3217567,0.005890057338637761,99475,0.0015753364283567083,79452,0.0018851877656695377,0.0,0.0,225092813.46635646,594.9799467814455,116623135.30502766,308.2658471797094,128403249.98230319,339.40381154129625,6799938.605783495,17.974039452800525,6799938.605783495,17.974039452800525,-4610206.762805758,-12.185997998534992,-23945113.711021967,-63.293280056623935,-22857418.33097502,-60.41821297043513,-69940466.10633986,-184.8711834064809,957.8290099759772,19.648604356100655,48.74794120828143
170,AZ,7,9,480,215342,545051,20585,110879,54641,31120,16814,203953,0,305040,0.00024689761116551456,110879,0.000177731489663039,131464,0.00017786586610141948,6080,177204,0.0016238457474738249,0.005068054542475974,220767,0.0004041346422557922,299495,0.004742954346425658,48409,0.0011486187200862993,0.0,0.0,4837951.55795861,15.860056248225185,8001865.916664686,26.23218566963246,8810135.20117627,28.88190139383776,142185.1917304312,0.46611982602423024,142185.1917304312,0.46611982602423024,-13683747.26468513,-44.85886200067247,-72092906.06567,-236.33918851845658,-16725611.198980397,-54.83087856995934,-42613754.5152017,-139.69890675059568,-403.82145287594017,3.326485051140834,-121.3958417571868
180,AZ,8,9,1650,584084,1516571,47125,383599,120875,67593,39638,460211,48,367600,0.0006869774701136142,383599,0.0006148830860961237,430724,0.0005827534329601093,9061,76070,0.0024200109075428167,0.0021756106467469543,499849,0.0009150203463240225,114613,0.0018150694552726554,76135,0.0018064840474657686,0.0,0.0,15850893.376514971,43.11994933763594,18117402.857215647,49.28564433410132,19947443.549863692,54.26399224663681,491906.468876899,1.3381568794257317,491906.468876899,1.3381568794257317,-5874148.746216777,-15.979729995149011,-27589055.72014436,-75.05183819408151,-24926112.34769101,-67.80770497195596,-67020558.160980016,-182.31925506251363,-191.8126285464746,7.297198041349293,-26.285791814827512
190,AZ,9,9,3910,1960242,4997824,179931,1503259,386789,173963,148411,1493312,121,361170,0.0022639180675307017,1503259,0.0024096218528248843,1683190,0.0022772930016068905,7570,76122,0.0020217947875619826,0.0021770978526577055,1641723,0.003005327504962725,127583,0.002020468937311223,62395,0.0014804698514694508,0.0,0.0,61942369.643707424,171.5047474699101,59505484.59826196,164.75755073306743,65516139.60818741,181.3997275747914,1927697.4822599075,5.337368779964858,1927697.4822599075,5.337368779964858,-5878164.202175805,-16.2753390430429,-30711127.84713059,-85.03233338076416,-20824486.31188842,-57.65840549294908,-54925431.48951662,-152.07639474351862,217.29429067742382,10.516889553395908,20.66145979514061
210,AR,1,9,930,271515,764804,27002,132245,51311,36908,36773,247602,15,268720,0.00034644149008043317,132245,0.00021197973331729718,159247,0.00021545522408456116,5851,99114,0.0015626844520508797,0.00283467166611907,284375,0.0005205750356325489,201543,0.00319173691661519,42461,0.001007488266098956,0.0,0.0,5860382.095100064,21.80850735003001,10307385.705524469,38.35734484044533,11348535.776789567,42.231824117257986,169583.78665383774,0.6310798848386341,169583.78665383774,0.6310798848386341,-7653613.498521489,-28.48174121212224,-48514401.13255089,-180.53885506308012,-16095649.856124062,-59.89747639224495,-37377814.67227127,-139.09576761041703,-304.35400420045374,4.535672819291456,-67.10228368015281
220,AR,2,9,2410,1060632,2718098,141946,706980,204613,108010,39233,778790,83,324180,0.0012312460725946064,706980,0.0011332408171247515,848926,0.0011485650691140817,9427,95402,0.0025177621482624585,0.0027285080441823706,818023,0.0014974676127410796,180762,0.0028626384866812294,42701,0.0010131828372080618,0.0,0.0,31240969.879903022,96.36920809396946,29649858.732273377,91.46109794642908,32644793.957755536,100.69959268849261,906592.6536998012,2.7965718233691197,906592.6536998012,2.7965718233691197,-7366971.7192924,-22.724942067038068,-43512104.99755469,-134.22205255584765,-25932950.12710332,-79.99552756833648,-37589083.26041909,-115.95127170219968,-58.77075151779253,7.656228021469554,-7.676201825884483
230,AR,3,9,2640,1348979,6859916,3313371,1874092,1922533,107782,53222,658609,104,343660,0.0031074098996169016,1874092,0.0030040419098799963,5187463,0.007018443067030273,9101,105854,0.0024306941032498815,0.0030274364322433562,711831,0.00130307322440212,175473,0.0027788792067658876,52115,0.0012365523889627443,0.0,0.0,190901651.42322344,555.4956975592837,25800849.843161978,75.07667416388867,28406996.291966215,82.66017660468549,2403233.527903997,6.9930557175813215,2403233.527903997,6.9930557175813215,-8174078.367057062,-23.78536450869191,-42238963.94284149,-122.90916586987572,-25036149.26347378,-72.85150807040033,-45876093.63051781,-133.49267773531344,374.1799435787393,10.533733923063492,35.52206143725318
240,AR,4,9,810,263387,741408,42439,106116,54586,42275,21852,233425,0,273600,0.0003358435524363808,106116,0.00017009672487200504,148555,0.00020098934870912472,4905,97926,0.001310026873578801,0.002800694731081139,255277,0.00046730842504147754,196516,0.003112126801256063,44769,0.0010622510582648584,0.0,0.0,5466910.284888192,19.98139724008842,9252706.815821255,33.81837286484377,10187323.66590421,37.2343701239189,136077.37989760403,0.4973588446549855,136077.37989760403,0.4973588446549855,-7561875.773919076,-27.63843484619545,-47304327.37909216,-172.8959334031146,-13493276.79786165,-49.31753215592708,-39409514.26162624,-144.0406223012655,-301.86366478834157,4.449656432748538,-67.83976905872738
260,CA,1,9,1640,400463,1616364,70428,597795,105525,75992,70374,402979,36,294080,0.0007321817781710991,597795,0.0009582246941541356,668223,0.0009040806809764561,4451,64780,0.0011887726023036174,0.0018527153634319404,473353,0.0008665169401029411,107445,0.0017015533806965218,151213,0.00358788825467185,0.0,0.0,24590994.522559606,83.62008474755035,17157035.414038233,58.34138810540749,18890069.294244118,64.23445761100422,766579.7553233084,2.606704826317017,766579.7553233084,2.606704826317017,-5002331.481266239,-17.01010432965941,-25863611.38658713,-87.94753599900412,-12244357.80372726,-41.63614595935548,-133110654.24832563,-452.6341616169941,-387.818607788417,7.024727965179543,-55.20763362094191
270,CA,2,9,10780,5972419,15552143,821897,5356364,945313,337899,515427,2869575,653,335990,0.007044821411582547,5356364,0.008585886893798413,6178261,0.008358955636262566,7307,46534,0.0019515527757880326,0.001330877689440289,3385002,0.006196562766650547,69107,0.0010944134159783566,148209,0.00351661120628954,0.0,0.0,227363593.3063418,676.6975008373518,122691942.77968083,365.16545962582467,135085068.31298193,402.0508595880292,6868709.515038731,20.443196270837618,6868709.515038731,20.443196270837618,-3593369.7614887804,-10.694871161310695,-16635083.92287102,-49.51065187318378,-20100993.590616737,-59.826166227020856,-130466275.75334193,-388.30404402911375,976.4644793022519,23.061775648084765,42.3412530848788
280,CA,3,9,1770,546942,1638316,76234,381201,106930,83622,70231,465442,64,322700,0.0007421256116110991,381201,0.0006110392553237325,457435,0.0006188924151106221,7199,77923,0.001922708147378958,0.0022286066573742993,535673,0.0009805995290106174,115028,0.001821641605237652,106600,0.0025293386676279103,0.0,0.0,16833873.69100892,52.16570713048937,19415870.674410224,60.166937323861866,21377069.73243146,66.24440574041357,488831.404258986,1.5148168709606011,488831.404258986,1.5148168709606011,-6017237.974910608,-18.64653850297678,-27688952.39961231,-85.80400495696409,-19803893.91800327,-61.36936448095218,-93838464.56899548,-290.7916472544018,-275.0048712586089,7.702330337775023,-35.704112807248116
290,CA,4,9,4480,2082291,4672565,109650,1127694,314747,190083,140465,1132601,136,353570,0.0021165820015293844,1127694,0.0018076167218686236,1237344,0.0016740800692615072,7949,45650,0.00212301806688642,0.001305595188957519,1273066,0.002330466385275029,69392,0.0010989268201711856,143442,0.0034035027876349222,0.0,0.0,45534977.883912995,128.78631638406256,46143234.42844558,130.5066448749769,50804167.198995635,143.68913425628767,1446093.3774948989,4.089977592824331,1446093.3774948989,4.089977592824331,-3525107.0101853013,-9.970039907756036,-16703687.666602021,-47.24294387703148,-21867086.088930126,-61.84655397496995,-126269953.42125562,-357.1285839331833,-65.02607099196501,12.5618745934327,-5.176462359046348
300,CA,5,9,3350,1298693,4114553,172839,1407612,315192,187765,179470,1102404,95,354460,0.001863813306853673,1407612,0.002256306222346609,1580451,0.0021382909841922847,7485,53487,0.0019990929966844703,0.0015297342797759214,1281874,0.0023465902531039575,75832,0.0012009139184231807,113697,0.0026977318808000987,0.0,0.0,58161514.77003014,164.0848467246802,46462487.01145836,131.07963384150077,51155667.51766627,144.3200008961978,1805044.9778772872,5.092379895833909,1805044.9778772872,5.092379895833909,-4130282.555394988,-11.652323408551002,-18253891.560032345,-51.49774744691177,-20590657.865850043,-58.09021572490561,-100085852.77768366,-282.36148726988563,46.067467403792534,10.960850307510015,4.202910003453712
