,STATE,CONG_DISTRICT,agi_stub,N1,A00200,A04800,A00650,A01000,A04470,A04475,A00900,A26270,A07180,TOTAL_DIST_POP,TOTAL_INC_PROPORTION,capgains,CAPGAINS_PROPORTION,combined_capgains_dividends,CAPGAINS_DIVS_PROPORTION,CDCTC,ADDITIONAL_CTC,CDCTC_PROPORTION,ADDITIONAL_CTC_PROPORTION,comb_passthrough,PASSTHROUGH_PROPORTION,EITC,EITC_PROPORTION,PREMIUM_TAX_CR,PREMIUM_TAX_CR_PROPORTION,MARGINAL_RATE_TOTAL,MARGINAL_RATE_PER_FILER,CAP_GAINS_AT_DEATH_TOTAL,CAP_GAINS_AT_DEATH_PER_FILER,NIT_TOTAL,NIT_PER_FILER,PASSTHROUGH_LIMIT_TOTAL,PASSTHROUGH_LIMIT_PER_FILER,1031_LIMIT_TOTAL,1031_LIMIT_PER_FILER,CARRIED_INTEREST_TOTAL,CARRIED_INTEREST_PER_FILER,ADDITIONAL_CTC_TOTAL,ADDITIONAL_CTC_PER_FILER,EITC_TOTAL,EITC_PER_FILER,CDCTC_TOTAL,CDCTC_PER_FILER,PREM_TAX_CREDIT_TOTAL,PREM_TAX_CREDIT_PER_FILER,NET_TAX_CHANGE_PER_FILER,avg_tax_paid,pct_change
1290,GA,6,9,10970,6527311,11725439,431962,2609799,1352215,331114,277198,2945581,507,351250,0.005311398160845425,2609799,0.004183330152608786,3041761,0.00411538865954573,10927,46742,0.002918381987277382,0.0013368265130832937,3222779,0.005899598392125996,76316,0.00120857878729802,123457,0.0029293111059037424,155623966.11277094,443.05755476945467,66669296.28464083,189.80582572139738,93803614.43480334,267.05655355104153,0.0,0.0,2928331.10682615,8.336885713384056,2928331.10682615,8.336885713384056,-133950016.61094603,-381.3523604582093,-14623803.326306043,-41.63360377596027,-25098085.090585485,-71.45362303369534,-92566230.94655825,-263.53375358450745,158.62036461628935,21.273258362989324,7.456326713553813
1300,GA,7,9,3260,1709100,3533762,76586,872959,440641,144873,72230,1198173,97,373850,0.0016007261636571091,872959,0.0013992938562284731,949545,0.0012846988059641603,12390,103031,0.0033091198702632713,0.0029466983113577688,1270403,0.002325591514699594,186051,0.0029463977665965713,240508,0.005706624617953597,46901276.595153295,125.45479897058524,20812120.656619396,55.66970885815005,36976905.083723545,98.9083993144939,0.0,0.0,979505.6993599312,2.6200500183494215,979505.6993599312,2.6200500183494215,-295259170.79804844,-789.7797801204987,-35651412.975818515,-95.362880769877,-28458430.884264134,-76.12259163906415,-180329337.92733365,-482.3574640292461,-1158.3497093787578,9.47777985823191,-122.21741026962923
1310,GA,8,9,1390,472092,1369821,61084,307069,185605,69083,48708,534262,29,284330,0.0006205025449441545,307069,0.0004922107053575495,368153,0.0004980972144681121,8178,107208,0.002184179362309365,0.003066160986150223,582970,0.0010671811112886401,226567,0.0035880296412515137,106298,0.0025221729989822854,18180724.566863727,63.94233660487366,8069174.874383416,28.37961127697892,16968179.66948938,59.67776762736742,0.0,0.0,344547.49375028466,1.2117873377775283,344547.49375028466,1.2117873377775283,-307229330.81225234,-1080.53786379296,-43415158.659143314,-152.69285217579332,-18783942.51586054,-66.0638782958553,-79700666.76784022,-280.31043775838015,-1425.1817418382138,5.47578869623325,-260.2696745436113
1320,GA,9,9,1760,649248,2449879,72222,392190,238760,111480,45787,735477,22,328620,0.001109748028614863,392190,0.000628653874321984,464412,0.0006283320346854837,7391,96690,0.0019739874867728685,0.0027653449905871304,781264,0.0014301768251021633,168155,0.0026629876562987913,202388,0.004802136906790596,32515617.238415483,98.94594741164714,10178978.961904835,30.97492228685057,22739811.519124396,69.19789276101393,0.0,0.0,440057.71202538884,1.3391081249631454,440057.71202538884,1.3391081249631454,-277087568.05683047,-843.1853449480569,-32222150.641215373,-98.05292021549319,-16976292.38624667,-51.65934022958636,-151747526.25458282,-461.77203534350565,-1252.8726620272041,7.024745907126772,-178.35131385409042
1330,GA,10,9,2110,793127,2109478,83322,533819,298374,116105,54004,804424,45,313850,0.000955552928086009,533819,0.0008556755208870374,617141,0.000834968648996654,9471,92986,0.0025295136635402294,0.0026594101695597777,858428,0.001571432744397284,188232,0.0029809371860511674,91780,0.0021776989016406155,27997700.792920064,89.20726714328521,13526492.113745796,43.098588860110866,24985780.635916818,79.61058032791722,0.0,0.0,598972.8646209261,1.908468582510518,598972.8646209261,1.908468582510518,-266472898.98988974,-849.0454006368958,-36069339.95121913,-114.92541007238849,-21753817.506445974,-69.31278479033288,-68815285.29184344,-219.26170237961907,-1036.811924382902,7.11902182571292,-145.63966086437338
1340,GA,11,9,6930,4272045,9621429,524958,3063314,1415811,296568,214958,2497550,316,362420,0.0043583221315044015,3063314,0.004910283827646738,3588272,0.004854797565017592,10361,73264,0.0027672147680224174,0.002095358727793728,2712508,0.004965499600012567,127915,0.0020257266572832203,110336,0.0026179841578929937,127698838.45307897,352.350417893822,78647720.55328499,217.0071203390679,78951443.64019983,217.84516207769943,0.0,0.0,3437198.6793527165,9.484020416513207,3437198.6793527165,9.484020416513207,-209954944.52493155,-579.3139024472478,-24511292.553126965,-67.63228451279446,-23798047.00499279,-65.66427626784612,-82728299.3894186,-228.26637434307875,-134.70609642735147,15.31109210308482,-8.797941748401566
1350,GA,12,9,1210,414359,1130179,36840,202426,152122,67911,31491,462860,22,285930,0.0005119493318779895,202426,0.0003244750992210458,239266,0.00032371793280762975,8397,108776,0.002242669858805544,0.003111005964382105,494351,0.0009049557430856656,229399,0.0036328786260728875,99404,0.0023585964438732157,15000115.424025094,52.46079608304513,5244230.511483602,18.340959365871374,14388796.315062083,50.32279339370504,0.0,0.0,227132.56945473206,0.7943642480842585,227132.56945473206,0.7943642480842585,-311722797.63108695,-1090.2066856611302,-43957831.37548194,-153.73633887833364,-19286960.78572768,-67.45343540631511,-74531647.62639362,-260.6639653985018,-1449.3471480054905,5.268838526912181,-275.0790597590936
1360,GA,13,9,960,440413,1012040,24543,180686,144075,58073,29171,408543,32,352470,0.000458434638967633,180686,0.00028962735902430457,205229,0.0002776671471591327,12937,140369,0.0034552125715573805,0.004014569355504446,437714,0.0008012764172197468,294687,0.004666812425867336,107946,0.0025612757205981463,13432134.921751646,38.108590580054035,4498207.78397795,12.761959270229948,12740295.033793975,36.145757181587015,0.0,0.0,202739.1513170132,0.5751954813658274,202739.1513170132,0.5751954813658274,-402259849.4215455,-1141.2598218899354,-56468430.35299477,-160.2077633642431,-29714828.11539347,-84.30455958065501,-80936312.77090143,-229.62610369932597,-1527.2315505395568,4.918262547167135,-310.52257497299024
1370,GA,14,9,940,328648,1334921,26127,236059,187331,66934,23923,374847,0,293050,0.0006046935167437173,236059,0.0003783865088823612,262186,0.00035472783400525445,7043,103989,0.001881043684121406,0.002974097220251992,398770,0.0007299857827136405,182826,0.002895325034940875,132506,0.0031440201640966594,17717520.040590916,60.45903443300091,5746590.910885122,19.60959191566327,11606773.945146883,39.60680411242751,0.0,0.0,264870.55621765286,0.9038408333651352,264870.55621765286,0.9038408333651352,-298004541.4692496,-1016.9068127256428,-35033432.92278459,-119.54762983376416,-16176975.683444092,-55.20210095015899,-99351037.18545444,-339.02418421926103,-1409.197615601005,5.197044872888585,-271.1536363583012
1390,HI,1,9,2620,958209,2705477,135480,749468,179240,96094,166647,627522,100,355610,0.0012255290025396574,749468,0.0012013461890419152,884948,0.001197301485385497,8547,56338,0.002282731842707036,0.0016112732038442213,794169,0.001453800634631264,88900,0.0014078653780438437,25769,0.0006114308454606344,35907999.77441196,100.97578744808065,19396284.06324505,54.54369692428517,23115430.0906371,65.00219366901128,0.0,0.0,840942.3323293406,2.3647882014829182,840942.3323293406,2.3647882014829182,-161449575.02519098,-454.00740987371273,-17035171.07433051,-47.90408333379407,-19631493.84728051,-55.20512316099241,-19321214.716556046,-54.33259671144244,-386.1979586355987,8.905579145693316,-43.36584430023977
1400,HI,2,9,1790,510375,1771858,92785,617016,108998,69498,90053,381340,42,328750,0.0008026175670249322,617016,0.000989034648814741,709801,0.0009603341570669815,6072,75571,0.0016217091083324119,0.0021613391900264767,471393,0.0008629289767804276,116325,0.0018421815534415088,36522,0.0008665713585282039,23516694.713830512,71.53367213332476,15557413.3444851,47.322930325429965,13720570.730808798,41.73557636747923,0.0,0.0,692324.2541703187,2.10592929025192,692324.2541703187,2.10592929025192,-216566186.84065297,-658.7564618727087,-22290396.796642255,-67.80348835480534,-13946698.331658741,-42.42341697842963,-27383654.929491244,-83.29628875890873,-687.4756185581145,7.092599239543726,-96.92858645180416
1420,ID,1,9,2480,699816,2791405,57671,834355,175683,188879,55665,1225960,31,405410,0.0012644527324882867,834355,0.001337414271934315,892026,0.0012068777541759327,8912,106932,0.0023802160035340013,0.003058267354777775,1281625,0.002346134435314516,144515,0.002288612655883083,167296,0.003969495701120815,37048465.0619068,91.38517812068474,19551419.61765011,48.22628849226736,37303537.5215008,92.01434972373845,0.0,0.0,936189.9903540205,2.309242471458574,936189.9903540205,2.309242471458574,-306438388.94873303,-755.8727928485558,-27692213.136185303,-68.30668492682791,-20469857.63039241,-50.49174324854446,-125436064.15541776,-309.4054516549117,-947.8323713992322,7.084672307047187,-133.78633905994704
1430,ID,2,9,2810,992566,3272113,189713,935147,285302,135581,68787,1043809,58,368220,0.0014822042032096544,935147,0.0014989769872015616,1124860,0.0015218934319877891,6827,112684,0.001823354427303257,0.003222775208597789,1112596,0.0020367110412118903,145210,0.0022996190275112096,191411,0.004541681460687861,43428583.15404287,117.94194545120544,24654673.598202184,66.95636738417844,32383705.555269055,87.94662309290385,0.0,0.0,1049283.891041093,2.849611349305016,1049283.891041093,2.849611349305016,-322922075.90149844,-876.9813587026734,-27825390.232885636,-75.5672973572474,-15680848.074808009,-42.585541455673265,-143517134.1577364,-389.7592041652718,-1106.3492430539682,7.258448753462604,-152.42227101571672
1450,IL,1,9,1460,653426,1513036,60633,252944,82622,54641,129769,408498,61,326790,0.0006853761831597877,252944,0.0004054520145503453,313577,0.00042425793140696174,9123,88947,0.002436569860888767,0.0025438943104535475,538267,0.0009853480886323524,203004,0.003214874051793166,32366,0.0007679603688221852,20081522.16658178,61.45084661887383,6872978.48879278,21.031789494148473,15667034.609254403,47.942209398250874,0.0,0.0,283816.4101852417,0.8684978432180964,283816.4101852417,0.8684978432180964,-254898209.90744546,-780.0061504557834,-38899976.02669731,-119.036616869235,-20954500.803643394,-64.12222162135743,-24267547.65478105,-74.26037410808486,-905.2635218567514,6.682680008568194,-135.4641432323661
1460,IL,2,9,580,218970,637284,66842,136689,53534,28508,6992,187748,0,313720,0.0002886773847474893,136689,0.0002191031628220956,203531,0.00027536981678245,8855,108587,0.002364992449651434,0.0031056005428987976,194740,0.0003564897844011695,236633,0.0037474399100410447,28598,0.0006785556024092212,8458247.373101436,26.961135321628955,4460991.03187569,14.219657758114531,5668187.571978595,18.067664069802994,0.0,0.0,153372.21397546693,0.4888824874903319,153372.21397546693,0.4888824874903319,-311181174.3984595,-991.9073517737456,-45344022.91149664,-144.5366024209379,-20338935.06700233,-64.83149007714627,-21442357.03613139,-68.34870915507902,-1209.3979313023817,4.516246971822007,-267.7882628758165
1470,IL,3,9,2710,1327147,3034856,94673,576968,164859,112183,83354,982772,92,346150,0.0013747313492339778,576968,0.000924840430811103,671641,0.0009087051069054911,7837,76539,0.002093105118906639,0.0021890241000573833,1066126,0.0019516433597847448,129275,0.0020472643053612814,60419,0.0014335845493378115,40279628.53255555,116.36466425698556,14721022.731868956,42.52787153508293,31031129.420577444,89.64648106479112,0.0,0.0,647388.301567772,1.870253651791917,647388.301567772,1.870253651791917,-219340214.8257498,-633.6565501249453,-24771898.094871506,-71.56405631914345,-18000704.022597093,-52.00261164985438,-45301271.759074844,-130.8717947683803,-635.81548870188,8.824463382926478,-72.05146206760314
1480,IL,4,9,720,336375,650330,14995,134825,33578,21364,20141,157753,52,309930,0.00029458697162149794,134825,0.00021611529770127106,149820,0.000202700846310128,6999,111010,0.0018692921688436349,0.0031748986183170688,177894,0.0003256516057628717,160249,0.002537784240339122,41342,0.0009809373283027492,8631398.268509889,27.849508819765397,3283753.710224074,10.595146356351673,5177860.53162966,16.70654835488549,0.0,0.0,151280.70839088975,0.4881125040844376,151280.70839088975,0.4881125040844376,-318124841.5553703,-1026.4409432948416,-30707189.308103375,-99.0778217923511,-16075912.65205526,-51.869495215226856,-30997619.574366875,-100.01490521849087,-1221.275736981739,4.640593037137418,-263.17234181239286
1490,IL,5,9,10160,6596788,14895047,604897,4878500,986346,243366,302190,2842991,877,378160,0.006747169572201618,4878500,0.007819903429153724,5483397,0.007418830680512728,8885,42456,0.0023730048464317326,0.001214246425900995,3145181,0.0057575479952380335,72640,0.0011503637914634963,65524,0.0015547128223044203,197692068.4655074,522.7736102853485,120185057.0243062,317.8153612870377,91545013.12428473,242.08010663286632,0.0,0.0,5473932.400407607,14.475175588130968,5473932.400407607,14.475175588130968,-121667491.8752797,-321.7354872944777,-13919401.876708305,-36.808234283658514,-20407841.6793129,-53.9661563341255,-49128925.18481968,-129.91571077009647,569.1938406991562,21.427977575629363,26.56311537989083
1500,IL,6,9,9870,5876825,12247923,516275,2882359,629522,379337,255831,2997285,364,365620,0.005548073355409242,2882359,0.0046202252799327865,3398634,0.004598224456670508,9794,34797,0.0026157804688747765,0.0009951981553155485,3253116,0.005955133108103085,51371,0.000813537146630937,83690,0.001985744400504501,162558549.31349078,444.6106594647196,74491236.19806224,203.7395005690669,94686616.41883905,258.9754838872027,0.0,0.0,3234157.6959529505,8.845680476869292,3234157.6959529505,8.845680476869292,-99718855.16261795,-272.73906012422174,-9843799.474234339,-26.92358042293731,-22495712.032323077,-61.52757516635599,-62749523.05594223,-171.62497416974517,392.2018149914675,20.523527159345768,19.109864106027754
1510,IL,7,9,7450,4978570,16396230,1395397,7846617,1853442,185842,393717,-1926595,309,346460,0.007427176574523017,7846617,0.012577592945691485,9242014,0.012504098647777675,9490,99039,0.002534588181501085,0.0028325266575939478,-1532878,-0.002806076551983649,219372,0.0034740859810150067,30039,0.0007127467564434784,217616273.6335244,628.1137032659597,202566398.09399834,584.6747044218621,-44616617.176540025,-128.7785521461064,-0.0,-0.0,8804315.06198404,25.412212266882296,8804315.06198404,25.412212266882296,-283819171.0909136,-819.1975151270381,-42036440.37028158,-121.33129472459036,-21797458.36090933,-62.91479062780503,-22522797.503613915,-65.00836316923719,66.38231642680935,22.345361657911447,2.970742539013974
1520,IL,8,9,1400,638035,1589096,51070,319350,61974,85490,29615,556455,42,358690,0.0007198298990602247,319350,0.0005118963124116515,370420,0.0005011643805246137,9265,76553,0.0024744952056488466,0.002189424501648739,586070,0.0010728559512375136,108070,0.001711451196908866,81292,0.0019288461441726837,21091016.042464584,58.80012278698761,8118862.964498742,22.634762509405732,17058409.624676466,47.55752773892907,0.0,0.0,358327.41868815606,0.9989891513233045,358327.41868815606,0.9989891513233045,-219380335.06520367,-611.6154201823404,-20708559.48259728,-57.73386345478625,-21280658.768580083,-59.3288320515768,-60951538.1558568,-169.92817796943547,-767.6159023201699,7.214352226156291,-106.4012233194144
1530,IL,9,9,9810,6505305,15282808,1048646,5016742,1278839,291827,292238,2899941,517,371020,0.00692281784108499,5016742,0.008041495945265863,6065388,0.008206242696564508,9011,48190,0.0024066569129089863,0.0013782394776749802,3192179,0.005843582230050019,85230,0.0013497454012449583,72503,0.0017203062046812982,202838562.7437902,546.705198490082,132941131.68434504,358.31257529067176,92912957.4577953,250.4257383909097,0.0,0.0,5629047.161686104,15.171815971338752,5629047.161686104,15.171815971338752,-138099595.663033,-372.2160413536548,-16331919.355063995,-44.018972980065755,-20697249.451017283,-55.78472710640204,-54361676.06792902,-146.51953012756462,567.247872546654,21.198234596517707,26.759203459321906
1540,IL,10,9,10040,6638368,17554373,805198,4414711,930410,568909,364417,5430519,484,346230,0.007951793060114388,4414711,0.007076481231448738,5219909,0.007062341289292845,10167,67032,0.002715401268843154,0.0019171228194129334,5794936,0.010608172359343615,98132,0.0015540680008796228,79310,0.0018818184777633167,232987536.66135156,672.9270619569406,114409928.88654408,330.4448744665225,168669940.51356348,487.1615415000534,0.0,0.0,4953536.862014117,14.307070045964004,4953536.862014117,14.307070045964004,-192095706.50517592,-554.8210914859369,-18804222.810643435,-54.31136184225352,-23352450.912051123,-67.44779745270809,-59465463.89732081,-171.75133263241432,670.8160346021317,23.829673916182884,28.150449601686585
1550,IL,11,9,2620,1331473,2802303,90187,656914,133581,91486,61655,670047,82,343240,0.0012693893167097297,656914,0.0010529884270286131,747101,0.0010107996594522957,9161,76203,0.0024467188968104784,0.0021794144618648374,731702,0.001339448948474399,120798,0.0019130182445100139,64632,0.001533547999682243,37193106.97959508,108.35889459152511,16374954.48312719,47.70701108008154,21297238.280742947,62.04765843358276,0.0,0.0,737091.8989200292,2.147453382239917,737091.8989200292,2.147453382239917,-218377329.0788567,-636.2234269865304,-23147520.758571167,-67.43829611517063,-21041782.512570113,-61.30341018695406,-48460116.78995888,-141.1843514449332,-683.7410138639191,9.001051742221186,-75.9623467840651
1560,IL,12,9,1010,425941,970978,36183,149076,40848,33891,30792,300327,31,302890,0.00043983434338120466,149076,0.00023895868066096558,185259,0.00025064848542629824,6421,76001,0.0017149199908765508,0.0021736372389038424,331119,0.0006061442996874337,151664,0.0024018278368463613,74401,0.001765340771202478,12887146.261069296,42.54728205311927,4060505.4639060316,13.405874950992214,9637694.365030196,31.819123658853695,0.0,0.0,167271.0764626759,0.5522502441898904,167271.0764626759,0.5522502441898904,-217798451.33816501,-719.0678178155931,-29062116.825840972,-95.9494101021525,-14748311.921538336,-48.69197372491114,-55784768.369998306,-184.17500864999937,-959.0074291413111,5.825913698042194,-164.61064801965517
1570,IL,13,9,1670,740605,1790350,89062,429904,80985,64885,57625,482674,52,306660,0.0008109940870674101,429904,0.0006891068491968643,518966,0.0007021415525709644,6719,65511,0.0017945097988941825,0.0018736220465234617,540299,0.0009890678546891623,127469,0.002018663575634091,77600,0.0018412446586109365,23762126.751075115,77.48688042481939,11374693.151649624,37.09219706401104,15726178.88955768,51.28213294709998,0.0,0.0,482374.794437805,1.5729954817641851,482374.794437805,1.5729954817641851,-187736929.06165087,-612.1989469172728,-24425829.265172504,-79.65117480327562,-15432784.27048997,-50.325390564436084,-58183331.212105595,-189.73237856944365,-762.9006894549693,7.207337116024261,-105.85056272153446
1580,IL,14,9,4030,1951760,3922165,140419,694805,193427,170576,77969,1145218,87,364240,0.0017766652461824496,694805,0.0011137251208554173,835224,0.0011300267765220287,10288,44530,0.0027477179358570245,0.0012735630616490321,1223187,0.0022391582104976547,64303,0.001018334841443794,86233,0.002046083126881403,52056291.71314577,142.91755906310613,18306433.779656865,50.25926251827604,35602615.54691271,97.74493615998438,0.0,0.0,779607.5845987921,2.140367847020624,779607.5845987921,2.140367847020624,-127611018.77723302,-350.3487227576132,-12321851.581469908,-33.82893581558837,-23630374.24837041,-64.87583529642656,-64656226.80945234,-177.50995719704684,-331.3609576312672,12.110583681089391,-27.361270633775106
1590,IL,15,9,1020,333708,935455,38972,134225,40129,55137,26274,305390,23,303060,0.00042374310817306347,134225,0.00021515353854220738,173197,0.0002343290513841626,7026,67884,0.0018765033259459036,0.001941490116258318,331664,0.0006071419731623163,120694,0.0019113712478922799,107393,0.0025481544796675812,12415673.06947076,40.96770629403669,3796130.632423434,12.526003538650544,9653557.373280829,31.85361767729436,0.0,0.0,150607.47697954517,0.49695597234720906,150607.47697954517,0.49695597234720906,-194537309.64908347,-641.9102146409406,-23127592.099496588,-76.31357519796934,-16137928.60313477,-53.24994589564697,-80521681.55749556,-265.69551097965933,-950.8280072595403,5.7598363360390685,-165.07899735106136
1600,IL,16,9,1380,514192,1409699,50609,320235,60085,78736,34449,439196,20,332640,0.0006385665113217198,320235,0.0005133149071712705,370844,0.000501738036637519,6008,64016,0.0016046159952011086,0.0018308648765893655,473645,0.0008670514734142544,110531,0.0017504248380265928,98107,0.002327822032504422,18709998.78172639,56.246990084555044,8128156.193527808,24.435293992086965,13786118.427286645,41.44455996659045,0.0,0.0,359320.4350198893,1.0802081379866804,359320.4350198893,1.0802081379866804,-183452660.63425443,-551.5051125368399,-21180140.54012177,-63.67286117160225,-13799697.558729533,-41.48538227131293,-73559176.22713974,-221.13749467033352,-753.5135903308828,6.783137926887927,-111.08628461526676
1610,IL,17,9,860,300530,863855,43102,151324,32723,40296,22954,235420,9,312850,0.0003913096864208773,151324,0.0002425620716435909,194426,0.0002630510929428177,5400,83923,0.001442231420453726,0.0024002073393840496,258374,0.00047297777320975536,162423,0.0025722128042521396,94448,0.002241003550470177,11465373.812131705,36.64815027051848,4261427.705673647,13.621312787833297,7520346.59403511,24.038186332220267,0.0,0.0,169793.4501505136,0.5427311815582982,169793.4501505136,0.5427311815582982,-240500775.40628177,-768.7414908303716,-31123774.93145089,-99.48465696484222,-12403190.215902044,-39.645805388851024,-70815712.1948576,-226.356759452957,-1058.8356008833332,4.976199456608598,-212.7799759869263
1620,IL,18,9,2870,1343547,2709211,115075,466500,146990,102501,60073,723295,95,334560,0.001227220432662879,466500,0.0007477677461720226,581575,0.0007868491836391182,8619,56199,0.0023019615949797525,0.0016072977880443287,783368,0.0014340283938932695,93417,0.001479398875373698,76671,0.0018192019229427722,35957558.67702235,107.47716008196542,12746956.774953714,38.10065989644223,22801051.462902986,68.15235372699362,0.0,0.0,523437.4223204158,1.5645547056444757,523437.4223204158,1.5645547056444757,-161051238.36204174,-481.3822284852993,-17900726.392021745,-53.50527974659776,-19796869.716825873,-59.17285305124902,-57486780.764991604,-171.82801519904234,-549.0290933654983,9.320576279292204,-58.90505875535746
1640,IN,1,9,1610,615991,1640149,70175,286942,90639,95262,46956,664260,37,339360,0.000742955925327185,286942,0.0004599484943667578,357117,0.0004831659199822052,5578,74018,0.0014897716413501637,0.0021169232134996196,711216,0.0013019474093800049,151287,0.002395857474107075,33725,0.0008002058777274979,21768608.61208652,64.14606498139592,7827287.903711724,23.064851201413614,20700963.809142075,61.000011224487494,0.0,0.0,321963.94605673046,0.9487386434957875,321963.94605673046,0.9487386434957875,-212115705.9926619,-625.046281213643,-28989875.43669561,-85.42513978281356,-12812036.115611408,-37.75352462167435,-25286505.736188933,-74.51233420612014,-672.6288751299626,6.95058934464875,-96.77292698177007
1650,IN,2,9,1910,872196,2292728,115372,483620,185180,156764,36911,939304,43,336900,0.0010385616506570722,483620,0.0007752099408439734,598992,0.000810413732031746,5980,89848,0.0015971377582061632,0.002569663012868678,976215,0.0017870528647385624,141196,0.00223605129266905,31584,0.0007494055579583482,30429856.364252213,90.32311179653372,13128702.458914286,38.96913760437603,28414140.549343143,84.33998382114319,0.0,0.0,542646.9585907813,1.6107063181679468,542646.9585907813,1.6107063181679468,-257480233.88944155,-764.2630866412632,-27056220.641295508,-80.30935185899527,-13735384.720573004,-40.76991605987831,-23681215.631483804,-70.29152754966995,-738.7802362514178,6.346387652122291,-116.40956663029603
1660,IN,3,9,2090,784959,2288041,90332,365888,154736,170361,31136,1094040,46,353730,0.0010364385298784061,365888,0.0005864935586524952,456220,0.0006172485656361407,7033,88956,0.0018783728851946397,0.0025441517114765623,1125176,0.0020597399078431254,133492,0.0021140468509092103,34470,0.0008178827755453477,30367648.925437298,85.84979765764085,9999426.76330548,28.268529000383005,32749864.534705695,92.58435681086053,0.0,0.0,410545.4910567467,1.1606182428879277,410545.4910567467,1.1606182428879277,-254924001.48995155,-720.6739645773656,-25579966.896001447,-72.3149489610761,-16154006.812673902,-45.66761884113279,-25845095.707232986,-73.06447207540494,-702.6970845003193,6.418005258247816,-109.48839339096509
1670,IN,4,9,1310,505556,1278951,36707,273494,67935,65987,34025,405270,32,344740,0.0005793401841254232,273494,0.00043839226574827686,310201,0.00041969032990420515,7969,74523,0.002128359664739952,0.002131366270902107,439295,0.0008041705855936723,116107,0.001838729195146643,35301,0.0008376002280106272,16974667.394874897,49.23904216184631,6798983.344448123,19.722061102419573,12786312.31093939,37.08972649225326,0.0,0.0,306874.5860237938,0.8901624007187846,306874.5860237938,0.8901624007187846,-213562900.34439114,-619.4897613981294,-22248623.261274382,-64.53739995728486,-18303893.116763588,-53.09477611174679,-26468167.20513582,-76.77718630021413,-706.0679692094185,6.17787898126124,-114.28970547190481
1680,IN,5,9,6860,3583834,8190906,315948,2007110,555566,327140,182199,2422578,291,379480,0.003710322749029504,2007110,0.0032172607095805536,2323058,0.003143010430032795,11466,60637,0.003062338049430078,0.0017342250925042077,2604777,0.004768287928228022,98391,0.0015581696559180183,43112,0.0010229347902324059,108712456.54656447,286.47743371604423,50916768.96653128,134.1751053192033,75815778.05882555,199.78860034474954,0.0,0.0,2252082.4967063875,5.934653991531537,2252082.4967063875,5.934653991531537,-173769354.2689216,-457.9143940890735,-18853852.836608022,-49.68338999844003,-26336107.22509867,-69.40051445424969,-32324739.371344026,-85.18166799658486,-29.869519175287806,14.458943817856014,-2.0658161171081226
1690,IN,6,9,1200,441957,1280620,60083,275677,81269,81932,19810,487412,14,328350,0.0005800962089983896,275677,0.00044189146615533696,335760,0.0004542706992196541,6055,71361,0.0016171687501569095,0.0020409327114829685,507222,0.000928517312434682,122098,0.0019336057022316898,35383,0.0008395458731395717,16996818.923652813,51.76433355764524,7359185.327358397,22.412624721664066,14763425.267711444,44.96246464964655,0.0,0.0,309324.0263087359,0.9420558133355745,309324.0263087359,0.9420558133355745,-204501457.69059345,-622.8154642625047,-23396628.997003447,-71.25515150602543,-13907651.251349421,-42.3561786244843,-26529649.591210466,-80.7968618584147,-696.2001216958022,5.657271204507386,-123.06288606795273
1700,IN,7,9,930,516994,1259270,67781,265233,138580,48131,20985,430574,40,353060,0.0005704250699703285,265233,0.00042515044505990154,333014,0.0004505554641110731,8342,133620,0.00222798046470833,0.003821547188357145,451559,0.0008266209846688286,238650,0.003779382142521522,30862,0.0007322743898717877,16713454.550130626,47.338850479042165,7298998.5185993835,20.673535712341764,13143273.656234374,37.22674235607085,0.0,0.0,297605.31154193106,0.8429312625104262,297605.31154193106,0.8429312625104262,-382919028.27338594,-1084.5721074984024,-45730523.92451041,-129.52621062853456,-19160631.996491637,-54.27018636065155,-23139870.719948493,-65.54090160298107,-1226.9844150180938,4.669920126890614,-262.74205589787255
1710,IN,8,9,1670,620694,1705989,95660,387709,84590,94239,61807,570731,40,327390,0.000772780177955173,387709,0.00062147113633571,483369,0.000653980145374985,7555,70549,0.0020177885891718332,0.0020177094191843156,632538,0.0011579199714775955,122731,0.0019436302104915522,36199,0.0008589074149105322,22642459.21408657,69.16050952712841,10594478.355074758,32.36042137840116,18410927.54649377,56.235460907461345,0.0,0.0,435029.795434997,1.3287815615473808,435029.795434997,1.3287815615473808,-202174483.80226842,-617.5340841267858,-23517925.54694778,-71.83458733299057,-17352981.866877764,-53.004007046268256,-27141474.311172817,-82.90257586112226,-664.8612994310812,5.96503863893216,-111.4596802595234
1720,IN,9,9,1610,555995,1715306,62488,379481,107664,105136,41806,631272,35,349040,0.0007770005996097138,379481,0.0006082822124010832,441969,0.0005979674966148776,7784,70142,0.0020789498845947786,0.002006069172921321,673078,0.0012321322332606056,117328,0.0018580655688990788,38373,0.0009104907382071839,22766117.568564612,65.22495292391878,9687073.445161017,27.75347652177692,19590902.50884363,56.12795813902026,0.0,0.0,425797.5486807582,1.2199104649345582,425797.5486807582,1.2199104649345582,-201008131.12671638,-575.8885260334529,-22482593.383678854,-64.41265580930224,-17878969.007515095,-51.223266695837424,-28771507.32734701,-82.43040146500977,-622.4086414890173,6.5080678432271375,-95.63647098988834
