,STATE,WEIGHTED_CHANGE_PER_FILER,MARGINAL_RATE_PER_FILER,CAP_GAINS_AT_DEATH_PER_FILER,NIT_PER_FILER,PASSTHROUGH_LIMIT_PER_FILER,1031_LIMIT_PER_FILER,CARRIED_INTEREST_PER_FILER,ADDITIONAL_CTC_PER_FILER,EITC_PER_FILER,PREM_TAX_CREDIT_PER_FILER,CORP_RATE_PER_FILER,GILTI_CHANGES_PER_FILER,REPEAL_FIDII_PER_FILER,BOOK_TAX_PER_FILER,CDCTC_PER_FILER
8,DC,1660.2813411016043,367.7556277331708,58.47892251919664,242.17078955151587,0.0,6.967179204656531,6.967179204656531,-489.15181602417584,-63.53425732198878,-12.670131913403026,801.2653647021791,595.1656121016185,94.63764150025736,117.77128720032027,-65.54205735639951
21,MA,1546.7553266908296,331.6488003252293,70.00022739578903,158.35062644001965,0.0,8.885180670407943,8.885180670407943,-362.0214654519048,-44.89454318068723,-81.7911927560189,756.1425078395835,561.6491593664098,89.30817021727363,111.13905627038498,-60.54638111606508
6,CT,1321.0033500269888,380.2395971534432,72.09425802454909,118.00780840144029,0.0,8.713147574548737,8.713147574548737,-438.0200001058839,-52.70463443529495,-169.1355153685525,722.1487871746173,536.3992303685477,85.29316383952171,106.14260388918258,-56.88824406367955
32,NY,1215.1997210502402,339.9764067630188,67.22004192293092,162.68760314322276,0.0,8.225058735884193,8.225058735884193,-582.2215134934114,-75.37810493947123,-28.567751327734037,684.350611354943,508.3234199828058,80.82881236475706,100.58696649836436,-59.056888690954146
47,WA,934.1560721341579,226.28637333262952,50.34055681035667,98.16188777659974,0.0,5.988712297074224,5.988712297074224,-508.10082393338774,-47.00893257115761,-82.84907771650244,613.5336529487322,455.721847203389,72.46460467898412,90.17817471162466,-46.54961570125847
4,CA,851.3288890780859,284.0782531930613,57.28218986879924,134.22131209040182,0.0,7.230664712573457,7.230664712573457,-645.4348180358274,-70.22988593716813,-195.70075222918481,659.325616741845,489.73530062451994,77.87310433958797,96.90875206704278,-51.19151307013789
30,NJ,824.8276799978877,251.58148976560307,34.79196712328562,131.0721567485792,0.0,4.264011154607019,4.264011154607019,-501.0955622512798,-59.67902956213806,-122.79757589155363,574.4899145863145,426.72085519140944,67.85313951806863,84.43946251137432,-71.07716005098956
5,CO,814.7035878247101,191.4892534048715,43.98959516151792,100.48358013496576,0.0,5.631172239815706,5.631172239815706,-515.563437373894,-51.103340452705595,-125.95205691089924,601.2037106027053,446.56338609072344,71.00831227591006,88.36589972113255,-47.0436593092489
29,NH,688.4631014621293,157.7631584731898,34.79143012526581,60.33053136558021,0.0,4.430360406367828,4.430360406367828,-327.40007942899246,-37.48514314575335,-153.388007247718,498.33177915997874,370.15195144953805,58.85808415275339,73.24561583453756,-55.59694008898609
50,WY,677.0590144087946,229.5730968031632,73.39577853825035,120.71284143158488,0.0,8.399892277125753,8.399892277125753,-557.3281152424174,-53.16672051911705,-478.68373806054825,685.215639751658,508.9659476370583,80.93098107303048,100.71410977977126,-50.070591337890704
28,NV,555.5339955589583,230.43767178723394,66.13469270677386,112.86704198354946,0.0,8.611497420315608,8.611497420315608,-764.4997134663173,-82.4678981966481,-134.66634988657702,578.2527943035891,429.51585508639283,68.29757413034515,84.99253669554064,-50.55320442555574
23,MN,522.9189398346355,150.25314869874006,25.280861166677404,88.17821117455802,0.0,2.934985994826219,2.934985994826219,-501.18790427615266,-48.092357462590705,-64.43609241721968,463.20705820876395,344.0619356248825,54.70949506402724,68.08292719078948,-63.00831512749279
13,IL,521.659958553344,211.98162446745232,44.169328299536325,97.42221357751465,0.0,5.4526091223095845,5.4526091223095845,-613.9839703445141,-72.57082745346338,-148.76661854787906,521.4501785475209,387.3238859027517,61.58860376545523,76.64359579701095,-54.50327370266055
20,MD,429.3801821322878,156.14977162417566,24.548934281669545,107.37340810316373,0.0,3.0017574592393164,3.0017574592393164,-538.3476514532092,-59.30601963402598,-128.3732523353518,468.3897434804048,347.9115417452876,55.321623245717106,68.84468670578129,-79.13611854980358
45,VT,376.6228228778067,90.79594234420892,22.210500510475864,50.402524866838085,0.0,2.5812463935410888,2.5812463935410888,-407.2633899657396,-46.81420014704069,-147.05085410825092,427.7812190034638,317.74825453538125,50.52534082718076,62.875979696047175,-49.75098747184014
37,OR,373.37109000861574,121.02141249691948,23.994314357494673,79.58921754014106,0.0,3.008702981233989,3.008702981233989,-541.1514141803916,-53.56976784640013,-153.13557621663284,465.7369879551734,345.9411222869135,55.00830566399686,68.45478038186275,-44.53569839292937
9,FL,367.5529471343736,248.88513222958431,64.47242776137169,132.81983017395652,0.0,7.892030399498737,7.892030399498737,-720.6389817294883,-99.47604686013739,-481.6340999966646,630.2857085862589,468.16497514412407,74.44319392751089,92.64041910979132,-58.19367201093104
34,ND,348.5000216241125,119.92125295566363,15.897735625336548,92.99439047339958,0.0,1.846888794103624,1.846888794103624,-505.0734705519928,-48.94888353753505,-110.98953769222008,426.86889201892143,317.07059433426446,50.41758567152615,62.74188439123255,-76.09419965269116
39,RI,333.2155507917005,119.20290775394184,22.79436879008338,71.06782994958044,0.0,2.8171799456439524,2.8171799456439524,-503.6668977308903,-65.15109893482729,-94.97381937726159,409.7187459728011,304.33177194305176,48.39197787080328,60.22112801699964,-44.35572335386981
46,VA,264.02350316132544,158.08044580963775,25.323678637327326,103.00245993766286,0.0,3.0408586380014917,3.0408586380014917,-573.8833756480656,-66.50562630574329,-281.9170363329323,478.3966039169421,355.3444590774137,56.50353589570182,70.31551133687339,-66.71887043949542
