,STATE,WEIGHTED_CHANGE_PER_FILER,MARGINAL_RATE_PER_FILER,CAP_GAINS_AT_DEATH_PER_FILER,NIT_PER_FILER,PASSTHROUGH_LIMIT_PER_FILER,1031_LIMIT_PER_FILER,CARRIED_INTEREST_PER_FILER,ADDITIONAL_CTC_PER_FILER,EITC_PER_FILER,PREM_TAX_CREDIT_PER_FILER,CORP_RATE_PER_FILER,GILTI_CHANGES_PER_FILER,REPEAL_FIDII_PER_FILER,BOOK_TAX_PER_FILER,CDCTC_PER_FILER
8,DC,2499.039716270568,0.0,279.05731447756995,313.39749236078524,345.05380472046056,7.962490519607464,7.962490519607464,-13.063401614888969,-80.4767259411858,-15.51359386096542,1060.9982117245554,494.1220243174358,78.8170100138241,102.05792322302862,-81.33532418926684
21,MA,2154.608114504553,0.0,334.0361728360459,204.92434009884892,225.62376839166197,10.154492194751935,10.154492194751935,-9.668229047676984,-56.866421362203816,-100.14697198839278,984.929545293835,458.6957596654146,73.16619479325631,94.74084197588317,-75.13587054162291
32,NY,2010.0696326521402,0.0,320.76932286030194,210.536898185347,231.80325153740225,9.400067126724789,9.400067126724789,-15.548942496856684,-95.47893292333022,-34.9789958501298,884.6490567132396,411.99370355502305,65.71678707012639,85.09481402670211,-73.28746427913583
6,CT,1893.9777372779142,0.0,344.02874004697105,152.71598734304038,168.14184465041816,9.957882942341412,9.957882942341412,-11.69786350431144,-66.75920361804026,-207.09332079779858,956.6869290175231,445.54276979958934,71.06817186987314,92.02417126739985,-70.59625468143366
4,CA,1674.7370858720617,0.0,273.34659025111245,173.69816858757883,191.24343814187972,8.263616814369662,8.263616814369662,-17.237131638939008,-88.95785552041299,-239.62039299349036,873.5314583713509,406.81607918437214,64.89090833615751,84.02540694810132,-63.52681742438798
47,WA,1662.9508986142637,0.0,240.22160442836864,127.03303124030556,139.86465055750816,6.844242625227685,6.844242625227685,-13.569458205936174,-59.54464792346631,-101.44227007532147,840.0402727630677,391.21875560108583,62.40299169097075,80.803873856257,-57.766390569031586
30,NJ,1551.3942294912842,0.0,166.0248255707665,169.62279108639657,186.75640634764875,4.873155605265165,4.873155605265165,-13.382374066057919,-75.59343744537487,-150.3561077748066,823.119325487809,383.3384287271796,61.14600703623725,79.17623988025589,-88.20418656930028
5,CO,1508.0785639746096,0.0,209.91526112162936,130.03757429230862,143.17268280668324,6.435625416932235,6.435625416932235,-13.768756487730107,-64.73089790676045,-154.2185251285268,796.4717276113653,370.9282617161502,59.16647119398713,76.61299475118847,-58.37948082954984
28,NV,1478.8321500788727,0.0,315.59011256565765,146.06323080224047,160.81709249943648,9.84171133750355,9.84171133750355,-20.416906294352685,-104.45933771575424,-164.88850101623788,726.7966372714031,338.47957678639625,53.99060734016139,69.91091463277307,-62.734699467858334
50,WY,1319.750753714933,0.0,350.23950460358066,156.21661832322752,171.99607471951313,9.59987688814372,9.59987688814372,-14.88413364148889,-67.34451265754826,-586.1111116186911,826.6606938265212,384.9876945534941,61.40908011282729,79.51688578712252,-62.13579406991254
13,IL,1313.21882810416,0.0,210.77293504340142,126.07580580619548,138.81073568560913,6.231553282639527,6.231553282639527,-16.39719802107011,-91.92304810772028,-182.15318640680903,723.1470219538724,336.77989879566053,53.719493059430526,69.55985639746773,-67.63659266715706
23,MN,1243.253127861222,0.0,120.63849539186411,114.1129791670751,125.63954271930488,3.354269708372822,3.354269708372822,-13.384840173547103,-60.916986119281546,-78.8969976461667,676.9037302723743,315.2437372411343,50.284277105947794,65.11169215000935,-78.19104166423806
20,MD,1215.162557628131,0.0,117.14579165989677,138.95382225115304,152.98956187248163,3.430579953416362,3.430579953416362,-14.377236982429917,-75.12095820309959,-157.18309114328554,699.2453431883098,325.6485455419843,51.94393977970301,67.26074253525645,-98.20506277867192
29,NH,1195.3550840401947,0.0,166.02226305390002,78.0748052966332,85.9611492659901,5.063269035848945,5.063269035848945,-8.7436222992906,-47.48118131795423,-187.81171844522567,713.9759462827514,332.5087978402528,53.03821315243297,68.6776862614837,-68.9937931224767
9,FL,1125.1416872211657,0.0,307.6579008963702,171.88448610747315,189.2465554112583,9.019463313712844,9.019463313712844,-19.24555144084687,-126.00299268950732,-589.7236009860151,761.2207899991732,354.5113964853292,56.54783011422429,73.22219027611095,-72.21624357983009
43,TX,1060.9407987598427,0.0,176.7623418668011,127.79360899444625,140.70205434742067,5.2056038009244565,5.2056038009244565,-24.580548985391218,-137.74705677700845,-257.52296938994795,673.5170792799319,313.6665254932255,50.03269731793781,64.78592857835535,-76.88006956777768
37,OR,1060.6568767505753,0.0,114.49918430243073,102.99781093430025,113.40163022059315,3.438517692838845,3.438517692838845,-14.452114918764169,-67.85503927210685,-187.50263622564614,640.4866753323408,298.2837945119187,47.57901016754532,61.60871829387279,-55.26719198158705
34,ND,1033.8675843071144,0.0,75.8628787735358,120.34568178910531,132.5018112627523,2.110730050404141,2.110730050404141,-13.488609005839574,-62.0019191475444,-135.89808080466554,615.303980413826,286.5558537355818,45.708295687884224,59.186382877901366,-94.43015137623118
46,VA,1031.322904226658,0.0,120.84281735707077,133.297301095799,146.76167494385953,3.4752670148588467,3.4752670148588467,-15.326262257663474,-84.24045998727486,-345.18554613702275,703.4746679078906,327.61820248281754,52.25811818744329,67.66756329399708,-82.79570668997623
39,RI,1023.4711684773931,0.0,108.7731282614505,91.97013287592765,101.26004528763751,3.2196342235930886,3.2196342235930886,-13.451044746522292,-82.5247253174479,-116.28807587116849,600.3801533490944,279.6056142740068,44.59966853450416,57.750852845960516,-55.043849463236015
44,UT,1009.058769662328,0.0,156.7396654047005,135.84325327491763,149.5647940097578,4.920949361938418,4.920949361938418,-22.20246937466533,-74.62410680331207,-422.1310145542259,684.3107558312347,318.6932948585464,50.83451329032028,65.82417746567113,-43.63599246449391
16,KS,951.372801401963,0.0,120.72874313446631,115.71454797617022,127.40288615558136,3.341868506039323,3.341868506039323,-18.471518042374715,-85.62818364873345,-250.09905939353683,613.7238832129624,285.8199798963224,45.5909170386772,59.03439257572303,-69.12752451537354
2,AZ,938.9086919264313,0.0,133.6101572617603,98.07737571141777,107.98418133883374,4.0624866059351,4.0624866059351,-22.059845747333664,-114.58516301356904,-192.3516096922651,598.068232868944,278.52891987896544,44.42792587026442,57.52846811406033,-58.4449238765171
22,MI,929.9593029345352,0.0,104.99863177734697,103.3142662380831,113.75005070657637,3.0674818304937035,3.0674818304937035,-16.022504490986652,-95.383238471976,-150.24303430563347,558.1913611573991,259.957691053303,41.4656439716925,53.69269283514029,-49.897221197397414
11,HI,926.196575119678,0.0,85.75558108993428,67.02794772627198,73.79844749660248,2.5605013009020468,2.5605013009020468,-14.884057314061147,-72.18527289522672,-80.12432311646779,562.5575253257443,261.99107608027526,41.78998759562673,54.112676245619234,-58.76401571644502
35,OH,906.2677704511291,0.0,91.09792280053955,84.23957038376979,92.74861789728186,2.5705000002554708,2.5705000002554708,-16.34591551770473,-94.70606251700916,-86.79118444992355,535.960706678186,249.6045576815552,39.81422392466525,51.55431559475885,-46.04998202550097
38,PA,903.7257673249255,0.0,124.18438475319793,90.45716992592762,99.59425779723347,3.632617784003584,3.632617784003584,-13.850768591370775,-79.38160984001001,-259.45832068022924,608.6558412546115,283.459720355719,45.21443392177115,58.54689520639596,-60.96147234632829
45,VT,894.3804900542377,0.0,105.98694980437607,65.22679688649634,71.8153622285667,2.9499958783326727,2.9499958783326727,-10.876470355168118,-59.2979868529182,-180.05236592132374,585.1503255053643,272.5128658782125,43.46830989468421,56.28588845337314,-61.73917722409077
41,SD,890.5137269588355,0.0,117.44627278109816,113.61779604524428,125.09434110031948,3.690662837769606,3.690662837769606,-17.346144175625128,-76.88665003931706,-275.37048549769594,608.1980371123211,283.24651442659524,45.180425614058144,58.50285880794708,-98.55056489164892
3,AR,859.6967843683335,0.0,192.9248311653952,61.98420134261675,68.24523178126489,2.9876110168533416,2.9876110168533416,-25.41526687280197,-150.03784412973425,-132.42257703513124,553.120848636245,257.59628093630835,41.08897732726392,53.20495782120071,-66.56807863800061
14,IN,854.7299393006699,0.0,66.69052094120883,94.58540386978902,104.1394850687576,1.9470381848991085,1.9470381848991085,-18.20439486564538,-96.01213959029782,-90.2360462241553,519.3599636418855,241.8733544960781,38.58102587054007,49.95748221698137,-59.898792494270445
7,DE,826.5714617183334,0.0,95.47708423796118,91.43896393519486,100.6752229185479,2.5236074524515435,2.5236074524515435,-16.630018036452867,-90.21288106967268,-202.7420784048222,565.3916081485207,263.3109489377396,42.00051946246153,54.385288021905325,-81.5704113379532
1,AK,818.5730405711563,0.0,59.15015557002433,94.09821801340658,103.6030885198113,1.7013447959864223,1.7013447959864223,-15.489645193876676,-66.80722856923654,-246.23129847449096,580.6781617633866,270.43011533552,43.13609201670872,55.85570889343052,-63.25301689550051
10,GA,787.7587070544041,0.0,121.01154594199639,123.57498622665884,136.05730806773542,3.500538501025725,3.500538501025725,-24.421524506908952,-154.03743764360541,-332.9840147092541,606.5225926364619,282.4662359992666,45.055964024422885,58.341697005983484,-80.82972299040453
49,WI,787.1818970874081,0.0,88.90705535522432,107.62070133523498,118.491479247885,2.5268385693401085,2.5268385693401085,-13.414095368658785,-67.5631554480772,-342.81641017155044,578.3347944542761,269.3387757029914,42.96201330231766,55.63029927607799,-55.36323773699316
18,LA,761.2179885266099,0.0,80.63432287484548,121.53072968466874,133.80656096594842,2.34311741833317,2.34311741833317,-24.61162883637128,-174.63962880268934,-175.37301574700498,535.274915970183,249.28517515182807,39.763279472070735,51.48834905998904,-80.62730610352448
26,MT,755.8166823980984,0.0,99.39856025344118,90.5135120989032,99.6562910987924,3.0409324686117056,3.0409324686117056,-15.34378703546254,-77.28683174050735,-343.21229576612893,579.4111201512327,269.8400359561455,43.041968925520145,55.73383155740429,-52.0175880384657
15,IA,748.808736483963,0.0,61.79275636930753,80.47952007663386,88.6087645288191,1.8144956861714827,1.8144956861714827,-15.906428073567682,-75.24995479061306,-203.67409689771503,545.2094563239498,253.91183251658236,40.50127389835056,52.44395722735136,-82.93733606747867
12,ID,729.1826241563168,0.0,95.94066448257337,112.17292560425892,123.50352415014368,2.9330726669192004,2.9330726669192004,-21.921092668477204,-90.14790221112581,-408.1598085688273,591.5533198123177,275.4948317983079,43.9439609003436,56.90179552480389,-55.965740001840366
42,TN,707.7781976317958,0.0,132.71284642555185,95.25612886625704,104.8779600648689,4.064321786304873,4.064321786304873,-20.869205644880186,-123.38593248668604,-383.28806806722554,586.4561484299066,273.1210062687851,43.5653138833645,56.41149618230531,-65.2081398630616
25,MO,697.0415479670758,0.0,91.55368199773227,96.17612059233625,105.89088024812779,2.552002009382877,2.552002009382877,-18.52960247056705,-102.00439690607742,-313.1743459127707,549.5751114422806,255.94498047169063,40.82557970714085,52.86389167206699,-67.18435689365019
17,KY,642.4134146729499,0.0,54.626809986900525,62.0139299205929,68.27796324590534,1.4727953957575175,1.4727953957575175,-20.241880525310584,-118.63707326501527,-121.82019696896346,471.4998970590715,219.58423777322474,35.02570663867388,45.35379962187259,-56.215369605517246
40,SC,604.3164749837267,0.0,94.84599356293496,96.2423077823876,105.96375301293178,2.821897759930559,2.821897759930559,-21.207636619181926,-129.19154327180073,-343.53013913941095,533.6901881725267,248.54714477749098,39.64555683567341,51.335913338500184,-77.66885898818646
31,NM,583.8504034514181,0.0,69.21667346390629,56.23102793176118,61.91092974305019,2.046080873431754,2.046080873431754,-22.32945997554909,-128.8720214177444,-145.71819999277915,444.56616909568254,207.0408158931322,33.024915418536416,42.763031503489465,-38.07563995893115
36,OK,557.9192704755555,0.0,97.57760264994221,85.91641381235259,94.59483944996394,2.89391780480114,2.89391780480114,-23.56679593108824,-123.32303686130213,-393.6104346300654,530.1839153484716,246.9142234337168,39.38509085445789,50.998643285900606,-52.93902654639645
33,NC,521.6823692937053,0.0,104.30124973634547,93.50476906432091,102.94969523243414,3.0848904287417285,3.0848904287417285,-20.267330049366986,-117.7083458373704,-525.6051665728027,579.4648811007394,269.8650731983443,43.04596259605492,55.73900284873779,-69.77720288121505
0,AL,490.9137482238091,0.0,69.01882843188861,97.00658005109838,106.8052245007043,2.0154910208271253,2.0154910208271253,-23.549411601312105,-156.54808117845323,-345.8105477278452,498.4857059804176,232.15191449945164,37.03036672997388,47.94957743240208,-75.65739093617123
