,STATE,WEIGHTED_CHANGE_PER_FILER,MARGINAL_RATE_PER_FILER,CAP_GAINS_AT_DEATH_PER_FILER,NIT_PER_FILER,PASSTHROUGH_LIMIT_PER_FILER,1031_LIMIT_PER_FILER,CARRIED_INTEREST_PER_FILER,ADDITIONAL_CTC_PER_FILER,EITC_PER_FILER,PREM_TAX_CREDIT_PER_FILER,CORP_RATE_PER_FILER,GILTI_CHANGES_PER_FILER,REPEAL_FIDII_PER_FILER,BOOK_TAX_PER_FILER,CDCTC_PER_FILER
10,GA,-286.4307075094023,133.6921628788654,-16.01623402173482,90.49683334780568,0.0,2.6254038757692935,2.6254038757692935,-918.9729221859072,-121.60850340284638,-197.4568281294768,372.5162981191521,287.2611103571887,36.92581380772938,104.26112133947116,-62.780367371187985
3,AR,-286.5099521859207,112.43761279428963,-25.534168830714076,45.392470680199125,0.0,2.240708262640006,2.240708262640006,-956.3670793617332,-118.45092957610599,-78.52551737932312,363.58446714415453,280.3734447802591,36.04044280729229,101.76125027941352,-51.703362048932505
33,NC,-288.25822691090343,115.87075734975308,-13.804577170986896,68.47571471882087,0.0,2.313667821556297,2.313667821556297,-762.6521233391428,-92.92764145055556,-311.6796136011229,352.5471697472066,271.8621760878605,34.94636668048112,98.67209415665259,-54.195885732982546
40,SC,-289.72862022883373,95.61409335355874,-12.553146206859038,70.48047792144546,0.0,2.1164233199479194,2.1164233199479194,-798.0355112995865,-101.99332363563218,-203.7105946379256,333.2619928094468,256.99066209358216,33.03471648839997,93.27449361430581,-60.32532736946522
17,KY,-303.8033981841965,68.99847994703995,-7.23001896885448,45.41424160851502,0.0,1.104596546818138,1.104596546818138,-761.6944671746502,-93.66084731448575,-72.23839173361715,259.5455817301819,200.14520806890118,25.727550375586546,72.64249517812671,-43.662422994576495
18,LA,-350.3182896834977,100.89026536740938,-10.67218979225896,88.9997767892776,0.0,1.7573380637498779,1.7573380637498779,-926.1264776945638,-137.87339116001792,-103.99478022733452,324.4277621402155,250.1782597262012,32.15902015384061,90.80193925790289,-62.6231503716695
48,WV,-360.77848992098626,45.022565358637785,-3.796076035947988,31.987912061433168,0.0,0.6152446269832009,0.6152446269832009,-650.1420035030322,-83.30151574953118,-93.39425872397298,193.31857884617511,149.07511400820212,19.16277457950424,54.10665763624726,-24.048727652667868
31,NM,-402.6082071305701,65.23765282607881,-9.161030311399362,41.179288131845304,0.0,1.5345606550738156,1.5345606550738156,-840.2493087095509,-101.74106954032455,-86.40971428143239,258.14071450779596,199.0618629367698,25.58829240018969,72.24929618877088,-29.573312589461086
36,OK,-424.10019010465527,98.30366852117561,-12.914682703668818,62.91858587268245,0.0,2.170438353600855,2.170438353600855,-886.8098024439132,-97.36029225892271,-233.40780490192557,317.16312461979186,244.57622875199695,31.43891031216596,88.76868794023329,-41.11769052147297
0,AL,-509.113726645731,83.96415219053954,-9.134844939514666,71.04017225964276,0.0,1.511618265620344,1.511618265620344,-886.1556365530776,-123.59059040404203,-205.0628584909055,286.29020073549725,220.76897403655695,28.378620481069703,80.12786959360857,-58.76302208634658
24,MS,-908.240640132978,53.8192007765976,-4.834624196085844,45.232588874176095,0.0,0.7837592198495507,0.7837592198495507,-1090.2471595767338,-162.75014182911224,-151.15926416017547,215.39793007148285,166.10131925337382,21.35139831612367,60.28630112787858,-63.005707230202276
