,STATE,WEIGHTED_CHANGE_PER_FILER,MARGINAL_RATE_PER_FILER,CAP_GAINS_AT_DEATH_PER_FILER,NIT_PER_FILER,PASSTHROUGH_LIMIT_PER_FILER,1031_LIMIT_PER_FILER,CARRIED_INTEREST_PER_FILER,ADDITIONAL_CTC_PER_FILER,EITC_PER_FILER,PREM_TAX_CREDIT_PER_FILER,CORP_RATE_PER_FILER,GILTI_CHANGES_PER_FILER,REPEAL_FIDII_PER_FILER,BOOK_TAX_PER_FILER,CDCTC_PER_FILER
8,DC,2682.896174623791,0.0,356.0032651607234,340.3053578665092,373.5444858441683,7.962490519607464,7.962490519607464,-11.611912546567972,-81.53563022988561,-16.684431133491113,1116.574308529175,519.3838865013537,55.57609680461957,103.06839771038538,-87.65263092241379
21,MA,2324.2752558841476,0.0,426.1417351989262,222.51885414774003,244.25325385519372,10.154492194751935,10.154492194751935,-8.593981375712874,-57.61466374854861,-107.7052340252526,1036.5210929044645,482.1464631247916,51.591547610629455,95.67887011425825,-80.97166631184604
32,NY,2176.738707526117,0.0,409.2167464431059,228.613298534594,250.94296955425196,9.400067126724789,9.400067126724789,-13.82128221942816,-96.7352346723214,-37.61892006523392,930.9878168267905,433.05677633390974,46.33876011355066,85.93733693785758,-78.97969451440854
6,CT,2047.9878802877647,0.0,438.8896058687462,165.8279660543115,182.02511622705822,9.957882942341412,9.957882942341412,-10.398100892721281,-67.63761419196184,-222.72300538631168,1006.7991014898696,468.3210300142922,50.112172472346444,92.93530167598797,-76.0794589285353
4,CA,1806.7908829883684,0.0,348.71789271005866,188.61164770873455,207.03418074075057,8.263616814369662,8.263616814369662,-15.321894790168004,-90.12835361936578,-257.7049509552632,919.2878680955647,427.61444724083265,45.75640972421362,84.85734167035979,-68.46093916608802
47,WA,1786.6275367993246,0.0,306.459179178838,137.93990765992777,151.41310794299048,6.844242625227685,6.844242625227685,-12.06174062749882,-60.3281301329856,-109.09829045836456,884.042382288752,411.219714476397,44.0021095256845,81.60391221126943,-62.25310051614084
30,NJ,1654.9183425779745,0.0,211.80372968035286,184.18636405846092,202.17666008277575,4.873155605265165,4.873155605265165,-11.895443614273704,-76.58808793807717,-161.7037385502637,866.2350996800276,402.93650790546076,43.115774192218566,79.96016304738716,-95.05499717662458
5,CO,1617.4463081951737,0.0,267.7963073867845,141.20241652952706,154.99428046962038,6.435625416932235,6.435625416932235,-12.238894655760095,-65.58262024763886,-165.8576591004911,838.1916752481511,389.89187427832553,41.719947636785804,77.3715392536755,-62.91380943767021
28,NV,1615.3946694121184,0.0,402.6094450745707,158.60401324485707,174.09556802691287,9.84171133750355,9.84171133750355,-18.14836115053572,-105.83380268569836,-177.3329161872747,764.866937318953,355.7842586261917,38.070300047549686,70.60310190636488,-67.60729748477937
50,WY,1441.308156005589,0.0,446.812897417068,169.6291562600703,186.19758547617016,9.59987688814372,9.59987688814372,-13.230341014656792,-68.23062466620021,-630.3459124955734,869.9619682650533,404.6700920255542,43.30127443853206,80.30418168600491,-66.9618751627213
