fips,abbr,district,y2022,y2023,y2024,y2025,y2026,y2027,y2028,y2029,y2030,y2031
5,CA,14,161441.85,168222.41,175624.2,183351.66,191052.43,198312.42,205848.29,213670.53,221576.34,229774.66
5,CA,15,134734.56,140393.41,146570.72,153019.83,159446.67,165505.64,171794.85,178323.06,184921.01,191763.09
5,CA,16,50959.15,53099.43,55435.81,57874.98,60305.73,62597.35,64976.05,67445.14,69940.61,72528.41
5,CA,17,168502.06,175579.14,183304.62,191370.03,199407.57,206985.06,214850.49,223014.81,231266.35,239823.21
5,CA,18,338467.72,352683.36,368201.43,384402.29,400547.19,415767.98,431567.16,447966.72,464541.48,481729.52
5,CA,19,114301.66,119102.33,124342.84,129813.92,135266.11,140406.22,145741.66,151279.84,156877.19,162681.65
5,CA,20,86837.49,90484.67,94465.99,98622.49,102764.64,106669.7,110723.14,114930.62,119183.06,123592.83
5,CA,21,45734.97,47655.84,49752.7,51941.82,54123.37,56180.06,58314.91,60530.87,62770.51,65093.02
5,CA,22,72699.91,75753.31,79086.46,82566.26,86034.04,89303.34,92696.86,96219.34,99779.46,103471.3
5,CA,23,70988.09,73969.59,77224.25,80622.12,84008.25,87200.56,90514.18,93953.72,97430.01,101034.92
5,CA,24,92685.24,96578.02,100827.45,105263.86,109684.94,113852.97,118179.38,122670.2,127209,131915.73
5,CA,25,83735.58,87252.47,91091.58,95099.61,99093.79,102859.36,106768.01,110825.2,114925.73,119177.98
5,CA,26,97057.81,101134.24,105584.14,110229.85,114859.5,119224.16,123754.68,128457.36,133210.28,138139.06
5,CA,27,100942.76,105182.36,109810.38,114642.04,119457.01,123996.37,128708.23,133599.15,138542.32,143668.38
5,CA,28,108540.89,113099.61,118075.99,123271.34,128448.73,133329.79,138396.32,143655.38,148970.63,154482.54
5,CA,29,51984.81,54168.17,56551.57,59039.84,61519.52,63857.26,66283.83,68802.62,71348.32,73988.2
5,CA,30,119060.91,124061.47,129520.17,135219.06,140898.26,146252.39,151809.98,157578.76,163409.18,169455.32
5,CA,31,66593.12,69390.03,72443.19,75630.69,78807.18,81801.85,84910.32,88136.92,91397.98,94779.71
5,CA,32,62071.23,64678.22,67524.06,70495.12,73455.91,76247.24,79144.63,82152.13,85191.76,88343.85
5,CA,33,262256.85,273271.63,285295.59,297848.59,310358.23,322151.85,334393.62,347100.57,359943.3,373261.2
5,CA,34,58854.61,61326.5,64024.86,66841.96,69649.32,72296,75043.24,77894.89,80777,83765.75
5,CA,35,53318.81,55558.2,58002.76,60554.88,63098.19,65495.92,67984.76,70568.18,73179.21,75886.84
5,CA,36,63382.2,66044.26,68950.2,71984.01,75007.34,77857.62,80816.21,83887.22,86991.05,90209.72
5,CA,37,105794.54,110237.91,115088.38,120152.27,125198.66,129956.21,134894.55,140020.54,145201.3,150573.75
5,CA,38,66585.75,69382.35,72435.17,75622.32,78798.46,81792.8,84900.92,88127.16,91387.86,94769.21
5,CA,39,94042.42,97992.2,102303.85,106805.22,111291.04,115520.1,119909.87,124466.44,129071.7,133847.35
5,CA,40,45145.66,47041.77,49111.61,51272.52,53425.97,55456.16,57563.49,59750.9,61961.68,64254.27
5,CA,41,57885.35,60316.53,62970.46,65741.16,68502.29,71105.37,73807.38,76612.06,79446.71,82386.23
5,CA,42,78841.62,82152.97,85767.7,89541.48,93302.22,96847.7,100527.92,104347.98,108208.85,112212.58
5,CA,43,64979.8,67708.95,70688.15,73798.42,76897.96,79820.08,82853.24,86001.67,89183.73,92483.53
5,CA,44,49502.52,51581.63,53851.22,56220.67,58581.94,60808.05,63118.76,65517.27,67941.41,70455.24
5,CA,45,129887,135342.26,141297.32,147514.4,153710,159550.98,165613.92,171907.25,178267.82,184863.73
5,CA,46,54526.21,56816.31,59316.23,61926.14,64527.04,66979.07,69524.27,72166.2,74836.35,77605.29
5,CA,47,77336.42,80584.55,84130.27,87832,91520.94,94998.74,98608.69,102355.82,106142.99,110070.28
5,CA,48,141426.06,147365.96,153850.06,160619.46,167365.48,173725.37,180326.93,187179.36,194104.99,201286.88
5,CA,49,132823.9,138402.5,144492.21,150849.87,157185.56,163158.61,169358.64,175794.27,182298.66,189043.71
5,CA,50,81623.6,85051.8,88794.07,92701.01,96594.46,100265.05,104075.12,108029.97,112027.08,116172.08
5,CA,51,47373.17,49362.85,51534.81,53802.34,56062.04,58192.4,60403.71,62699.05,65018.92,67424.62
5,CA,52,131967.9,137510.55,143561.02,149877.7,156172.57,162107.12,168267.19,174661.35,181123.82,187825.4
5,CA,53,79126.75,82450.08,86077.88,89865.31,93639.65,97197.96,100891.48,104725.36,108600.19,112618.4
8,CO,1,108666.79,113230.79,118212.95,123414.32,128597.72,133484.43,138556.84,143822,149143.42,154661.72
8,CO,2,115504.55,120355.74,125651.39,131180.05,136689.62,141883.82,147275.41,152871.87,158528.13,164393.67
8,CO,3,77358.81,80607.88,84154.62,87857.43,91547.44,95026.24,98637.24,102385.45,106173.72,110102.14
8,CO,4,95959.94,99990.26,104389.83,108982.98,113560.27,117875.56,122354.83,127004.31,131703.47,136576.5
8,CO,5,77470.72,80724.49,84276.37,87984.53,91679.88,95163.72,98779.94,102533.58,106327.32,110261.43
8,CO,6,95899.72,99927.51,104324.32,108914.59,113489.01,117801.59,122278.05,126924.61,131620.82,136490.79
8,CO,7,79590.51,82933.31,86582.38,90392,94188.47,97767.63,101482.8,105339.15,109236.69,113278.45
9,CT,1,87159.13,90819.82,94815.89,98987.79,103145.27,107064.79,111133.26,115356.32,119624.5,124050.61
9,CT,2,90174.17,93961.49,98095.8,102412.01,106713.31,110768.42,114977.62,119346.77,123762.6,128341.82
9,CT,3,83967.75,87494.4,91344.15,95363.29,99368.55,103144.56,107064.05,111132.49,115244.39,119508.43
9,CT,4,214838.51,223861.73,233711.64,243994.95,254242.74,263903.97,273932.32,284341.74,294862.39,305772.3
9,CT,5,92407.19,96288.29,100524.97,104948.07,109355.89,113511.42,117824.85,122302.2,126827.38,131519.99
10,DE,0,79730.45,83079.13,86734.62,90550.94,94354.08,97939.53,101661.24,105524.36,109428.76,113477.63
11,DC,0,119491.8,124510.46,129988.92,135708.43,141408.19,146781.7,152359.4,158149.06,164000.57,170068.59
12,FL,1,76878.74,80107.65,83632.38,87312.21,90979.32,94436.53,98025.12,101750.08,105514.83,109418.88
12,FL,2,68726.69,71613.21,74764.19,78053.81,81332.07,84422.69,87630.76,90960.72,94326.27,97816.34
12,FL,3,68172.26,71035.49,74161.06,77424.14,80675.96,83741.64,86923.82,90226.93,93565.33,97027.24
12,FL,4,103541.71,107890.46,112637.64,117593.7,122532.63,127188.87,132022.05,137038.89,142109.32,147367.37
12,FL,5,49015.3,51073.94,53321.2,55667.33,58005.36,60209.56,62497.52,64872.43,67272.71,69761.8
12,FL,6,67391.45,70221.89,73311.66,76537.37,79751.94,82782.51,85928.25,89193.52,92493.68,95915.95
12,FL,7,83933.93,87459.16,91307.36,95324.88,99328.53,103103.01,107020.93,111087.72,115197.97,119460.29
12,FL,8,83532.15,87040.5,90870.28,94868.57,98853.05,102609.47,106508.63,110555.95,114646.52,118888.45
12,FL,9,56731.09,59113.8,61714.81,64430.26,67136.33,69687.51,72335.63,75084.39,77862.51,80743.42
12,FL,10,69772.78,72703.24,75902.18,79241.88,82570.04,85707.7,88964.59,92345.24,95762.02,99305.21
12,FL,11,66183.36,68963.06,71997.44,75165.33,78322.27,81298.52,84387.86,87594.6,90835.6,94196.52
12,FL,12,74432.81,77558.99,80971.59,84534.34,88084.78,91432,94906.42,98512.86,102157.84,105937.68
12,FL,13,82149.49,85599.77,89366.16,93298.27,97216.8,100911.03,104745.65,108725.99,112748.85,116920.56
12,FL,14,89087.33,92829,96913.47,101177.67,105427.13,109433.36,113591.83,117908.31,122270.92,126794.95
12,FL,15,63608.72,66280.29,69196.62,72241.27,75275.4,78135.87,81105.03,84187.02,87301.94,90532.11
12,FL,16,97258.97,101343.85,105802.97,110458.31,115097.55,119471.26,124011.17,128723.59,133486.37,138425.36
12,FL,17,69272.02,72181.44,75357.42,78673.15,81977.42,85092.57,88326.08,91682.47,95074.73,98592.49
12,FL,18,115719.47,120579.69,125885.2,131424.15,136943.96,142147.83,147549.45,153156.33,158823.11,164699.57
12,FL,19,140816.95,146731.27,153187.44,159927.69,166644.65,172977.15,179550.28,186373.19,193269,200419.95
12,FL,20,47946.78,49960.55,52158.81,54453.8,56740.86,58897.01,61135.1,63458.23,65806.19,68241.02
12,FL,21,122863.97,128024.26,133657.33,139538.25,145398.86,150924.01,156659.13,162612.17,168628.82,174868.09
12,FL,22,127444.48,132797.15,138640.22,144740.39,150819.49,156550.63,162499.55,168674.54,174915.49,181387.37
12,FL,23,102005.24,106289.46,110966.2,115848.71,120714.35,125301.5,130062.96,135005.35,140000.55,145180.57
12,FL,24,48571.02,50611.01,52837.89,55162.76,57479.59,59663.82,61931.04,64284.42,66662.95,69129.48
12,FL,25,58217.16,60662.28,63331.42,66118,68894.96,71512.97,74230.46,77051.22,79902.11,82858.49
12,FL,26,60809.46,63363.46,66151.45,69062.12,71962.73,74697.31,77535.81,80482.17,83460.01,86548.03
12,FL,27,142970.29,148975.04,155529.95,162373.26,169192.94,175622.27,182295.92,189223.16,196224.42,203484.72
13,GA,1,66009.46,68781.86,71808.26,74967.82,78116.47,81084.9,84166.13,87364.44,90596.92,93949.01
13,GA,2,50438.11,52556.51,54869,57283.24,59689.13,61957.32,64311.7,66755.54,69225.5,71786.84
13,GA,3,74920.52,78067.18,81502.14,85088.23,88661.94,92031.09,95528.27,99158.35,102827.21,106631.81
13,GA,4,55013.29,57323.85,59846.1,62479.33,65103.46,67577.39,70145.33,72810.85,75504.86,78298.54
13,GA,5,98840.51,102991.81,107523.45,112254.48,116969.17,121414,126027.73,130816.78,135657,140676.31
13,GA,6,141339.32,147275.57,153755.69,160520.94,167262.82,173618.81,180216.32,187064.54,193985.93,201163.41
13,GA,7,83471.08,86976.87,90803.85,94799.22,98780.78,102534.45,106430.76,110475.13,114562.71,118801.53
13,GA,8,60451.24,62990.19,65761.76,68655.28,71538.8,74257.28,77079.05,80008.06,82968.35,86038.18
13,GA,9,70780.35,73753.12,76998.26,80386.18,83762.4,86945.38,90249.3,93678.77,97144.89,100739.25
13,GA,10,71821.85,74838.37,78131.26,81569.04,84994.93,88224.74,91577.28,95057.22,98574.34,102221.59
13,GA,11,110579.35,115223.68,120293.53,125586.44,130861.07,135833.79,140995.48,146353.3,151768.38,157383.81
13,GA,12,59530.04,62030.3,64759.63,67609.05,70448.63,73125.68,75904.46,78788.83,81704.01,84727.06
13,GA,13,56219.21,58580.42,61157.96,63848.91,66530.56,69058.72,71682.96,74406.91,77159.96,80014.88
13,GA,14,61206.62,63777.3,66583.5,69513.18,72432.73,75185.17,78042.21,81007.82,84005.1,87113.29
15,HI,1,81773.66,85208.15,88957.31,92871.43,96772.03,100449.37,104266.45,108228.57,112233.03,116385.65
15,HI,2,71007.39,73989.7,77245.25,80644.04,84031.09,87224.27,90538.79,93979.27,97456.5,101062.39
16,ID,1,72643.57,75694.6,79025.16,82502.27,85967.37,89234.13,92625.02,96144.77,99702.13,103391.11
16,ID,2,70362.17,73317.38,76543.34,79911.25,83267.52,86431.69,89716.09,93125.31,96570.94,100144.07
17,IL,1,66737.97,69540.96,72600.76,75795.2,78978.6,81979.78,85095.02,88328.63,91596.79,94985.87
17,IL,2,54711.87,57009.77,59518.2,62137,64746.76,67207.14,69761.01,72411.93,75091.17,77869.54
17,IL,3,79300.2,82630.81,86266.56,90062.29,93844.91,97411.01,101112.63,104954.91,108838.24,112865.26
17,IL,4,54223.75,56501.15,58987.2,61582.64,64169.11,66607.53,69138.62,71765.89,74421.23,77174.81
17,IL,5,131416.06,136935.53,142960.7,149250.97,155519.51,161429.25,167563.56,173930.98,180366.42,187039.98
17,IL,6,136622.42,142360.56,148624.43,155163.9,161680.79,167824.66,174201.99,180821.67,187512.07,194450.02
17,IL,7,130214.03,135683.02,141653.07,147885.81,154097.01,159952.7,166030.9,172340.08,178716.66,185329.17
17,IL,8,72805.71,75863.55,79201.54,82686.41,86159.24,89433.29,92831.76,96359.36,99924.66,103621.87
17,IL,9,133605.92,139217.37,145342.93,151738.02,158111.02,164119.24,170355.77,176829.29,183371.97,190156.73
17,IL,10,143209.03,149223.81,155789.66,162644.41,169475.47,175915.54,182600.33,189539.14,196552.09,203824.52
17,IL,11,82364.34,85823.64,89599.88,93542.27,97471.05,101174.95,105019.6,109010.34,113043.72,117226.34
17,IL,12,64345.33,67047.83,69997.94,73077.85,76147.12,79040.71,82044.25,85161.94,88312.93,91580.51
17,IL,13,71267.3,74260.53,77527.99,80939.22,84338.67,87543.54,90870.2,94323.26,97813.22,101432.31
17,IL,14,102062.09,106348.7,111028.04,115913.28,120781.64,125371.34,130135.45,135080.6,140078.58,145261.49
17,IL,15,65111.49,67846.17,70831.4,73947.98,77053.8,79981.84,83021.15,86175.96,89364.47,92670.95
17,IL,16,70864.62,73840.93,77089.93,80481.89,83862.13,87048.89,90356.75,93790.3,97260.54,100859.18
17,IL,17,58581.7,61042.14,63727.99,66532.02,69326.37,71960.77,74695.28,77533.7,80402.44,83377.33
17,IL,18,84449.45,87996.33,91868.17,95910.37,99938.6,103736.27,107678.25,111770.02,115905.51,120194.01
18,IN,1,70168,73115.06,76332.12,79690.73,83037.74,86193.18,89468.52,92868.32,96304.45,99867.71
18,IN,2,66164.87,68943.79,71977.32,75144.32,78300.38,81275.8,84364.28,87570.12,90810.21,94170.19
18,IN,3,67160.78,69981.53,73060.72,76275.39,79478.95,82499.15,85634.12,88888.22,92177.08,95587.63
18,IN,4,68058.52,70916.98,74037.33,77294.97,80541.36,83601.93,86778.81,90076.4,93409.23,96865.37
18,IN,5,107381.75,111891.79,116815.02,121954.89,127076.99,131905.92,136918.34,142121.24,147379.72,152832.77
18,IN,6,64055.17,66745.49,69682.29,72748.31,75803.74,78684.28,81674.29,84777.91,87914.69,91167.54
18,IN,7,53937.96,56203.35,58676.3,61258.06,63830.89,66256.47,68774.21,71387.63,74028.98,76768.05
18,IN,8,64908.92,67635.09,70611.04,73717.92,76814.08,79733.01,82762.87,85907.86,89086.45,92382.65
18,IN,9,68979.73,71876.88,75039.46,78341.19,81631.52,84733.52,87953.4,91295.63,94673.56,98176.49
19,IA,1,73208.64,76283.4,79639.87,83144.03,86636.08,89928.25,93345.52,96892.65,100477.68,104195.35
19,IA,2,73204.84,76279.44,79635.74,83139.71,86631.58,89923.58,93340.67,96887.62,100472.46,104189.94
19,IA,3,84687.17,88244.03,92126.77,96180.35,100219.92,104028.28,107981.36,112084.65,116231.78,120532.36
19,IA,4,69674.85,72601.2,75795.65,79130.66,82454.14,85587.4,88839.72,92215.63,95627.61,99165.83
20,KS,1,60467.26,63006.88,65779.19,68673.47,71557.76,74276.95,77099.47,80029.25,82990.34,86060.98
20,KS,2,66460.27,69251.61,72298.68,75479.82,78649.97,81638.67,84740.94,87961.09,91215.65,94590.63
20,KS,3,107802.95,112330.67,117273.22,122433.24,127575.44,132423.3,137455.39,142678.7,147957.81,153432.25
20,KS,4,72757.98,75813.81,79149.62,82632.21,86102.76,89374.66,92770.9,96296.2,99859.15,103553.94
21,KY,1,55779.36,58122.09,60679.46,63349.36,66010.03,68518.41,71122.11,73824.75,76556.27,79388.85
21,KY,2,61312.13,63887.24,66698.28,69633.01,72557.59,75314.78,78176.74,81147.46,84149.92,87263.46
21,KY,3,73411.35,76494.63,79860.4,83374.25,86875.97,90177.26,93603.99,97160.95,100755.9,104483.87
21,KY,4,80319.77,83693.2,87375.71,91220.24,95051.49,98663.44,102412.65,106304.33,110237.6,114316.39
21,KY,5,49804.5,51896.28,54179.72,56563.63,58939.3,61178.99,63503.8,65916.94,68355.87,70885.03
21,KY,6,68598.94,71480.09,74625.22,77908.73,81180.9,84265.77,87467.87,90791.65,94150.94,97634.52
22,LA,1,83835.81,87356.91,91200.62,95213.45,99212.41,102982.48,106895.82,110957.86,115063.3,119320.64
22,LA,2,55250.2,57570.71,60103.82,62748.39,65383.82,67868.41,70447.41,73124.41,75830.01,78635.72
22,LA,3,69341.3,72253.64,75432.79,78751.84,82059.42,85177.67,88414.42,91774.17,95169.82,98691.1
22,LA,4,63256.77,65913.56,68813.75,71841.56,74858.9,77703.54,80656.28,83721.21,86818.9,90031.2
22,LA,5,59385.11,61879.29,64601.98,67444.46,70277.13,72947.66,75719.67,78597.02,81505.11,84520.8
22,LA,6,82979.37,86464.5,90268.94,94240.77,98198.88,101930.44,105803.8,109824.34,113887.84,118101.69
23,ME,1,79120.64,82443.7,86071.23,89858.36,93632.41,97190.44,100883.68,104717.26,108591.8,112609.69
23,ME,2,58728.7,61195.31,63887.9,66698.97,69500.32,72141.34,74882.71,77728.25,80604.2,83586.55
24,MD,1,84621.45,88175.55,92055.27,96105.7,100142.14,103947.54,107897.55,111997.66,116141.57,120438.81
24,MD,2,70874.28,73851,77100.44,80492.86,83873.56,87060.76,90369.07,93803.09,97273.81,100872.94
24,MD,3,104611.06,109004.73,113800.94,118808.18,123798.12,128502.45,133385.54,138454.19,143577,148889.35
24,MD,4,76552.76,79767.98,83277.77,86941.99,90593.55,94036.11,97609.48,101318.64,105067.43,108954.92
24,MD,5,87531.68,91208.01,95221.17,99410.9,103586.16,107522.43,111608.28,115849.4,120135.82,124580.85
24,MD,6,95012.95,99003.5,103359.65,107907.48,112439.59,116712.29,121147.36,125750.96,130403.75,135228.69
24,MD,7,89525.1,93285.15,97389.7,101674.85,105945.19,109971.11,114150.01,118487.71,122871.76,127418.01
24,MD,8,134553.65,140204.9,146373.91,152814.37,159232.57,165283.41,171564.18,178083.62,184672.71,191505.6
25,MA,1,72096.25,75124.29,78429.76,81880.67,85319.66,88561.8,91927.15,95420.39,98950.94,102612.12
25,MA,2,90378.03,94173.91,98317.56,102643.54,106954.56,111018.84,115237.55,119616.58,124042.39,128631.96
25,MA,3,97411.27,101502.55,105968.66,110631.28,115277.79,119658.35,124205.37,128925.17,133695.4,138642.13
25,MA,4,167616.21,174656.09,182340.95,190363.96,198359.24,205896.89,213720.97,221842.37,230050.54,238562.41
25,MA,5,152486.22,158890.64,165881.83,173180.63,180454.22,187311.48,194429.31,201817.63,209284.88,217028.42
25,MA,6,115504.91,120356.12,125651.79,131180.47,136690.05,141884.27,147275.87,152872.35,158528.63,164394.19
25,MA,7,101723.7,105996.09,110659.92,115528.96,120381.17,124955.66,129703.97,134632.72,139614.13,144779.86
25,MA,8,121267.68,126360.93,131920.81,137725.32,143509.79,148963.16,154623.76,160499.46,166437.94,172596.14
25,MA,9,90445.86,94244.59,98391.35,102720.57,107034.84,111102.16,115324.04,119706.36,124135.49,128728.5
26,MI,1,65004.1,67734.27,70714.58,73826.02,76926.71,79849.93,82884.23,86033.83,89217.08,92518.11
26,MI,2,67892.39,70743.87,73856.6,77106.29,80344.75,83397.85,86566.97,89856.51,93181.21,96628.91
26,MI,3,83623.84,87136.04,90970.03,94972.71,98961.56,102722.1,106625.54,110677.31,114772.37,119018.95
26,MI,4,64800.2,67521.81,70492.77,73594.45,76685.42,79599.46,82624.24,85763.96,88937.23,92227.91
26,MI,5,57137.45,59537.22,62156.86,64891.76,67617.22,70186.67,72853.76,75622.21,78420.23,81321.78
26,MI,6,71704.03,74715.6,78003.08,81435.22,84855.5,88080.01,91427.05,94901.27,98412.62,102053.89
26,MI,7,70960.17,73940.5,77193.88,80590.41,83975.21,87166.27,90478.58,93916.77,97391.69,100995.18
26,MI,8,91949.96,95811.85,100027.58,104428.79,108814.8,112949.76,117241.85,121697.04,126199.83,130869.23
26,MI,9,78071.45,81350.45,84929.87,88666.78,92390.79,95901.64,99545.9,103328.64,107151.8,111116.42
26,MI,10,73309.63,76388.63,79749.73,83258.72,86755.59,90052.3,93474.29,97026.31,100616.28,104339.08
26,MI,11,114955.55,119783.68,125054.17,130556.55,136039.92,141209.44,146575.4,152145.27,157774.64,163612.3
26,MI,12,75624.56,78800.79,82268.03,85887.82,89495.11,92895.93,96425.97,100090.16,103793.49,107633.85
26,MI,13,44843.71,46727.15,48783.15,50929.6,53068.65,55085.26,57178.5,59351.28,61547.28,63824.52
26,MI,14,82682.47,86155.14,89945.96,93903.59,97847.54,101565.74,105425.24,109431.4,113480.36,117679.14
27,MN,1,73501.6,76588.67,79958.57,83476.75,86982.77,90288.12,93719.07,97280.39,100879.77,104612.32
27,MN,2,94579.64,98551.98,102888.27,107415.35,111926.8,116180.02,120594.86,125177.46,129809.03,134611.96
27,MN,3,128475.99,133871.98,139762.35,145911.89,152040.19,157817.72,163814.79,170039.76,176331.23,182855.48
27,MN,4,90501.22,94302.27,98451.57,102783.44,107100.35,111170.16,115394.63,119779.62,124211.47,128807.29
27,MN,5,90817.35,94631.68,98795.48,103142.48,107474.46,111558.49,115797.72,120198.03,124645.36,129257.23
27,MN,6,84717.78,88275.93,92160.07,96215.11,100256.14,104065.88,108020.38,112125.16,116273.79,120575.92
27,MN,7,66306.13,69090.99,72130.99,75304.75,78467.55,81449.32,84544.39,87757.08,91004.09,94371.24
27,MN,8,67770.01,70616.35,73723.47,76967.3,80199.93,83247.53,86410.93,89694.55,93013.24,96454.73
28,MS,1,58613.29,61075.04,63762.35,66567.89,69363.74,71999.56,74735.55,77575.5,80445.79,83422.29
28,MS,2,46944.99,48916.68,51069.01,53316.05,55555.33,57666.43,59857.75,62132.35,64431.24,66815.2
28,MS,3,68014.43,70871.04,73989.36,77244.89,80489.18,83547.77,86722.58,90018.04,93348.71,96802.61
28,MS,4,59725.89,62234.38,64972.69,67831.49,70680.41,73366.27,76154.19,79048.04,81972.82,85005.82
29,MO,1,59538.93,62039.56,64769.31,67619.16,70459.16,73136.61,75915.8,78800.6,81716.22,84739.72
29,MO,2,125850.27,131135.98,136905.96,142929.82,148932.88,154592.33,160466.83,166564.57,172727.46,179118.38
29,MO,3,71470.88,74472.66,77749.46,81170.43,84579.59,87793.62,91129.77,94592.71,98092.64,101722.06
29,MO,4,61731.87,64324.61,67154.89,70109.71,73054.31,75830.38,78711.93,81702.99,84726,87860.86
29,MO,5,64492.51,67201.19,70158.05,73245,76321.29,79221.5,82231.92,85356.73,88514.93,91789.98
29,MO,6,73364.2,76445.5,79809.1,83320.7,86820.17,90119.33,93543.87,97098.54,100691.18,104416.76
29,MO,7,61275.37,63848.94,66658.29,69591.25,72514.09,75269.62,78129.87,81098.8,84099.46,87211.14
29,MO,8,54695.31,56992.51,59500.18,62118.19,64727.15,67186.79,69739.88,72390,75068.43,77845.96
30,MT,0,70086.47,73030.1,76243.43,79598.14,82941.26,86093.03,89364.56,92760.41,96192.55,99751.67
31,NE,1,73935.58,77040.88,80430.68,83969.63,87496.35,90821.21,94272.42,97854.77,101475.4,105229.99
31,NE,2,90463.62,94263.09,98410.67,102740.74,107055.85,111123.97,115346.68,119729.85,124159.86,128753.77
31,NE,3,61178.35,63747.85,66552.75,69481.07,72399.28,75150.45,78006.17,80970.4,83966.31,87073.06
32,NV,1,57726.32,60150.83,62797.46,65560.55,68314.1,70910.03,73604.61,76401.59,79228.45,82159.9
32,NV,2,91182.79,95012.47,99193.02,103557.51,107906.93,112007.39,116263.67,120681.69,125146.92,129777.35
32,NV,3,104201.91,108578.39,113355.84,118343.5,123313.92,127999.85,132863.85,137912.67,143015.44,148307.01
32,NV,4,71542.27,74547.05,77827.12,81251.51,84664.07,87881.31,91220.8,94687.19,98190.61,101823.67
33,NH,1,92732.94,96627.73,100879.35,105318.04,109741.4,113911.57,118240.21,122733.34,127274.47,131983.63
33,NH,2,90528.7,94330.91,98481.47,102814.65,107132.87,111203.92,115429.67,119816,124249.19,128846.41
34,NJ,1,78672.69,81976.94,85583.93,89349.62,93102.3,96640.19,100312.52,104124.39,107977,111972.15
