fips,abbr,district,y2022,y2023,y2024,y2025,y2026,y2027,y2028,y2029,y2030,y2031
34,NJ,2,72316.33,75353.62,78669.18,82130.62,85580.11,88832.15,92207.77,95711.67,99253,102925.36
34,NJ,3,89178.59,92924.09,97012.75,101281.31,105535.12,109545.46,113708.18,118029.09,122396.17,126924.83
34,NJ,4,110993.49,115655.22,120744.04,126056.78,131351.17,136342.51,141523.53,146901.42,152336.77,157973.23
34,NJ,5,138398.04,144210.76,150556.04,157180.5,163782.08,170005.8,176466.02,183171.73,189949.08,196977.2
34,NJ,6,91822.52,95679.07,99888.95,104284.06,108663.99,112793.22,117079.37,121528.38,126024.93,130687.86
34,NJ,7,163063.02,169911.66,177387.78,185192.84,192970.94,200303.83,207915.38,215816.16,223801.36,232082.01
34,NJ,8,77355.59,80604.52,84151.12,87853.77,91543.63,95022.29,98633.14,102381.2,106169.3,110097.56
34,NJ,9,81662.68,85092.51,88836.58,92745.39,96640.7,100313.04,104124.94,108081.69,112080.71,116227.7
34,NJ,10,67534.37,70370.81,73467.13,76699.68,79921.07,82958.07,86110.48,89382.68,92689.84,96119.36
34,NJ,11,151644.83,158013.91,164966.53,172225.05,179458.51,186277.93,193356.49,200704.04,208130.09,215830.9
34,NJ,12,109213.09,113800.04,118807.24,124034.76,129244.22,134155.5,139253.41,144545.04,149893.21,155439.26
35,NM,1,68064.83,70923.55,74044.19,77302.13,80548.82,83609.68,86786.84,90084.74,93417.88,96874.34
35,NM,2,57660.25,60081.98,62725.59,65485.52,68235.91,70828.87,73520.37,76314.14,79137.77,82065.87
35,NM,3,65235.18,67975.06,70965.96,74088.47,77200.18,80133.79,83178.87,86339.67,89534.24,92847
36,NY,1,108508.31,113065.66,118040.55,123234.33,128410.18,133289.76,138354.77,143612.25,148925.91,154436.17
36,NY,2,86798.16,90443.68,94423.2,98577.82,102718.09,106621.38,110672.99,114878.57,119129.07,123536.85
36,NY,3,170903.11,178081.04,185916.61,194096.94,202249.01,209934.47,217911.98,226192.64,234561.77,243240.55
36,NY,4,112595,117323.99,122486.25,127875.64,133246.42,138309.78,143565.56,149021.05,154534.83,160252.61
36,NY,5,55753.46,58095.1,60651.29,63319.94,65979.38,68486.6,71089.09,73790.47,76520.72,79351.99
36,NY,6,65902.59,68670.5,71692,74846.45,77990,80953.62,84029.85,87222.99,90450.24,93796.9
36,NY,7,80757.84,84149.67,87852.25,91717.75,95569.9,99201.55,102971.21,106884.12,110838.83,114939.87
36,NY,8,63638.19,66310.99,69228.68,72274.74,75310.28,78172.07,81142.61,84226.03,87342.39,90574.06
36,NY,9,73853.9,76955.77,80341.82,83876.86,87399.69,90720.88,94168.27,97746.66,101363.29,105113.73
36,NY,10,268084.55,279344.1,291635.24,304467.19,317254.81,329310.5,341824.3,354813.62,367941.72,381555.57
36,NY,11,85302.99,88885.71,92796.68,96879.74,100948.69,104784.74,108766.56,112899.69,117076.97,121408.82
36,NY,12,280436.69,292215.03,305072.49,318495.68,331872.5,344483.66,357574.04,371161.85,384894.84,399135.95
36,NY,13,55193.19,57511.3,60041.8,62683.64,65316.35,67798.37,70374.71,73048.95,75751.76,78554.58
36,NY,14,55164.26,57481.15,60010.32,62650.78,65282.11,67762.83,70337.82,73010.66,75712.05,78513.4
36,NY,15,35877.55,37384.41,39029.33,40746.62,42457.97,44071.38,45746.09,47484.44,49241.36,51063.29
36,NY,16,143064.33,149073.04,155632.25,162480.07,169304.23,175737.79,182415.83,189347.63,196353.49,203618.57
36,NY,17,142892.66,148894.16,155445.5,162285.1,169101.08,175526.92,182196.94,189120.42,196117.88,203374.24
36,NY,18,105312.04,109735.14,114563.49,119604.28,124627.66,129363.51,134279.33,139381.94,144539.07,149887.02
36,NY,19,75972.18,79163.02,82646.19,86282.62,89906.49,93322.94,96869.21,100550.24,104270.6,108128.61
36,NY,20,91443.07,95283.68,99476.16,103853.11,108214.94,112327.11,116595.54,121026.17,125504.14,130147.8
36,NY,21,64575.17,67287.33,70247.97,73338.88,76419.12,79323.04,82337.32,85466.14,88628.38,91907.63
36,NY,22,64177.87,66873.34,69815.77,72887.66,75948.94,78835,81830.73,84940.3,88083.09,91342.17
36,NY,23,63831.01,66511.92,69438.44,72493.73,75538.47,78408.93,81388.47,84481.23,87607.04,90848.5
36,NY,24,72805.64,75863.48,79201.47,82686.34,86159.16,89433.21,92831.67,96359.28,99924.57,103621.78
36,NY,25,74608.46,77742.02,81162.67,84733.82,88292.65,91647.77,95130.38,98745.34,102398.91,106187.67
36,NY,26,64240.87,66938.98,69884.3,72959.21,76023.49,78912.39,81911.06,85023.68,88169.55,91431.83
36,NY,27,80778,84170.68,87874.19,91740.65,95593.76,99226.32,102996.92,106910.8,110866.5,114968.56
37,NC,1,62758.83,65394.7,68272.06,71276.03,74269.63,77091.87,80021.36,83062.18,86135.48,89322.49
37,NC,2,93079.38,96988.72,101256.22,105711.49,110151.38,114337.13,118681.94,123191.85,127749.95,132476.7
37,NC,3,63018.05,65664.81,68554.06,71570.44,74576.4,77410.3,80351.9,83405.27,86491.26,89691.44
37,NC,4,99518.21,103697.98,108260.69,113024.16,117771.17,122246.48,126891.84,131713.73,136587.14,141640.86
37,NC,5,67703.43,70546.98,73651.04,76891.69,80121.14,83165.74,86326.04,89606.43,92921.87,96359.98
37,NC,6,67304.73,70131.53,73217.31,76438.87,79649.31,82675.98,85817.67,89078.74,92374.65,95792.52
37,NC,7,68989.32,71886.87,75049.89,78352.09,81642.87,84745.3,87965.63,91308.32,94686.73,98190.14
37,NC,8,64781.43,67502.25,70472.34,73573.13,76663.2,79576.4,82600.3,85739.12,88911.46,92201.19
37,NC,9,107640.02,112160.9,117095.98,122248.21,127382.63,132223.17,137247.65,142463.06,147734.2,153200.36
37,NC,10,66236.26,69018.18,72054.98,75225.4,78384.87,81363.5,84455.31,87664.61,90908.2,94271.8
37,NC,11,61707.2,64298.9,67128.05,70081.69,73025.12,75800.07,78680.47,81670.33,84692.13,87825.74
37,NC,12,78376.07,81667.87,85261.25,89012.75,92751.28,96275.83,99934.31,103731.82,107569.89,111549.98
37,NC,13,72023.31,75048.28,78350.41,81797.83,85233.34,88472.2,91834.15,95323.84,98850.83,102508.31
38,ND,0,82599.8,86068.99,89856.02,93809.69,97749.69,101464.18,105319.82,109321.98,113366.89,117561.46
39,OH,1,86908.55,90558.7,94543.29,98703.19,102848.73,106756.98,110813.74,115024.67,119280.58,123693.96
39,OH,2,84127.36,87660.71,91517.79,95544.57,99557.44,103340.62,107267.57,111343.73,115463.45,119735.6
39,OH,3,54718.89,57017.08,59525.83,62144.97,64755.05,67215.75,69769.95,72421.2,75100.79,77879.52
39,OH,4,62150.22,64760.52,67609.99,70584.83,73549.39,76344.27,79245.35,82256.67,85300.17,88456.27
39,OH,5,72620.7,75670.77,79000.28,82476.29,85940.3,89206.03,92595.86,96114.5,99670.74,103358.56
39,OH,6,62406.35,65027.41,67888.62,70875.72,73852.5,76658.89,79571.93,82595.67,85651.7,88820.82
39,OH,7,64705.16,67422.77,70389.38,73486.51,76572.94,79482.71,82503.06,85638.17,88806.79,92092.64
39,OH,8,69168.91,72074.01,75245.27,78556.06,81855.41,84965.92,88194.62,91546.02,94933.22,98445.75
39,OH,9,58454.28,60909.36,63589.37,66387.3,69175.57,71804.24,74532.8,77365.05,80227.56,83195.97
39,OH,10,69490.39,72408.99,75594.98,78921.16,82235.85,85360.81,88604.52,91971.49,95374.44,98903.29
39,OH,11,68972.35,71869.19,75031.44,78332.82,81622.8,84724.47,87944,91285.87,94663.44,98165.99
39,OH,12,98211.66,102336.54,106839.35,111540.28,116224.98,120641.53,125225.9,129984.49,134793.91,139781.29
39,OH,13,55153.52,57469.97,59998.65,62638.59,65269.41,67749.65,70324.13,72996.45,75697.32,78498.12
39,OH,14,93784.55,97723.5,102023.34,106512.37,110985.89,115203.35,119581.08,124125.16,128717.79,133480.35
39,OH,15,77420.24,80671.89,84221.46,87927.2,91620.14,95101.71,98715.57,102466.77,106258.04,110189.58
39,OH,16,80915.12,84313.56,88023.35,91896.38,95756.03,99394.76,103171.76,107092.28,111054.7,115163.72
40,OK,1,82678.6,86151.11,89941.75,93899.19,97842.96,101560.99,105420.31,109426.28,113475.05,117673.63
40,OK,2,54580.78,56873.17,59375.59,61988.12,64591.62,67046.1,69593.85,72238.42,74911.24,77682.96
40,OK,3,68329.93,71199.78,74332.58,77603.21,80862.54,83935.32,87124.86,90435.61,93781.72,97251.65
40,OK,4,68552.05,71431.24,74574.21,77855.48,81125.41,84208.18,87408.09,90729.59,94086.59,97567.79
40,OK,5,78516.43,81814.12,85413.94,89172.16,92917.39,96448.25,100113.28,103917.58,107762.54,111749.75
41,OR,1,98780.82,102929.61,107458.52,112186.69,116898.53,121340.68,125951.62,130737.78,135575.08,140591.36
41,OR,2,70087.76,73031.45,76244.83,79599.6,82942.79,86094.61,89366.21,92762.12,96194.32,99753.51
41,OR,3,82916.46,86398.95,90200.51,94169.33,98124.44,101853.17,105723.59,109741.09,113801.51,118012.16
41,OR,4,68528.88,71407.09,74549,77829.16,81097.98,84179.7,87378.53,90698.92,94054.78,97534.8
41,OR,5,84240.75,87778.86,91641.13,95673.34,99691.62,103479.9,107412.13,111493.8,115619.07,119896.97
42,PA,1,111259.46,115932.35,121033.38,126358.85,131665.92,136669.22,141862.65,147253.43,152701.81,158351.78
42,PA,2,49959.4,52057.7,54348.24,56739.56,59122.62,61369.28,63701.31,66121.96,68568.48,71105.51
42,PA,3,76002.59,79194.7,82679.27,86317.15,89942.47,93360.29,96907.98,100590.48,104312.33,108171.89
42,PA,4,125429.87,130697.92,136448.63,142452.37,148435.37,154075.92,159930.8,166008.17,172150.47,178520.04
42,PA,5,109816.78,114429.09,119463.97,124720.38,129958.64,134897.07,140023.15,145344.03,150721.76,156298.47
42,PA,6,116571.76,121467.77,126812.35,132392.1,137952.56,143194.76,148636.16,154284.34,159992.86,165912.59
42,PA,7,75861.78,79047.98,82526.09,86157.24,89775.84,93187.32,96728.44,100404.12,104119.07,107971.48
42,PA,8,62824.34,65462.96,68343.33,71350.44,74347.16,77172.35,80104.9,83148.89,86225.39,89415.73
42,PA,9,67253.45,70078.09,73161.53,76380.64,79588.63,82612.99,85752.29,89010.87,92304.28,95719.53
42,PA,10,75319.79,78483.22,81936.48,85541.69,89134.44,92521.55,96037.36,99686.78,103375.2,107200.08
42,PA,11,76470.28,79682.03,83188.04,86848.32,90495.95,93934.79,97504.32,101209.48,104954.23,108837.54
42,PA,12,65086.98,67820.63,70804.74,73920.15,77024.8,79951.74,82989.9,86143.52,89330.83,92636.07
42,PA,13,64462.11,67169.52,70124.98,73210.48,76285.32,79184.16,82193.16,85316.5,88473.21,91746.72
42,PA,14,76021.12,79214.01,82699.42,86338.2,89964.4,93383.05,96931.61,100615.01,104337.76,108198.26
42,PA,15,62079.78,64687.13,67533.36,70504.83,73466.03,76257.74,79155.54,82163.45,85203.49,88356.02
42,PA,16,68893.18,71786.7,74945.31,78242.91,81529.11,84627.21,87843.05,91181.08,94554.79,98053.31
42,PA,17,94669.89,98646.03,102986.45,107517.86,112033.61,116290.89,120709.94,125296.92,129932.9,134740.42
42,PA,18,74309.06,77430.04,80836.96,84393.78,87938.32,91279.98,94748.62,98349.07,101987.98,105761.54
44,RI,1,78700.85,82006.28,85614.56,89381.6,93135.63,96674.78,100348.42,104161.66,108015.64,112012.22
44,RI,2,78629.01,81931.42,85536.41,89300.01,93050.61,96586.53,100256.82,104066.58,107917.04,111909.97
45,SC,1,96534.61,100589.07,105014.99,109635.65,114240.34,118581.48,123087.57,127764.9,132492.2,137394.41
45,SC,2,75252.56,78413.17,81863.35,85465.33,89054.88,92438.96,95951.64,99597.8,103282.92,107104.39
45,SC,3,62807.63,65445.55,68325.16,71331.47,74327.39,77151.83,80083.6,83126.77,86202.46,89391.96
45,SC,4,75830.23,79015.1,82491.77,86121.4,89738.5,93148.57,96688.21,100362.36,104075.77,107926.57
45,SC,5,67476.3,70310.3,73403.96,76633.73,79852.35,82886.74,86036.43,89305.82,92610.13,96036.71
45,SC,6,49006.56,51064.84,53311.69,55657.41,57995.02,60198.83,62486.38,64860.86,67260.72,69749.36
45,SC,7,58999.27,61477.24,64182.24,67006.26,69820.52,72473.7,75227.7,78086.35,80975.55,83971.64
46,SD,0,75611.35,78787.03,82253.66,85872.82,89479.48,92879.7,96409.13,100072.68,103775.36,107615.05
47,TN,1,58009.09,60445.47,63105.07,65881.69,68648.73,71257.38,73965.16,76775.83,79616.54,82562.35
47,TN,2,79412.61,82747.94,86388.85,90189.96,93977.94,97549.1,101255.97,105103.7,108992.53,113025.26
47,TN,3,68892.52,71786,74944.59,78242.15,81528.32,84626.4,87842.2,91180.2,94553.87,98052.36
47,TN,4,62387.99,65008.29,67868.65,70854.87,73830.78,76636.35,79548.53,82571.37,85626.52,88794.7
47,TN,5,92735.25,96630.13,100881.86,105320.66,109744.12,113914.4,118243.15,122736.39,127277.63,131986.91
47,TN,6,67916.08,70768.56,73882.38,77133.2,80372.79,83426.96,86597.19,89887.88,93213.73,96662.64
47,TN,7,89515.04,93274.68,97378.76,101663.43,105933.29,109958.76,114137.19,118474.4,122857.96,127403.7
47,TN,8,89229.69,92977.33,97068.34,101339.34,105595.6,109608.23,113773.34,118096.73,122466.31,126997.56
47,TN,9,49295.53,51365.95,53626.05,55985.59,58336.99,60553.79,62854.84,65243.32,67657.32,70160.65
48,TX,1,68578.8,71459.11,74603.31,77885.85,81157.06,84241.03,87442.19,90764.99,94123.29,97605.85
48,TX,2,105021.86,109432.78,114247.83,119274.73,124284.27,129007.07,133909.34,138997.89,144140.82,149474.03
48,TX,3,123170.27,128343.42,133990.53,139886.12,145761.33,151300.26,157049.67,163017.56,169049.21,175304.03
48,TX,4,72292.8,75329.1,78643.58,82103.9,85552.26,88803.25,92177.77,95680.52,99220.7,102891.87
48,TX,5,64705.34,67422.97,70389.58,73486.72,76573.16,79482.94,82503.29,85638.42,88807.04,92092.9
48,TX,6,72619.73,75669.75,78999.22,82475.19,85939.15,89204.83,92594.62,96113.21,99669.4,103357.17
48,TX,7,151860.75,158238.9,165201.41,172470.27,179714.03,186543.16,193631.8,200989.81,208426.43,216138.21
48,TX,8,101601.66,105868.93,110527.16,115390.36,120236.75,124805.75,129548.37,134471.2,139446.64,144606.16
48,TX,9,49856.03,51949.99,54235.79,56622.16,59000.29,61242.3,63569.51,65985.15,68426.6,70958.38
48,TX,10,101618.88,105886.87,110545.89,115409.91,120257.13,124826.9,129570.32,134493.99,139470.27,144630.67
48,TX,11,88414.28,92127.68,96181.3,100413.28,104630.64,108606.6,112733.65,117017.53,121347.18,125837.02
48,TX,12,95033.87,99025.29,103382.4,107931.23,112464.34,116737.99,121174.03,125778.64,130432.45,135258.45
48,TX,13,68033.02,70890.41,74009.59,77266.01,80511.18,83570.61,86746.29,90042.65,93374.23,96829.07
48,TX,14,79456.51,82793.68,86436.6,90239.81,94029.88,97603.02,101311.93,105161.79,109052.77,113087.73
48,TX,15,53329.45,55569.29,58014.34,60566.97,63110.78,65508.99,67998.33,70582.27,73193.81,75901.98
48,TX,16,54725.78,57024.27,59533.33,62152.8,64763.22,67224.22,69778.74,72430.33,75110.26,77889.34
48,TX,17,69631.12,72555.63,75748.07,79080.99,82402.39,85533.68,88783.96,92157.75,95567.59,99103.59
48,TX,18,72750.09,75805.59,79141.04,82623.25,86093.42,89364.97,92760.84,96285.75,99848.33,103542.71
48,TX,19,67609.45,70449.04,73548.8,76784.95,80009.91,83050.29,86206.2,89482.04,92792.87,96226.21
48,TX,20,55097,57411.07,59937.16,62574.39,65202.52,67680.21,70252.06,72921.64,75619.74,78417.67
48,TX,21,118452.66,123427.67,128858.49,134528.26,140178.45,145505.23,151034.43,156773.74,162574.37,168589.62
48,TX,22,109180.87,113766.46,118772.19,123998.16,129206.09,134115.92,139212.32,144502.39,149848.98,155393.39
48,TX,23,74332.89,77454.87,80862.88,84420.85,87966.53,91309.26,94779.01,98380.61,102020.69,105795.46
48,TX,24,111275.89,115949.48,121051.25,126377.51,131685.36,136689.41,141883.6,147275.18,152724.36,158375.16
48,TX,25,119567.73,124589.57,130071.51,135794.66,141498.03,146874.96,152456.21,158249.54,164104.78,170176.65
48,TX,26,105744.87,110186.16,115034.35,120095.86,125139.88,129895.2,134831.22,139954.8,145133.13,150503.06
48,TX,27,67229.03,70052.65,73134.97,76352.91,79559.73,82583,85721.15,88978.56,92270.77,95684.78
48,TX,28,52902.62,55124.53,57550.01,60082.21,62605.66,64984.68,67454.1,70017.35,72608,75294.49
48,TX,29,45336.71,47240.85,49319.45,51489.51,53652.06,55690.84,57807.1,60003.76,62223.9,64526.19
48,TX,30,61106.56,63673.04,66474.65,69399.53,72314.31,75062.26,77914.62,80875.38,83867.77,86970.88
48,TX,31,82415.31,85876.75,89655.33,93600.17,97531.37,101237.57,105084.59,109077.81,113113.69,117298.89
48,TX,32,139717.86,145586.01,151991.8,158679.44,165343.97,171627.04,178148.87,184918.53,191760.52,198855.65
48,TX,33,42829.28,44628.11,46591.75,48641.78,50684.74,52610.76,54609.97,56685.15,58782.5,60957.45
48,TX,34,49149.96,51214.26,53467.69,55820.26,58164.72,60374.98,62669.22,65050.65,67457.53,69953.46
48,TX,35,53143.33,55375.35,57811.86,60355.59,62890.52,65280.36,67761.01,70335.93,72938.36,75637.08
48,TX,36,76006.22,79198.48,82683.22,86321.28,89946.77,93364.75,96912.61,100595.29,104317.31,108177.05
49,UT,1,81415.17,84834.61,88567.33,92464.29,96347.79,100009.01,103809.35,107754.11,111741.01,115875.43
49,UT,2,78077.11,81356.34,84936.02,88673.21,92397.48,95908.59,99553.11,103336.13,107159.57,111124.47
49,UT,3,94788.52,98769.64,103115.5,107652.58,112173.99,116436.6,120861.19,125453.92,130095.71,134909.25
49,UT,4,74933.16,78080.36,81515.89,85102.59,88676.9,92046.62,95544.39,99175.08,102844.56,106649.81
50,VT,0,73247.09,76323.47,79681.7,83187.7,86681.58,89975.48,93394.55,96943.54,100530.45,104250.08
51,VA,1,89671.41,93437.61,97548.87,101841.02,106118.34,110150.84,114336.57,118681.36,123072.57,127626.26
51,VA,2,79555.41,82896.74,86544.2,90352.14,94146.93,97724.51,101438.05,105292.69,109188.52,113228.5
51,VA,3,60356.35,62891.32,65658.54,68547.51,71426.51,74140.72,76958.06,79882.47,82838.12,85903.13
51,VA,4,73219.25,76294.46,79651.41,83156.08,86648.63,89941.28,93359.05,96906.69,100492.24,104210.45
51,VA,5,79928.07,83285.05,86949.59,90775.38,94587.94,98182.28,101913.21,105785.91,109699.99,113758.89
51,VA,6,67496.63,70331.48,73426.07,76656.82,79876.4,82911.71,86062.35,89332.72,92638.03,96065.64
51,VA,7,90998.47,94820.4,98992.5,103348.17,107688.79,111780.97,116028.64,120437.73,124893.93,129515
51,VA,8,129878.63,135333.53,141288.21,147504.89,153700.09,159540.7,165603.24,171896.17,178256.32,184851.81
51,VA,9,58372.65,60824.3,63500.57,66294.59,69078.97,71703.97,74428.72,77257.01,80115.52,83079.79
51,VA,10,151457.86,157819.09,164763.13,172012.71,179237.24,186048.26,193118.09,200456.58,207873.47,215564.79
51,VA,11,113731.86,118508.6,123722.97,129166.78,134591.79,139706.28,145015.12,150525.69,156095.14,161870.66
53,WA,1,141203.63,147134.18,153608.08,160366.84,167102.24,173452.13,180043.31,186884.96,193799.7,200970.29
53,WA,2,84001.52,87529.59,91380.89,95401.65,99408.52,103186.04,107107.11,111177.18,115290.74,119556.49
53,WA,3,84435.31,87981.6,91852.79,95894.31,99921.87,103718.9,107660.22,111751.31,115886.11,120173.89
53,WA,4,68613.02,71494.77,74640.54,77924.72,81197.56,84283.07,87485.83,90810.29,94170.27,97654.57
53,WA,5,73619.59,76711.62,80086.93,83610.75,87122.41,90433.06,93869.51,97436.55,101041.71,104780.25
53,WA,6,86399.56,90028.34,93989.59,98125.13,102246.39,106131.75,110164.76,114351.02,118582.01,122969.54
53,WA,7,154126.49,160599.8,167666.19,175043.5,182395.33,189326.35,196520.75,203988.54,211536.12,219362.95
53,WA,8,110116.16,114741.04,119789.64,125060.39,130312.92,135264.82,140404.88,145740.26,151132.65,156724.56
53,WA,9,123393.11,128575.62,134232.94,140139.19,146025.04,151573.99,157333.8,163312.49,169355.05,175621.18
53,WA,10,76087.24,79282.9,82771.35,86413.29,90042.65,93464.27,97015.91,100702.52,104428.51,108292.36
54,WV,1,66800.55,69606.17,72668.85,75866.28,79052.66,82056.66,85174.81,88411.46,91682.68,95074.94
54,WV,2,64237.27,66935.23,69880.38,72955.12,76019.24,78907.97,81906.47,85018.92,88164.62,91426.71
54,WV,3,55573.63,57907.72,60455.66,63115.71,65766.57,68265.7,70859.79,73552.46,76273.91,79096.04
55,WI,1,77974.09,81249.01,84823.96,88556.22,92275.58,95782.05,99421.77,103199.79,107018.19,110977.86
55,WI,2,88592.72,92313.61,96375.41,100615.93,104841.79,108825.78,112961.16,117253.69,121592.07,126090.98
55,WI,3,67275.55,70101.13,73185.58,76405.74,79614.78,82640.15,85780.47,89040.13,92334.61,95750.99
55,WI,4,62798.82,65436.37,68315.57,71321.46,74316.96,77141,80072.36,83115.11,86190.37,89379.41
55,WI,5,93753.63,97691.28,101989.69,106477.24,110949.28,115165.36,119541.64,124084.22,128675.34,133436.33
55,WI,6,78931.08,82246.19,85865.02,89643.08,93408.09,96957.6,100641.98,104466.38,108331.64,112339.91
55,WI,7,69880.27,72815.24,76019.11,79363.95,82697.24,85839.74,89101.64,92487.51,95909.55,99458.2
55,WI,8,77295.15,80541.55,84085.38,87785.13,91472.11,94948.05,98556.08,102301.21,106086.35,110011.55
56,WY,0,90213.73,94002.7,98138.82,102456.93,106760.12,110817.01,115028.05,119399.12,123816.89,128398.11
